road_id,lden_db
21704335_21704339_0,57.93199920654297
21704337_2920302042_0,60.803001403808594
21704337_932576342_0,61.99599838256836
21704339_21718264_0,62.09999847412109
21704340_21717954_0,59.92599868774414
21704340_21704341_0,58.46500015258789
21704341_21704334_0,58.50600051879883
21704341_21704340_0,58.46500015258789
21704341_21704347_0,58.70199966430664
21704344_21704346_0,59.32699966430664
21704344_21703598_0,59.35100173950195
21704344_8088247480_0,58.62099838256836
21704346_21704347_0,59.56600189208984
21704346_8088247481_0,60.04399871826172
21704347_21704348_0,59.742000579833984
21704347_21717908_0,58.41299819946289
21704347_21704341_0,58.70199966430664
21704348_21717932_0,60.68600082397461
21704348_3552894983_0,58.79999923706055
21704348_21729400_0,60.845001220703125
21704353_21704354_0,58.61899948120117
21704353_8087900728_0,73.55400085449219
21704354_11332038992_0,59.198001861572266
21704354_8087900725_0,59.37300109863281
21712143_25173820_0,61.06499862670898
21712143_26576955_0,72.11499786376953
21712144_21712143_0,58.244998931884766
21712144_25173760_0,58.6259994506836
21714980_143408_0,74.66200256347656
21714980_21714981_0,74.25299835205078
21714980_25624670_0,62.95000076293945
21714981_143403_0,75.14600372314453
21714981_8149051282_0,73.63899993896484
21715353_644880770_0,73.63899993896484
21715353_7205400947_0,70.9729995727539
21717905_1156367438_0,58.76100158691406
21717905_21717906_0,58.63600158691406
21717905_8088247481_0,60.34999847412109
21717906_21717907_0,57.65499877929688
21717906_8148599278_0,60.05500030517578
21717907_21717906_0,57.65499877929688
21717907_21717908_0,62.24800109863281
21717908_21704347_0,58.41299819946289
21717908_8088247481_0,60.27399826049805
21717913_8148599278_0,67.0469970703125
21717913_8164417178_0,66.93699645996094
21717915_8164417173_0,59.88600158691406
21717916_1201354435_0,63.59400177001953
21717916_21717918_0,61.08700180053711
21717918_8148638869_0,63.60100173950195
21717918_1201354445_0,63.60100173950195
21717919_21717933_0,59.13999938964844
21717919_4799805071_0,57.00699996948242
21717927_21717916_0,59.5359992980957
21717927_21717934_0,69.13899993896484
21717927_21717928_0,69.08100128173828
21717928_21729400_0,64.38800048828125
21717928_21717929_0,63.23500061035156
21717928_8088318345_0,67.63999938964844
21717928_21717927_0,69.08100128173828
21717929_8088318345_0,63.72999954223633
21717929_21717930_0,60.92499923706055
21717930_21717916_0,62.244998931884766
21717930_21717929_0,60.92499923706055
21717931_3552894977_0,61.33000183105469
21717931_21718288_0,58.72299957275391
21717931_21717939_0,64.39299774169922
21717932_471133022_0,68.45800018310547
21717932_21717934_0,67.197998046875
21717933_21717919_0,59.13999938964844
21717933_21717943_0,59.85699844360352
21717933_21717934_0,60.7400016784668
21717934_21717933_0,60.7400016784668
21717934_21717927_0,69.13899993896484
21717934_21717932_0,67.197998046875
21717939_21717946_0,61.55400085449219
21717939_471133022_0,68.89800262451172
21717939_1201354425_0,67.38300323486328
21717939_21717931_0,64.39299774169922
21717941_21717942_0,58.80199813842773
21717941_21717943_0,58.74700164794922
21717941_21717946_0,57.5359992980957
21717942_4799805074_0,59.71599960327149
21717942_21717941_0,58.80199813842773
21717942_21718297_0,54.1619987487793
21717943_21717941_0,58.74700164794922
21717943_21717933_0,59.85699844360352
21717943_471133020_0,43.28400039672852
21717946_21718291_0,62.48500061035156
21717946_21717939_0,61.55400085449219
21717946_21717941_0,57.5359992980957
21717953_21704339_0,61.72600173950195
21717954_21717953_0,62.650001525878906
21717954_21704340_0,59.92599868774414
21717956_21704340_0,59.64599990844727
21717956_21717954_0,62.0099983215332
21718264_21704337_0,60.85499954223633
21718288_2490241911_0,59.31800079345703
21718288_21717931_0,58.72299957275391
21718288_143403_0,70.84200286865234
21718291_21717946_0,62.48500061035156
21718291_8148996574_0,62.99599838256836
21718297_21718291_0,61.40299987792969
21718297_21717942_0,54.1619987487793
21729400_21704348_0,60.845001220703125
21729400_21717928_0,64.38800048828125
21729405_21717956_0,61.08599853515625
21789166_1148982723_0,67.2959976196289
21850766_21852320_0,58.29999923706055
21851032_21852322_0,57.52299880981445
21852320_9214909_0,63.32400131225586
21852322_21850766_0,58.516998291015625
21852322_143412_0,58.95100021362305
21852326_143413_0,72.43299865722656
21855792_143412_0,71.08399963378906
21992644_21992645_0,62.41400146484375
21992644_2786991022_0,61.84600067138672
21992645_21992646_0,71.00800323486328
21992646_3727734175_0,59.20199966430664
21992646_269229442_0,69.16999816894531
21992709_1298421634_0,63.275001525878906
21992709_21992798_0,73.0770034790039
21992712_2786991022_0,65.97899627685547
21992712_384959104_0,73.79399871826172
21992798_2786991023_0,66.40499877929688
21992798_2294100851_0,76.51499938964844
21992835_21993015_0,64.06199645996094
21992836_21992835_0,60.04899978637695
21992836_565368324_0,55.27799987792969
21992964_25321357_0,58.95199966430664
21992964_25335974_0,58.65599822998047
21992980_21993013_0,62.18199920654297
21992980_6359515623_0,72.427001953125
21992981_21595834_0,72.77999877929688
21992995_21992996_0,58.84299850463867
21992996_21993015_0,58.58200073242188
21992996_474605986_0,65.38999938964844
21993013_21992980_0,62.18199920654297
21993013_565368324_0,59.823001861572266
21993013_21992995_0,52.82899856567383
21993015_195276_0,67.34100341796875
21993015_271415805_0,63.21099853515625
21993017_21992995_0,64.76699829101562
21993017_21992980_0,72.54199981689453
22145874_26336918_0,78.97200012207031
22145874_34967269_0,84.00299835205078
22145874_26336921_0,77.08699798583984
22146035_22156869_0,74.5199966430664
22156849_26314979_0,68.96900177001953
22156849_6943216125_0,73.43499755859375
22156869_24289158_0,74.15799713134766
22156869_1352581162_0,72.88800048828125
22158975_9249817_0,74.3740005493164
22158975_6943216130_0,74.3740005493164
22209228_22218349_0,71.63999938964844
22216548_23669387_0,68.91999816894531
22216548_22209228_0,71.95099639892578
22218349_22218377_0,73.447998046875
22218349_33183165_0,62.16400146484375
22218377_22218444_0,71.052001953125
22218444_25722223_0,63.00699996948242
22218444_22218474_0,71.57499694824219
22218474_22218513_0,71.78399658203125
22218513_22218540_0,72.33599853515625
22218540_25722224_0,69.31900024414062
22218540_22470837_0,73.23699951171875
22470837_22470880_0,69.03700256347656
22470880_22470962_0,70.24500274658203
22470880_23666882_0,64.08100128173828
22470962_4528925726_0,73.7239990234375
22470962_23666834_0,64.16300201416016
23666815_23667222_0,63.4119987487793
23666815_23666905_0,59.26800155639648
23666834_23666815_0,61.43999862670898
23666834_23666882_0,63.52099990844727
23666882_23666905_0,60.900001525878906
23666882_22470880_0,64.08100128173828
23666882_23666931_0,63.98899841308594
23666905_23666923_0,59.93299865722656
23666905_23666882_0,60.900001525878906
23666923_33183236_0,60.37099838256836
23666923_23666931_0,62.698001861572266
23666931_23666981_0,62.979000091552734
23666931_22470837_0,50.48799896240234
23666981_33183236_0,60.5880012512207
23666981_23667013_0,63.02299880981445
23667013_33250399_0,59.13600158691406
23667013_11071527613_0,60.35900115966797
23667013_23667053_0,62.152000427246094
23667053_23667059_0,60.47499847412109
23667053_33183161_0,62.62799835205078
23667059_23667053_0,60.47499847412109
23667059_23667112_0,58.375
23667059_33250396_0,60.03499984741211
23667112_23667339_0,60.24800109863281
23667198_23667059_0,60.31800079345703
23667198_23667112_0,60.00400161743164
23667222_23843291_0,63.448001861572266
23667222_25722226_0,64.75199890136719
23667285_23666923_0,59.95399856567383
23667285_23667222_0,60.61000061035156
23667335_24485668_0,53.04800033569336
23667335_23667198_0,58.9739990234375
23667335_25722225_0,60.09600067138672
23667339_23667335_0,59.77000045776367
23669146_23758496_0,65.23300170898438
23669320_23669146_0,60.12699890136719
23669320_35516374_0,63.59199905395508
23669387_23669474_0,68.66300201416016
23669387_23669320_0,62.266998291015625
23669474_23669146_0,46.70800018310547
23669474_838347919_0,69.0260009765625
23758496_35516374_0,67.58699798583984
23842995_24809664_0,50.5009994506836
23843288_23667285_0,61.64500045776367
23843288_24485668_0,60.89599990844727
23843291_25149521_0,64.9229965209961
23843291_23843288_0,60.68600082397461
23843291_23667222_0,63.448001861572266
24009837_8496944255_0,71.63200378417969
24009837_195251_0,73.49099731445312
24009841_25337460_0,69.42400360107422
24009841_24009837_0,72.56999969482422
24289061_33116036_0,72.59500122070312
24289061_8593279_0,72.83599853515625
24289066_8592437_0,71.14199829101562
24289066_6943172533_0,70.78199768066406
24289146_6943172520_0,72.04199981689453
24289146_6943172513_0,70.61699676513672
24289158_22158975_0,73.0999984741211
24289158_1352581162_0,73.0999984741211
24484855_838347915_0,61.14699935913086
24484855_22209228_0,65.25299835205078
24484923_24484855_0,66.16799926757812
24484925_24484932_0,60.52099990844727
24484925_24484923_0,66.55699920654297
24484928_33250398_0,47.59299850463867
24484928_25722218_0,60.80400085449219
24484932_24484928_0,60.13999938964844
24484937_23667339_0,59.23400115966797
24484937_24484932_0,58.31700134277344
24484941_24484925_0,64.37200164794922
24485668_24485956_0,59.948001861572266
24485668_24485740_0,60.53900146484375
24485668_23667335_0,53.04800033569336
24485740_24485746_0,63.64799880981445
24485740_24485754_0,63.66600036621094
24485746_23843288_0,63.30400085449219
24485746_25149521_0,62.68600082397461
24485749_3101723978_0,76.58999633789062
24485749_24485746_0,65.42900085449219
24485754_3101723983_0,78.62799835205078
24485759_24485754_0,77.64800262451172
24485763_5706947070_0,62.358001708984375
24485763_24485740_0,61.34999847412109
24485888_958117915_0,65.90899658203125
24485888_24485922_0,64.23200225830078
24485922_24485956_0,60.07899856567383
24485922_24485763_0,62.84700012207031
24485956_24809643_0,58.4010009765625
24485956_24484937_0,59.97200012207031
24644347_1384310580_0,58.87799835205078
24644347_24644383_0,63.542999267578125
24644383_24644347_0,63.542999267578125
24809643_24484941_0,65.50700378417969
24809643_24809664_0,59.85599899291992
24809664_24809679_0,61.297000885009766
24809664_838347881_0,59.12900161743164
24809664_23842995_0,50.5009994506836
24809679_1037257437_0,63.233001708984375
24809679_918297329_0,61.62799835205078
24809679_1037257439_0,62.220001220703125
24809692_24809643_0,64.54000091552734
24809692_1037257439_0,63.01300048828125
24809692_24485922_0,63.36100006103516
25115153_11428571608_0,69.00299835205078
25115178_33122297_0,60.68899917602539
25115178_25115153_0,62.97299957275391
25115182_262860754_0,69.88600158691406
25149511_775581408_0,66.68000030517578
25149511_775581409_0,66.15499877929688
25149511_25149523_0,59.6510009765625
25149512_33256991_0,77.83399963378906
25149513_25149514_0,64.80699920654297
25149513_25149512_0,77.22100067138672
25149514_25149511_0,65.29900360107422
25149521_25149522_0,67.72799682617188
25149521_25149514_0,63.64699935913086
25149522_25149513_0,78.09200286865234
25149523_23843291_0,64.66799926757812
25152444_26576955_0,73.45899963378906
25152584_25152613_0,71.2239990234375
25152613_13473072243_0,73.08499908447266
25152615_25152618_0,70.14800262451172
25152616_3824873194_0,62.2760009765625
25152618_3824873200_0,70.12100219726562
25152618_25152621_0,73.125
25152621_25152845_0,73.35399627685547
25152679_18697397_0,59.80500030517578
25152679_2600858761_0,58.41600036621094
25152680_25152679_0,60.05400085449219
25152845_195244_0,74.12300109863281
25152849_25152928_0,58.667999267578125
25152928_1035871834_0,63.255001068115234
25152928_25495293_0,64.8479995727539
25153048_18697420_0,60.14899826049805
25153048_796918086_0,61.42100143432617
25153067_18697385_0,63.95600128173828
25153067_1035871834_0,61.87799835205078
25153069_25153101_0,63.38899993896485
25153069_1035871899_0,59.8849983215332
25153070_25153069_0,59.06900024414063
25153070_195239_0,63.59299850463867
25153071_25153070_0,59.52199935913086
25153071_25153072_0,60.21799850463867
25153072_25153094_0,57.02999877929688
25153072_25153075_0,59.5890007019043
25153074_11509487125_0,62.04399871826172
25153074_26059198_0,65.0199966430664
25153075_25153103_0,59.70100021362305
25153076_25153048_0,60.119998931884766
25153076_25153069_0,59.632999420166016
25153076_25153067_0,57.89300155639648
25153094_25153076_0,59.66299819946289
25153094_25153070_0,59.887001037597656
25153100_581678_0,72.74400329589844
25153100_25153071_0,64.00700378417969
25153101_195239_0,73.65299987792969
