fid,street_id,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m
8888,T00029N,1,8,1,1,1,17,5,1
8889,T02895D,1,1,24,1,1,3,122,1
8890,T20202S,7,1,1,6,7,1,9,8
8891,T07502T,1,1,11,1,1,3,46,1
8892,T09553M,9,1,29,6,9,4,117,8
8893,T11729R,1,1,1,1,1,1,1,1
8894,T14495E,3,1,1,1,4,2,1,1
8895,T19556U,1,7,1,1,1,26,1,1
8896,T16532A,1,8,1,1,2,34,1,1
8897,T12755X,1,1,1,1,2,1,1,5
8898,T06328T,1,4,1,1,1,9,6,1
8899,T00573G,1,22,1,1,4,45,21,2
8900,T16589R,1,4,27,1,1,44,37,1
8901,T00073R,1,12,1,2,1,34,5,2
8902,T12397V,8,2,25,1,15,4,71,2
8903,T00800Y,1,6,1,1,8,20,1,1
8904,T17509F,1,11,1,1,1,13,1,1
8905,T02683T,5,4,22,1,5,9,39,1
8906,T10252X,2,1,1,1,4,6,1,1
8907,T21187O,12,6,16,7,18,16,42,8
8908,T10848T,1,2,1,1,1,6,1,4
8909,T05529W,1,1,2,1,1,1,5,4
8910,T00702X,1,1,41,1,1,22,41,1
8911,T01329A,1,17,1,1,1,44,18,1
8912,T10458J,3,5,1,2,7,8,1,3
8913,T20507G,1,1,1,1,4,3,1,1
8914,T19862B,1,1,1,1,7,3,1,1
8915,T12963D,1,1,1,1,1,1,1,2
8916,T03677Z,1,3,1,2,1,16,1,2
8917,T12412D,1,1,54,1,7,1,72,1
8918,T07997C,1,6,24,1,1,11,24,2
8919,T12771X,4,2,1,1,4,3,1,3
8920,T11014P,1,1,1,1,1,1,1,1
8921,T10927R,2,3,1,3,6,4,1,3
8922,T08245Z,4,4,15,1,5,14,27,2
8923,T18788E,2,1,1,1,2,1,1,1
8924,T00929O,1,6,1,1,7,26,1,1
8925,RD0041O,1,1,26,1,1,1,72,1
8926,T14862H,1,20,1,1,1,62,1,1
8927,T14315L,1,1,1,1,1,3,7,1
8928,T10999H,1,1,1,1,1,1,6,1
8929,T20156D,2,1,1,1,4,2,1,4
8930,T07773O,1,7,1,1,1,34,14,1
8931,T10977B,1,1,1,1,1,15,1,4
8932,T05879P,1,6,1,1,5,13,3,1
8933,T05042E,3,4,1,1,7,9,1,6
8934,T07143Q,1,7,51,1,1,12,105,1
8935,T18884D,1,1,1,1,1,1,25,2
8936,T21385S,1,1,1,1,1,1,1,1
8937,T03493T,2,6,1,1,12,14,21,2
8938,T09664S,2,1,6,1,6,3,12,1
8939,T11419G,2,1,1,1,8,3,1,2
8940,T18335F,1,1,59,1,3,5,182,2
8941,T08140R,1,10,1,1,1,34,1,1
8942,T00142N,1,9,1,1,1,24,9,2
8943,T19708S,1,3,1,1,1,10,1,3
8944,T08285H,1,1,1,1,1,11,6,2
8945,T05747E,1,2,1,1,3,9,1,1
8946,T05144J,2,3,1,2,5,7,1,6
8947,RD0006F,1,1,1,3,1,1,1,3
8948,T15567H,4,1,1,1,6,1,1,3
8949,T20033T,1,1,24,1,4,4,82,1
8950,T10907N,1,1,1,1,1,1,1,1
8951,T07800A,1,9,1,1,5,19,5,4
8952,T18913R,7,4,1,10,9,10,1,14
8953,T08708J,1,1,1,1,1,2,1,4
8954,T08216U,8,6,20,1,9,17,28,5
8955,T12382O,1,1,1,1,1,1,1,1
8956,T16381D,4,3,81,2,5,6,231,3
8957,T14324M,1,2,1,1,3,13,1,2
8958,P20380,2,19,1,1,11,37,14,5
8959,T06131I,5,1,1,1,6,1,3,2
8960,RD0121Q,1,1,1,1,7,1,1,1
8961,T13850Z,1,1,1,2,1,1,1,2
8962,T07260U,1,1,1,1,4,10,1,2
8963,T01144T,1,3,1,1,1,14,1,1
8964,T02946X,1,6,57,1,3,13,208,1
8965,T01711C,4,6,33,1,4,15,60,2
8966,T01589S,1,12,1,1,1,40,1,1
8967,T06161O,1,1,1,1,5,2,1,3
8968,T08517E,1,2,1,2,2,5,1,4
8969,T00346X,1,22,1,1,7,41,1,1
8970,T07396J,3,7,119,1,5,23,228,1
8971,T07080S,1,2,1,1,1,3,4,1
8972,T12050X,2,1,1,1,4,3,41,1
8973,T19336K,5,2,20,2,7,8,72,4
8974,T01724H,7,6,1,1,7,17,2,5
8975,T11435G,1,1,1,1,1,1,1,3
8976,T09611F,3,3,9,1,4,8,26,1
8977,T07537E,1,1,1,1,1,1,1,2
8978,T04224E,4,8,1,1,6,23,1,2
8979,VA0016P,2,1,1,2,6,3,1,3
8980,T07056S,1,1,1,1,1,2,6,1
8981,T04817X,1,1,1,1,1,1,1,1
8982,T01732H,3,11,1,2,3,28,1,4
8983,T07905I,1,10,1,1,2,17,1,1
8984,T13393V,7,3,53,1,11,6,188,2
8985,T03132X,1,5,1,1,2,11,1,2
8986,T07763M,2,4,2,1,10,33,24,2
8987,T05442Q,1,1,1,1,4,1,1,2
8988,T10981X,1,1,1,1,1,1,5,1
8989,T08450C,6,6,1,1,10,9,1,3
8990,T08761O,1,3,1,1,2,7,4,1
8991,T19552Q,8,1,8,1,14,3,59,1
8992,T08598V,1,1,1,2,1,1,1,5
8993,T11397R,1,2,1,1,3,8,13,1
8994,T05528V,1,1,20,1,1,1,53,6
8995,T07174X,1,1,1,1,1,1,1,1
8996,T17477O,1,4,3,1,1,6,39,1
8997,T14084P,1,1,11,1,5,5,18,3
8998,T18846X,1,1,1,1,1,3,1,2
8999,T12072D,3,2,1,1,5,3,40,4
9000,T06968T,1,1,1,2,1,1,1,6
9001,T19388W,10,1,1,4,12,2,1,5
9002,T11172C,1,2,1,5,1,7,1,6
9003,T03097L,3,7,1,1,5,19,1,2
9004,T04624Q,3,1,1,1,3,2,1,2
9005,T06090Q,1,1,40,2,1,2,87,2
9006,LRD0018,14,4,52,6,17,7,57,8
9007,T10504Y,4,3,2,1,7,7,2,1
9008,T05673D,1,1,4,1,1,1,12,1
9009,T14792K,1,1,1,1,1,1,6,1
9010,T10427C,1,11,1,1,2,18,1,1
9011,T14411K,1,1,1,1,1,1,1,1
9012,T09034U,2,4,20,3,8,9,110,11
9013,T02290G,5,6,18,1,5,10,53,1
9014,T04218G,2,4,1,1,9,7,1,1
9015,T00769Q,1,4,1,1,5,14,1,1
9016,T07254W,6,5,1,1,10,13,1,1
9017,T02462I,4,5,1,3,7,14,25,3
9018,T08644K,1,1,1,1,1,1,1,1
9019,T20980B,7,1,36,1,12,10,157,7
9020,T06755I,7,1,1,3,11,3,1,3
9021,T10808L,1,2,13,1,3,6,20,3
9022,T00084U,1,12,1,1,1,26,4,2
9023,T11124U,1,1,1,2,1,3,2,4
9024,T17926S,1,1,1,2,2,1,1,3
9025,T07777S,1,14,1,1,1,42,1,1
9026,T19663W,1,2,1,1,6,12,1,2
9027,T13824X,1,1,1,1,1,1,1,3
9028,T02514D,3,10,147,1,5,23,304,2
9029,T09792Z,1,1,17,1,1,1,24,1
9030,T04595C,1,1,1,1,1,1,1,2
9031,T08802G,1,1,18,1,2,3,66,2
9032,T15674J,2,7,1,1,2,29,3,2
9033,T10763P,1,1,1,1,1,1,3,2
9034,T12895I,1,1,1,1,1,1,1,1
9035,T13316I,1,7,1,1,1,23,2,1
9036,T03441H,1,3,1,1,5,9,1,1
9037,T13075K,5,1,85,2,9,2,189,2
9038,T16904I,1,1,1,1,1,1,1,1
9039,T15798U,8,1,16,1,13,1,40,1
9040,T04523M,3,2,1,1,5,2,1,2
9041,T19264L,1,1,1,1,1,10,2,1
9042,T06959S,1,1,1,2,1,1,1,4
9043,T01955U,8,11,1,2,11,21,1,5
9044,T13842Z,1,1,1,1,1,1,1,1
9045,T18769B,1,9,1,1,1,35,2,1
9046,T11164C,6,1,1,2,8,3,1,3
9047,T04470Q,1,1,1,1,5,7,1,1
9048,T05959O,1,1,52,1,1,4,130,1
9049,T02539M,4,12,1,1,5,22,1,3
9050,T03233B,1,5,1,1,2,16,1,14
9051,T17408B,1,1,1,4,1,1,1,5
9052,T09104R,4,3,84,2,4,4,158,2
9053,T13691C,1,1,10,1,3,6,41,1
9054,T21100R,1,11,40,1,1,26,83,1
9055,T03006S,3,2,53,1,6,7,174,2
9056,T03426I,1,1,1,1,1,6,1,1
9057,T10508C,1,1,1,1,2,3,1,1
9058,T16897A,8,1,1,1,8,1,7,3
9059,T12899M,1,1,1,2,1,1,1,3
9060,T07265Z,1,1,1,1,7,13,1,2
9061,T07718H,1,7,1,1,1,27,4,1
9062,T06350R,1,2,2,1,1,3,2,1
9063,T01197G,1,2,6,1,3,11,41,1
9064,T18150Y,3,4,68,2,4,6,134,4
9065,T19821S,4,1,75,1,10,2,130,3
9066,T17993D,1,1,1,1,1,1,1,6
9067,T00853L,2,9,1,1,4,33,1,3
9068,T07182X,1,1,1,1,1,1,1,1
9069,T05449X,1,1,4,2,1,5,12,4
9070,T07145S,1,1,1,1,4,7,18,1
9071,T14620R,1,1,1,1,7,1,1,3
9072,T17116S,1,3,95,1,2,6,146,1
9073,T07185A,1,1,1,1,1,1,1,1
9074,T18578W,2,9,1,1,4,26,1,1
9075,T08387M,2,3,1,1,2,8,1,1
9076,T01526D,1,4,5,1,4,22,5,5
9077,T01017N,1,23,1,1,2,42,3,5
9078,T07667N,1,1,10,1,1,2,15,1
9079,T04844A,1,1,1,2,1,3,1,2
9080,T12692Z,1,3,1,1,1,5,1,1
9081,T05913A,1,3,1,1,1,7,1,1
9082,T08304T,1,4,8,1,1,9,12,2
9083,T01369I,1,17,1,1,1,30,1,1
9084,T12510E,3,2,2,1,4,5,16,1
9085,T07250S,1,10,1,1,1,16,1,1
9086,T09568T,1,4,23,1,1,11,76,1
9087,T02711G,2,8,1,2,3,13,19,4
9088,T04784F,1,3,1,1,6,11,2,2
9089,T09247F,3,1,1,1,4,4,1,2
9090,T10963V,1,13,1,1,3,17,1,3
9091,T08821J,1,1,47,1,1,5,133,1
9092,T20851T,1,5,1,1,7,21,1,10
9093,T15573F,1,4,82,1,1,5,239,1
9094,T11128Y,6,3,3,1,6,8,6,2
9095,T01676Q,7,8,4,3,7,13,12,5
9096,T07849R,1,2,1,1,2,5,1,1
9097,T09047Z,1,11,1,1,3,24,42,2
9098,T19236H,3,1,1,1,3,6,2,2
9099,T17649Q,1,2,1,2,1,4,1,3
9100,T02345E,7,24,4,6,9,54,31,16
9101,T11588W,3,1,2,1,5,6,50,2
9102,T02467N,6,5,37,4,6,10,96,5
9103,T20724N,2,1,19,1,4,1,46,1
9104,T20893D,2,1,1,1,2,1,18,1
9105,T07631B,1,3,1,1,1,4,1,1
9106,T00654G,1,7,1,1,7,19,54,2
9107,T20768Z,1,1,1,1,1,1,1,2
9108,T13811S,1,2,1,3,1,2,1,6
9109,T13416L,6,1,122,1,9,1,371,2
9110,T16755N,1,1,1,1,1,1,1,1
9111,T03650O,2,20,7,1,12,43,30,1
9112,T01721E,11,3,15,1,11,6,28,2
9113,T06111E,1,1,1,1,9,1,1,1
9114,T10840L,1,2,1,2,5,3,1,7
9115,T09060W,1,7,12,1,5,16,102,2
9116,P70270,1,4,1,1,5,11,37,3
9117,T09400W,3,1,1,1,3,4,10,1
9118,T17112O,3,2,1,2,6,3,1,3
9119,T21563S,5,1,4,1,8,1,12,4
9120,T19452N,3,1,1,2,5,2,1,3
9121,T12921T,5,1,1,2,7,1,1,9
9122,T01580J,1,9,1,1,1,41,1,1
9123,T10179F,6,1,41,1,7,2,125,4
9124,T01030K,1,4,2,1,1,17,11,1
9125,T00436Y,1,14,2,1,1,53,2,1
9126,T10665O,1,1,1,1,1,4,1,1
9127,T02835R,1,1,15,1,5,7,84,2
9128,T09333C,4,2,9,3,4,4,25,4
9129,T02501Y,4,10,42,1,4,31,119,1
9130,T09185I,6,10,113,1,6,19,268,3
9131,T17400T,1,1,1,1,1,1,2,1
9132,T18452J,1,1,1,1,1,1,24,3
9133,T07919O,1,2,1,1,2,4,1,1
9134,T05570X,2,2,86,2,2,5,171,5
9135,T10092Z,1,1,1,1,1,1,1,1
9136,T11547N,1,1,1,1,1,1,1,1
9137,T03308D,1,2,1,1,4,12,23,5
9138,T05156N,3,2,1,3,7,8,1,8
9139,T07348B,3,3,1,1,3,5,1,1
9140,T13175N,1,1,49,1,1,2,72,1
9141,T08060S,6,6,5,1,7,11,5,3
9142,T19030V,1,1,1,1,1,1,1,3
9143,T15008H,1,1,1,1,1,1,1,1
9144,T18081C,1,1,1,2,1,1,1,3
9145,T21359Q,2,1,114,1,2,4,249,2
9146,T16129T,2,8,1,1,3,10,10,2
9147,T09885D,1,2,8,1,4,4,81,3
9148,T05093P,1,4,1,2,1,12,1,3
9149,T18351F,1,1,2,1,1,2,2,1
9150,T18367N,1,1,1,1,1,6,1,2
9151,T00646G,1,13,1,1,1,40,1,1
9152,T05752B,6,2,59,1,6,3,189,1
9153,T03136B,1,1,1,1,1,7,9,1
9154,T05369Y,1,2,1,1,1,4,1,3
9155,T08399Q,11,4,1,1,15,8,1,1
9156,T08763Q,3,9,1,2,6,20,11,3
9157,T10833M,1,1,1,2,1,4,1,2
9158,T18652P,3,9,1,2,3,18,1,3
9159,T04611L,3,1,1,3,3,2,1,3
9160,T00582H,1,10,1,1,4,35,6,1
9161,T03109Y,1,1,1,1,4,13,1,1
9162,T10026P,1,1,7,1,5,9,33,1
9163,T20010M,1,1,1,1,7,2,9,1
9164,T13626T,1,4,1,1,1,4,1,2
9165,T06175U,5,1,33,1,8,4,50,2
9166,T13335L,11,1,1,2,13,1,1,5
9167,T08791U,1,1,61,1,1,1,134,1
9168,T03185K,1,1,1,1,1,18,1,1
9169,T00031H,3,9,1,1,10,26,5,1
9170,T09296O,1,4,1,2,7,8,7,4
9171,T14196W,3,1,1,1,4,1,2,1
9172,T08208U,1,4,1,1,3,17,1,1
9173,T16055S,3,10,1,2,3,18,1,5
9174,T05961I,1,1,4,1,1,1,22,1
9175,T06055N,2,6,1,1,7,11,1,1
9176,T03592V,1,2,1,1,1,7,1,5
9177,T12361J,4,1,1,1,7,1,12,3
9178,T11191F,1,2,1,5,1,7,1,6
9179,T11853U,1,1,1,1,1,1,2,3
9180,T01812G,4,10,3,1,6,18,5,4
9181,T09403Z,5,1,36,1,6,2,75,2
9182,T09564P,1,1,36,1,1,6,110,1
9183,T17629M,1,1,1,1,2,2,1,1
9184,T02971Y,4,1,40,1,4,3,145,1
9185,T10368I,5,13,86,2,8,32,148,2
9186,T09748V,1,1,4,2,1,1,8,2
9187,T13349R,7,1,1,2,7,1,1,3
9188,T21069J,1,1,41,1,1,4,99,1
9189,T19095M,1,1,1,2,1,3,1,2
9190,T10187F,6,1,77,1,11,1,168,5
9191,T19467U,2,1,6,1,8,3,21,1
9192,T09678Y,1,1,40,1,5,1,109,1
9193,T07528D,1,1,1,1,1,1,1,3
9194,T08872U,1,2,1,1,6,7,1,1
9195,T21221Z,1,12,1,1,1,25,1,2
9196,T03098M,2,5,1,1,5,17,1,3
9197,T18826T,5,13,1,1,11,30,14,2
9198,T19109B,7,4,1,1,9,11,1,5
9199,T18077G,1,1,1,1,1,1,1,3
9200,T06692K,1,1,1,1,1,1,1,3
9201,T15800X,9,1,1,1,9,1,1,1
9202,T00425V,2,6,1,1,4,32,2,1
9203,T02674S,2,5,1,1,4,13,1,1
9204,T16246X,1,1,1,1,1,1,1,2
9205,T19735V,1,7,79,1,1,14,143,1
9206,T07477J,2,4,1,2,5,11,1,6
9207,T21098O,1,2,33,1,4,8,131,1
9208,T11378O,1,2,1,1,1,15,13,1
9209,T15454Z,1,1,1,1,1,1,1,2
9210,T07487L,1,4,1,1,1,15,1,1
9211,T18822P,1,1,1,3,1,1,1,3
9212,T02556N,5,14,1,1,8,30,1,3
9213,T20176H,1,4,1,1,2,7,17,2
9214,T02052U,5,10,29,1,6,18,58,1
9215,T00011D,1,5,1,2,1,20,1,2
9216,T21518N,1,1,1,1,1,3,1,1
9217,NS0010J,1,1,1,1,16,1,1,12
9218,T15493G,4,22,26,2,18,58,47,5
9219,RL0053A,2,1,1,1,6,3,24,1
9220,T13955H,1,1,1,1,1,8,1,2
9221,T01347C,1,4,1,1,3,19,1,3
9222,T03372L,1,1,1,1,1,12,1,5
9223,T08192D,1,14,1,1,1,34,1,1
9224,T04891H,1,3,1,1,3,6,1,2
9225,T06715A,1,4,1,1,1,5,1,1
9226,T12738W,6,1,1,2,6,2,1,7
9227,T08295J,1,1,1,1,2,7,1,1
9228,T05003X,1,2,7,1,1,8,18,2
9229,T03933W,1,1,9,1,1,1,20,1
9230,T10045S,5,1,38,2,8,2,90,3
9231,T03125Y,6,4,22,4,13,22,64,7
9232,T13267Q,3,1,18,1,13,1,18,3
9233,T19811Q,6,1,1,2,8,2,1,2
9234,T10527F,3,1,2,1,5,3,4,1
9235,T19865E,1,4,1,1,1,29,4,1
9236,T19352K,3,6,15,4,4,9,15,6
9237,T09086G,5,12,1,1,6,17,1,2
9238,LRD0039,1,1,1,1,1,1,71,1
9239,T18839Y,2,5,25,5,7,15,94,6
9240,T06936L,1,1,1,1,1,2,1,7
9241,T10040N,1,1,1,1,1,1,10,1
9242,T10898D,6,1,1,1,9,1,1,3
9243,T06647F,1,1,1,1,1,2,1,1
9244,T07512V,1,1,1,2,1,1,1,3
9245,T11956A,1,1,1,1,3,1,15,1
9246,T09948B,4,4,64,1,5,7,109,1
9247,T15419W,1,1,1,1,1,1,1,1
9248,T20889H,1,1,1,1,1,1,1,1
9249,T14223I,1,5,1,1,1,26,1,1
9250,T03641N,1,1,5,1,1,1,7,1
9251,T11442F,4,5,1,5,11,10,1,8
9252,T10980W,1,1,1,1,1,1,1,1
9253,T04451N,5,1,1,1,6,3,1,1
9254,T09819T,1,1,1,2,6,1,1,2
9255,T01502V,1,5,18,1,1,15,33,1
9256,T15514U,1,1,1,1,1,1,1,1
9257,T18212V,9,2,1,1,13,7,1,1
9258,T16074V,1,4,21,1,1,12,29,1
9259,T13779J,1,1,1,2,1,1,1,5
9260,T20775Y,3,1,1,1,5,7,1,3
9261,T19976K,1,1,1,1,5,1,1,3
9262,T18854X,1,1,1,2,1,2,1,2
9263,T17534G,4,3,1,1,9,6,1,1
9264,T12587Z,1,1,1,1,1,1,1,1
9265,T03047B,1,1,23,1,1,4,24,4
9266,T17935T,1,11,1,1,1,30,1,1
9267,T07061P,5,2,1,10,7,3,11,11
9268,T19341H,8,3,8,3,11,8,20,4
9269,T20797E,1,1,1,1,1,3,1,1
9270,T04795I,1,4,1,5,1,9,7,7
9271,T18176I,7,1,1,1,7,1,1,1
9272,T18393P,1,1,1,1,10,3,1,1
9273,P20640,1,13,5,1,1,22,13,1
9274,T07818K,1,6,31,2,4,15,58,6
9275,T02340Z,4,17,1,3,5,51,2,7
9276,T08655N,6,3,20,1,9,7,24,3
9277,T01853P,3,10,7,1,5,15,23,2
9278,T08169E,1,8,5,2,3,21,82,4
9279,T13188S,4,1,50,2,5,2,123,2
9280,T01350X,1,5,1,1,3,18,1,3
9281,T07932L,1,5,1,1,1,24,2,2
9282,T03183I,3,3,1,1,5,7,1,1
9283,T15234P,1,2,1,1,1,7,7,1
9284,T03435J,1,1,1,1,4,6,1,1
9285,T10451C,1,7,1,1,3,15,1,1
9286,T04296U,9,3,24,2,15,5,43,3
9287,T16431W,3,8,58,1,5,21,147,1
9288,T04861B,1,2,8,2,1,5,8,8
9289,T21468U,4,2,1,1,11,11,1,6
9290,T11136Y,3,1,1,1,3,2,1,2
9291,T06051J,3,3,1,1,6,6,1,2
9292,T01263Z,1,7,1,1,1,13,2,1
9293,T17833O,4,7,1,2,8,24,1,2
9294,T05035F,1,2,1,1,1,2,7,3
9295,T09904P,1,1,3,1,1,1,6,1
9296,T14131F,1,2,15,2,1,3,39,2
9297,T00024I,1,9,1,1,1,22,5,1
9298,T16354A,4,1,1,1,4,1,1,2
9299,T19021U,1,2,6,1,4,4,25,1
9300,T03459R,1,4,1,1,7,7,48,1
9301,T07446C,1,1,1,1,4,7,1,1
9302,T14776K,1,1,17,1,1,1,32,1
9303,T20542J,1,1,1,1,1,4,1,1
9304,T18776A,1,10,9,1,1,28,9,1
9305,T03803N,1,1,1,1,1,4,1,1
9306,T19474T,2,1,1,1,7,1,25,1
9307,T00653F,5,5,63,1,14,20,167,2
9308,T16171V,1,3,1,1,3,8,1,4
9309,T04763A,3,5,1,2,10,10,1,2
9310,T09835T,2,1,1,2,3,2,1,2
9311,T09304X,4,4,2,1,7,8,7,1
9312,T03514H,12,6,23,5,13,20,79,6
9313,T02107S,8,15,1,2,8,27,1,3
9314,T17888D,8,2,8,1,18,11,13,4
9315,T19653U,1,2,1,3,3,2,1,5
9316,T09124V,6,2,1,1,7,7,17,1
9317,P81771,3,3,1,1,4,6,6,1
9318,T12385R,1,1,1,1,1,1,1,1
9319,T14277W,3,1,77,2,6,4,175,2
9320,T12362K,1,1,1,1,7,1,12,1
9321,T11955Z,1,1,1,1,3,1,15,1
9322,T20759Y,1,1,1,1,1,1,1,1
9323,T09054Y,2,9,1,1,5,17,1,2
9324,T10319Z,2,3,1,1,8,4,1,1
9325,T03614K,1,1,9,1,1,1,20,3
9326,T05382V,1,1,1,1,5,1,1,1
9327,LRD0032,1,1,5,2,1,3,25,3
9328,T12984I,1,1,1,1,1,1,6,3
9329,T05057L,3,3,2,1,10,7,5,3
9330,T08999I,1,1,1,1,1,9,1,1
9331,T12002P,6,1,1,3,6,2,1,4
9332,T17863U,1,1,11,1,5,6,25,1
9333,T21500D,3,3,1,1,4,8,23,1
9334,T09245D,2,1,1,1,5,1,23,1
9335,T20713K,1,1,1,1,1,2,18,1
9336,T09209Z,4,4,35,2,6,13,60,3
9337,T15619C,1,5,1,1,1,21,4,2
9338,T10957X,2,1,1,1,7,15,1,2
9339,T10788Y,4,1,2,1,6,3,16,4
9340,T02960V,1,10,47,1,5,20,140,5
9341,T11667U,1,1,1,1,1,1,1,2
9342,T01418A,1,8,1,1,1,38,1,1
9343,T16382E,6,4,91,2,8,7,254,3
9344,T10946U,1,1,1,1,1,3,1,2
9345,T06276Y,1,1,1,1,1,3,1,1
9346,T11060V,4,9,1,1,10,13,1,2
9347,T02769Y,1,1,1,1,2,9,1,1
9348,T10596S,5,1,1,1,8,2,1,3
9349,T15536A,11,1,63,3,14,7,147,6
9350,T19719V,14,1,9,2,21,3,72,4
9351,T10374G,1,3,3,1,2,12,41,1
9352,T14270P,4,2,64,1,9,8,161,1
9353,T20108V,1,1,1,1,1,1,1,2
9354,T11785Z,1,1,1,1,1,1,1,4
9355,T20300T,2,1,1,3,4,2,1,4
9356,T15300I,4,15,1,1,8,24,1,2
9357,T19122Y,6,1,1,3,9,1,1,3
9358,T01700Z,6,1,36,1,8,2,48,1
9359,T06814C,1,3,1,2,1,4,1,2
9360,T19879K,6,1,1,2,8,1,25,9
9361,T10287I,4,1,4,1,6,1,5,1
9362,T09053X,5,10,1,1,7,17,1,3
9363,T04340H,4,5,1,1,5,11,4,1
9364,T04534P,1,1,1,1,4,6,1,1
9365,T13341J,3,1,1,1,3,1,1,2
9366,T21486W,2,1,9,1,3,1,10,2
9367,T14767J,1,1,1,1,1,1,1,1
9368,T13663Y,1,1,1,1,1,1,1,2
9369,T17835Q,8,2,1,2,8,11,24,2
9370,T17491M,1,1,1,1,1,1,20,1
9371,T05707W,6,2,1,2,10,7,3,5
9372,T16113L,2,8,6,1,4,16,16,1
9373,T07293D,1,4,1,1,9,11,1,1
9374,T07533A,1,1,1,1,1,1,1,2
9375,T11678X,1,1,1,1,1,1,1,1
9376,T19545R,4,8,42,1,9,14,154,3
9377,T03586X,1,5,4,1,1,14,5,3
9378,T04441L,1,2,1,1,1,4,1,1
9379,T04585A,1,1,1,3,2,1,1,5
9380,T18098L,1,1,41,1,1,2,141,1
9381,T08926R,1,1,1,1,1,3,1,1
9382,T05560V,1,1,13,2,1,2,42,4
9383,T21232C,1,6,1,1,1,21,1,1
9384,T11989J,1,1,1,1,2,1,1,1
9385,T07968X,1,10,1,2,1,29,1,2
9386,T03338J,5,5,1,2,5,9,1,4
9387,T20799G,1,1,1,1,1,1,1,1
9388,T19073G,1,1,1,1,1,6,6,2
9389,T02119W,6,9,9,1,9,14,12,1
9390,T00305O,2,9,1,1,4,28,1,2
9391,T03665V,1,6,1,1,1,17,1,1
9392,T06340P,2,4,6,3,3,15,16,7
9393,T21160D,2,2,1,1,3,2,1,2
9394,T08596T,1,1,1,2,1,1,1,4
9395,T18791Z,1,1,1,2,1,1,1,2
9396,T14739F,1,1,1,2,1,4,1,2
9397,T02060U,8,15,111,2,9,28,185,3
9398,T00317S,1,21,1,1,6,56,1,2
9399,T01216S,8,6,3,3,9,18,5,4
9400,T09154B,8,13,84,1,8,30,166,4
9401,T18117X,1,1,1,1,1,1,1,2
9402,T01950P,4,8,1,1,5,18,1,2
9403,T09962Z,6,1,25,2,9,1,71,2
9404,T17718M,1,1,1,1,7,2,1,1
9405,T02898G,1,1,105,1,1,2,192,1
9406,T07424W,2,2,1,1,3,6,1,1
9407,T16791R,1,1,1,1,1,6,1,2
9408,T18087I,4,1,12,3,7,3,16,4
9409,T05641V,1,1,1,1,1,1,1,1
9410,LRD0020,3,1,1,2,4,1,3,5
9411,T20662Q,1,2,1,1,1,7,1,1
9412,T03290K,1,6,33,2,7,14,77,2
9413,T18054Z,1,1,1,2,1,1,1,3
9414,T12885G,1,1,1,2,1,1,1,2
9415,T17125T,1,9,6,1,4,15,72,3
9416,T05793K,4,3,1,1,7,5,1,3
9417,T04231D,4,6,1,1,6,24,13,1
9418,T00781M,1,8,2,1,1,15,17,1
9419,T04677D,1,1,1,1,1,2,1,3
9420,T12082F,1,1,13,1,1,1,81,1
9421,T21482S,1,5,7,2,1,13,26,2
9422,T09612G,1,3,12,1,4,6,59,1
9423,T11037W,5,1,1,2,10,1,2,3
9424,T09584T,2,3,10,1,2,4,67,1
9425,T20749W,9,10,125,10,10,34,205,17
9426,T10551F,2,1,1,1,2,4,1,1
9427,T20856Y,3,11,58,3,16,17,141,9
9428,NS0024X,1,1,1,1,1,1,1,1
9429,T05282S,1,1,1,1,2,2,1,1
9430,T17877A,6,6,4,1,7,10,13,4
9431,T10277G,4,1,4,2,4,1,4,2
9432,T19430H,4,2,7,2,5,5,23,4
9433,T09854W,2,2,1,2,2,2,8,2
9434,T10191B,5,6,128,1,10,12,270,4
9435,T09531G,4,1,1,1,8,6,18,1
9436,T01476K,1,10,1,1,1,40,2,1
9437,T11169H,7,1,1,2,9,5,1,4
9438,T08842O,2,1,59,1,4,1,178,3
9439,T21442K,6,1,42,3,11,13,117,9
9440,RL0045S,2,1,1,1,6,1,1,1
9441,T08697X,1,1,1,1,1,1,1,3
9442,T04207D,2,6,1,1,6,14,3,2
9443,T12139F,4,1,1,1,14,2,23,1
9444,T15743F,1,8,1,1,1,22,1,1
9445,T10390G,2,2,18,1,4,10,35,1
9446,T18013Q,3,2,1,3,17,4,1,5
9447,T08533E,1,2,1,1,1,8,1,3
9448,T15834H,1,1,1,4,1,1,1,8
9449,T20569U,2,4,12,1,7,5,59,4
9450,T04628U,1,1,1,1,1,1,1,4
9451,T08755Q,1,1,1,1,1,1,1,3
9452,T16661I,1,1,1,1,5,3,9,3
9453,T15066R,1,1,1,3,1,1,1,3
9454,T00616A,1,18,1,1,1,39,1,1
9455,T16812F,1,1,1,1,1,1,1,1
9456,T13783F,1,1,1,1,1,1,1,3
9457,T15923H,1,5,63,1,6,10,121,2
9458,T11643M,1,1,1,1,2,1,1,3
9459,T06040G,1,4,1,1,1,7,1,1
9460,T09206W,1,3,1,1,3,11,15,1
9461,T02043T,2,16,78,2,3,23,126,3
9462,T12099O,2,3,48,1,4,6,79,1
9463,T04329M,1,2,1,1,2,2,1,2
9464,T07252U,4,5,1,1,5,12,2,1
