fid,street_id,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m
593,T08544H,1,1,1,1,7,1,1,4
594,T02164B,11,6,86,2,14,25,161,3
595,T13371P,1,1,1,1,4,3,1,2
596,T09754T,1,1,1,1,2,1,9,1
597,T11731L,1,1,1,1,1,1,1,1
598,T06069T,1,3,1,2,8,6,13,2
599,T20995I,1,1,1,1,1,1,1,1
600,T12990G,1,1,1,2,1,2,1,3
601,T10605C,1,1,1,1,3,1,1,1
602,T17751N,1,3,2,1,1,17,10,1
603,T16881S,3,2,23,1,4,8,122,3
604,T03180F,2,3,1,2,4,8,1,4
605,T00225P,1,9,1,1,1,20,1,1
606,T13883I,1,1,1,1,1,1,1,1
607,T16189F,1,1,4,1,3,1,4,2
608,P13230,1,15,1,1,1,40,1,1
609,T15899Y,5,1,1,2,8,1,1,2
610,T11872X,1,1,1,2,1,1,1,6
611,T09756V,1,1,1,1,5,1,1,1
612,T20773W,1,3,3,1,1,5,26,3
613,T00366B,1,5,1,1,6,28,1,2
614,T16714E,1,1,1,1,1,1,1,1
615,RD0126V,9,1,1,1,12,1,1,3
616,T02125U,8,10,6,1,10,18,10,3
617,T21317G,1,1,1,1,1,1,1,1
618,T17434D,1,1,1,3,1,1,1,6
619,T21144D,1,6,1,1,9,11,2,4
620,T03674W,1,7,1,1,3,23,1,1
621,T04221B,3,4,1,1,12,27,4,3
622,T17966A,1,1,1,1,1,2,1,1
623,T14025E,1,1,1,1,1,1,1,1
624,T12179N,1,3,5,1,5,4,6,2
625,T07118P,1,1,1,2,1,2,19,4
626,T01806I,6,18,5,1,7,32,21,1
627,T20144Z,1,1,1,1,7,4,1,1
628,T12033W,1,1,1,1,1,1,8,1
629,T00250Q,1,12,1,1,1,37,1,1
630,T15698R,1,21,1,1,1,44,6,1
631,T12411C,7,1,28,1,9,3,59,1
632,T17261A,1,1,1,1,1,1,1,1
633,T13110W,8,1,4,1,9,1,16,3
634,T08773S,4,6,1,4,5,8,1,5
635,T10824L,1,3,1,1,1,9,1,2
636,T12422F,1,1,9,1,3,2,81,1
637,T01468K,1,12,1,1,1,38,15,1
638,T11015Q,1,1,1,1,1,1,1,1
639,T20476Q,3,2,1,1,5,5,1,4
640,T12646T,1,1,1,1,1,2,1,2
641,T17577R,4,5,21,1,11,14,60,7
642,T05883L,1,6,3,1,5,10,3,2
643,T08812I,1,3,77,1,3,4,226,2
644,T17774U,7,2,54,1,10,13,124,1
645,T15998A,6,4,1,2,6,9,1,3
646,T01215R,1,7,1,1,8,15,2,4
647,T17965Z,1,1,1,1,1,2,1,1
648,T10996E,1,1,1,1,1,1,1,2
649,T07855P,1,8,18,1,1,19,58,3
650,T14073M,3,1,1,1,6,1,1,1
651,T11896F,5,8,46,2,11,19,114,4
652,T09681T,7,1,1,2,7,1,23,4
653,T21137E,8,3,1,1,8,7,12,1
654,T15216N,1,1,1,1,3,2,1,2
655,T03477T,1,1,1,1,1,4,1,1
656,T15920E,1,4,1,1,1,14,1,1
657,T20501A,3,2,1,2,6,4,1,6
658,T06742D,1,1,1,1,2,1,1,1
659,T17745P,5,3,1,1,8,6,15,1
660,T16503V,9,3,43,2,14,7,128,4
661,T08292G,1,1,1,1,6,10,3,5
662,T07721C,2,7,1,1,2,28,1,1
663,T10787X,10,1,6,7,13,5,20,9
664,T02631H,5,6,1,4,5,14,1,5
665,T04363O,3,4,1,2,7,6,2,2
666,T00216O,1,9,1,1,6,18,1,1
667,T06027J,1,1,1,1,1,2,1,1
668,T09221V,1,5,1,1,3,10,5,1
669,T01420U,1,17,1,1,1,29,1,2
670,T19398Y,4,2,1,1,4,3,1,2
671,T13007Y,1,1,1,3,3,2,1,7
672,T07453B,1,2,1,1,1,8,1,1
673,T16380C,7,2,30,1,9,3,144,3
674,T04253J,4,5,7,3,4,7,29,3
675,T09019V,3,13,1,1,4,33,1,1
676,T03518L,1,1,1,1,1,2,6,1
677,T04951C,5,2,1,3,6,2,1,7
678,T06572D,1,1,1,1,2,1,1,1
679,T02947Y,3,2,36,1,5,4,115,1
680,T04914X,1,1,1,2,1,5,1,4
681,RL0009I,1,1,1,1,2,1,1,1
682,T03533K,1,3,1,1,1,9,1,1
683,T04281N,6,1,1,1,6,2,3,2
684,T13136G,5,1,11,2,7,1,81,5
685,T04936D,1,1,1,1,1,1,1,6
686,T16738M,1,1,1,1,1,2,12,1
687,T14242L,1,1,21,3,1,7,106,3
688,T08531C,1,2,1,1,1,2,1,2
689,T08519G,1,1,1,1,1,1,1,1
690,T19254J,1,2,1,1,1,8,1,2
691,T11341B,2,13,1,1,16,32,57,1
692,T17597V,6,1,29,1,10,2,78,3
693,T10588S,1,1,1,1,3,1,1,1
694,T14431O,1,3,1,1,1,12,1,1
695,T18213W,4,4,82,3,10,5,257,3
696,T06302J,1,1,1,1,1,1,1,1
697,T21460M,3,1,1,1,3,1,1,1
698,T02568R,5,12,1,1,5,15,1,1
699,T19220Z,1,2,1,1,2,2,1,1
700,T00120H,1,4,1,1,1,15,9,1
701,VA0012L,1,1,1,1,1,1,1,1
702,T13398A,1,5,53,1,4,6,152,1
703,T20696A,1,21,2,1,5,50,29,2
704,T20658U,1,1,1,1,1,1,1,1
705,T13763B,1,1,1,1,1,1,1,1
706,RD0010J,2,1,1,1,2,2,1,1
707,T16007K,1,1,1,2,1,1,2,2
708,T07491H,1,6,1,1,1,9,1,1
709,T19894J,2,5,5,1,9,9,54,1
710,T18059E,1,1,1,2,1,1,1,3
711,T20178J,5,1,29,1,7,3,122,2
712,T19789J,1,2,2,1,1,2,34,1
713,T10778W,1,2,1,1,6,4,1,2
714,T17350A,4,2,1,1,5,10,4,6
715,T19818X,8,1,62,1,8,2,167,3
716,T16740G,1,1,1,1,1,2,1,1
717,T18970A,1,1,1,1,1,1,1,1
718,T04187Q,6,2,47,3,7,7,109,7
719,T11628N,1,1,1,1,1,1,1,1
720,T10922M,5,3,1,2,5,5,1,2
721,T05271P,1,1,1,1,1,1,4,1
722,T01499R,1,10,7,1,1,25,31,1
723,T18787D,3,2,23,1,7,4,30,1
724,T19725T,16,3,143,3,28,6,173,7
725,T05177S,1,1,1,1,1,2,1,1
726,T17901J,1,7,10,7,3,20,17,7
727,T20017T,1,1,1,1,1,3,8,3
728,T21313C,1,1,1,1,1,1,1,1
729,T21225D,1,8,1,1,1,28,1,1
730,T20129A,1,1,1,1,1,2,1,1
731,T00901C,1,12,1,1,11,29,1,3
732,T08713G,1,1,1,2,1,3,2,4
733,T01766R,6,12,1,2,21,23,17,5
734,P21480,1,3,1,2,9,10,24,2
735,T18385P,1,2,1,1,3,6,1,3
736,T21157I,7,2,19,1,15,7,35,5
737,T13913X,1,4,1,1,12,7,1,2
738,T02544J,7,7,17,1,7,18,19,5
739,T08090Y,1,11,14,2,11,25,60,4
740,T10809M,1,2,7,1,6,3,19,4
741,T10757R,1,1,1,1,1,2,1,1
742,T13989R,1,2,1,3,1,3,1,4
743,T02633J,2,5,1,1,6,14,1,1
744,T02185G,4,17,2,7,4,34,2,8
745,T21363M,1,1,1,1,3,1,1,1
746,T20263F,3,2,63,1,4,3,165,1
747,T03566T,1,1,17,1,1,4,28,4
748,T08849V,2,2,50,3,9,6,116,4
749,P70360,1,6,19,4,7,17,70,6
750,T21354L,7,1,46,1,8,1,110,1
751,T13011U,1,1,1,3,1,1,1,5
752,VA0017Q,7,2,1,2,7,3,1,2
753,T04427N,1,1,1,1,9,5,1,2
754,T18766Y,1,6,5,1,1,29,44,1
755,T08385K,1,1,1,1,1,5,1,1
756,T13841Y,1,1,1,4,1,1,1,5
757,T12529P,1,1,1,1,1,1,5,1
758,T05994R,1,5,1,1,1,7,1,1
759,T08262A,3,2,1,1,7,12,1,1
760,T03278O,3,6,17,3,8,15,63,5
761,T14700Q,7,1,1,2,11,2,4,4
762,T04895L,1,1,1,2,1,2,1,3
763,T18381L,1,18,10,1,1,51,26,1
764,T21290M,4,2,1,1,6,3,1,2
765,P72690,1,3,48,1,3,6,117,2
766,T11937X,1,1,20,1,1,1,59,1
767,T00063P,1,9,7,1,1,31,16,1
768,T06855L,1,1,1,2,5,1,1,3
769,T16736K,1,1,1,1,1,1,1,1
770,T21504H,1,1,1,1,1,1,1,1
771,T14651Y,1,1,1,1,3,1,1,1
772,T10069A,1,1,1,1,3,1,15,1
773,T08875X,1,1,1,1,5,2,1,1
774,T07719I,1,6,1,1,2,25,1,1
775,T18158G,8,1,64,4,10,4,201,10
776,T17900I,1,9,41,1,1,20,41,1
777,T04903U,3,2,1,2,3,5,1,4
778,T00175W,1,8,1,1,1,23,1,1
779,T17709L,1,1,91,1,1,3,154,1
780,T02888E,3,2,67,1,7,5,102,2
781,T03536N,1,3,1,1,1,9,1,1
782,T07535C,1,1,1,1,1,1,1,2
783,T11831O,1,1,1,1,1,1,1,4
784,T05413L,1,1,1,1,1,1,4,1
785,T02414A,15,12,38,1,21,42,57,3
786,T10067Y,5,1,1,1,6,4,1,2
787,T19885I,3,2,1,2,6,2,1,2
788,T17334A,1,2,7,1,8,8,41,1
789,T01918P,4,24,1,1,4,40,1,3
790,T04548V,3,1,1,3,8,4,1,3
791,T20531G,8,2,1,1,16,8,1,3
792,T02055X,6,6,57,1,9,14,88,4
793,T16318W,1,1,1,2,1,1,1,6
794,T06166T,7,1,1,3,7,2,2,3
795,T02550H,5,9,11,1,11,17,16,2
796,T18041U,1,1,1,1,1,1,1,1
797,RL0060H,1,1,1,1,1,1,1,1
798,T01961S,6,16,1,1,7,24,1,2
799,T05937I,1,1,1,1,3,3,1,1
800,T03164F,1,1,1,1,1,6,1,1
801,T06887T,7,4,1,2,8,7,46,3
802,T19426L,1,1,13,1,6,7,15,2
803,T01196F,2,3,10,1,8,7,66,1
804,T15884R,1,1,1,1,1,1,1,1
805,RD0032F,1,1,1,1,1,1,1,1
806,T10122O,2,5,18,4,3,6,64,4
807,T07025L,1,1,1,1,1,1,1,5
808,T03293N,6,10,39,4,6,22,72,7
809,T03543M,1,1,1,1,1,6,1,2
810,T10841M,1,1,1,2,1,2,1,2
811,P12610,1,3,1,1,6,17,5,1
812,T11096H,1,3,1,1,3,8,1,3
813,T11964A,1,3,1,1,5,3,1,3
814,T16856R,1,3,1,2,1,6,1,2
815,T08604C,1,1,1,3,1,1,1,3
816,T03423F,1,7,1,1,2,13,1,2
817,T18228D,1,3,22,1,5,5,63,1
818,T09478S,1,1,1,1,6,4,1,1
819,T09833R,4,1,1,4,8,1,1,5
820,T04379W,1,3,10,3,5,4,18,4
821,T05508R,1,1,1,1,1,4,7,1
822,T19902S,1,1,8,4,1,1,39,5
823,T07262W,1,6,1,1,8,11,2,1
824,T00403P,1,4,1,1,5,11,1,2
825,T00100D,1,5,1,1,1,20,1,1
826,T03749Y,1,1,1,1,1,1,1,1
827,T03716P,8,2,55,1,11,3,194,2
828,T00727G,1,12,1,1,5,31,1,1
829,T07146T,1,1,1,1,1,9,3,2
830,T08982Z,4,12,1,1,8,18,1,1
831,T08699Z,1,1,1,1,1,1,1,2
832,T10198I,10,5,90,1,10,8,171,2
833,T13787J,1,1,1,1,1,1,1,2
834,T12751T,3,1,1,1,4,4,4,3
835,T03405D,1,3,1,1,1,10,1,1
836,T02920N,1,1,13,1,1,3,67,1
837,T11660N,1,1,1,1,1,1,2,1
838,T20972B,1,1,1,1,1,5,1,1
839,T08500V,1,2,1,1,6,10,1,2
840,T18382M,1,18,10,1,1,40,28,1
841,T03667X,5,24,11,2,14,51,32,5
842,T12969J,1,1,1,1,1,1,1,1
843,T02127W,4,1,1,1,7,3,42,1
844,T02004M,3,6,4,1,4,13,6,1
845,T07281Z,6,4,1,1,8,16,1,3
846,T00138R,1,3,8,1,1,12,61,3
847,T07460A,1,5,1,1,2,15,1,1
848,T20353G,1,2,1,1,1,2,1,1
849,T04650S,1,1,1,1,1,2,3,2
850,T11395P,4,5,27,1,5,9,30,1
851,T16373D,2,1,112,4,4,2,275,8
852,T04771A,1,1,1,1,3,1,1,3
853,T14521P,1,1,1,1,8,1,1,1
854,T01815J,1,12,33,1,1,17,74,1
855,T07560D,1,1,1,2,8,1,1,6
856,T14208J,4,1,1,1,5,1,16,3
857,T15532W,1,1,1,1,1,1,1,1
858,T05677H,1,1,1,2,5,2,4,3
859,T04580V,1,1,1,1,1,1,1,2
860,T12855A,1,1,1,1,1,1,1,1
861,T08253Z,3,6,2,1,10,15,9,1
862,T01932N,3,19,22,1,3,36,65,1
863,T07047R,2,1,1,1,3,1,1,2
864,T11693W,6,3,1,3,8,6,1,3
865,T08497R,1,4,1,1,5,8,1,1
866,T05625V,1,1,1,1,1,1,1,2
867,T02503A,4,12,1,1,5,21,34,1
868,T17785X,1,1,1,1,1,1,1,3
869,T16103J,1,1,1,1,1,1,1,1
870,T16730E,1,1,1,1,1,1,1,1
871,T18260D,2,1,103,1,2,3,118,1
872,T02810I,1,3,1,1,1,9,1,1
873,T08291F,1,4,5,1,1,16,13,2
874,T18222X,1,1,17,1,3,2,107,1
875,T01225T,1,7,1,1,1,22,1,1
876,T20948B,1,1,1,1,5,1,1,2
877,RD0065M,6,1,36,1,9,2,63,4
878,T04544R,7,3,1,5,14,4,1,8
879,T00772L,1,7,1,1,2,11,1,1
880,T07137S,1,6,1,1,1,15,1,1
881,T00447B,1,16,1,1,1,45,1,1
882,T02588V,5,13,125,1,8,38,161,2
883,T01429D,1,7,5,1,1,19,14,1
884,T19367R,3,2,23,1,5,10,62,3
885,T05552V,2,2,30,1,2,2,145,1
886,T05495D,1,1,1,1,1,1,44,1
887,T01256A,1,4,2,1,1,25,2,1
888,T19559X,2,1,15,1,3,3,75,1
889,T19504I,1,3,1,1,1,5,1,1
890,T12532K,1,1,1,1,1,1,1,1
891,T20902N,1,1,1,1,3,1,2,1
892,T03401Z,1,1,1,1,1,4,1,1
893,T17276H,2,1,2,1,6,4,11,1
894,T10135T,5,1,103,1,5,1,228,1
895,RL0001A,3,1,2,1,10,3,2,1
896,T20304X,3,3,68,1,6,14,176,1
897,T16038R,1,1,1,4,1,1,1,10
898,T03597A,1,1,1,1,1,1,1,1
899,T20912P,1,1,1,1,1,1,1,1
900,T19589D,1,1,1,1,1,1,1,1
901,T00662G,1,10,2,1,1,29,24,1
902,T03274K,4,4,5,3,5,11,48,5
903,T17386M,1,6,1,1,3,12,1,3
904,T08435D,2,3,1,1,6,6,2,1
905,T12694B,1,1,1,1,2,1,1,1
906,T11196K,1,1,1,1,1,3,1,6
907,T17727N,3,1,36,1,8,1,148,3
908,T05770D,1,7,1,1,2,13,1,3
909,T01000E,1,2,7,1,1,9,31,1
910,T06668K,1,1,1,1,2,1,1,1
911,T08265D,3,4,1,1,5,8,1,1
912,T03241B,1,8,1,1,1,24,1,10
913,T04735W,2,1,6,1,3,2,28,2
914,T16816J,1,1,1,1,1,1,1,1
915,T15577J,1,1,1,1,1,1,1,3
916,T09816Q,1,1,1,1,2,2,1,2
917,T02082A,2,7,1,1,2,12,2,1
918,T00066S,1,8,9,1,1,26,16,1
919,T06400K,1,1,6,1,8,5,19,2
920,T02921O,1,1,24,1,1,4,76,1
921,T02221T,12,10,46,1,16,24,91,4
922,T02827R,1,8,26,1,1,17,113,1
923,T18455M,1,1,1,1,1,1,24,1
924,T11227A,3,8,1,2,8,12,1,4
925,T04109C,1,1,1,2,1,1,1,2
926,T11366K,3,2,1,1,7,9,5,3
927,T14751B,3,1,3,1,6,1,18,2
928,T03087J,1,2,1,1,1,12,1,1
929,T18936Y,5,1,14,1,5,4,14,1
930,T00528B,1,21,1,1,3,51,5,1
931,T20274I,1,1,1,1,1,1,1,1
932,T13820T,1,1,1,1,1,1,1,1
933,T03193K,4,7,1,1,13,20,1,6
934,T09441F,2,1,1,1,4,3,1,1
935,T07791Q,2,9,1,1,3,22,6,1
936,T11633K,1,1,1,1,1,1,1,4
937,T19864D,1,3,1,1,1,20,9,1
938,T21145E,6,5,6,7,8,16,16,9
939,T03655T,1,3,8,1,1,19,15,1
940,T03288Q,4,2,48,1,8,7,85,2
941,T06931G,1,1,1,1,4,1,1,5
942,T02780T,1,3,1,1,1,11,1,1
943,T20572P,1,1,43,2,4,5,99,5
944,T01635H,1,5,1,1,6,26,1,2
945,T19237I,3,1,1,1,4,7,8,2
946,T18706M,1,3,1,1,3,8,1,2
947,T10110K,6,3,69,1,6,7,118,1
948,T19797J,1,1,11,1,1,19,12,1
949,T19035A,2,15,137,1,8,21,300,1
950,T03646S,3,13,1,1,4,30,1,1
951,T18926W,1,2,1,1,2,3,19,4
952,T03686A,2,16,1,1,11,37,29,1
953,T20461J,5,1,1,1,12,2,1,3
954,T16404T,3,1,63,1,3,1,186,1
955,T01678S,3,5,87,1,3,10,139,1
956,T20264G,3,1,63,1,4,4,217,1
957,T10687U,2,1,1,1,2,2,1,6
958,T00318T,1,15,1,1,10,41,1,2
959,T01367G,1,4,1,1,1,20,9,1
960,T15801Y,9,1,1,1,9,1,1,1
961,T02764T,1,2,1,1,1,10,1,1
962,T19591X,1,1,1,1,1,1,1,1
963,T03362J,1,1,1,1,1,5,1,1
964,T00779S,1,7,5,1,1,15,19,1
965,T17659S,2,1,25,1,2,6,55,2
966,T19507L,1,1,1,1,1,6,1,2
967,T21348N,1,2,2,1,3,6,8,7
968,T11851S,1,1,1,1,1,1,2,1
969,T09428I,2,1,1,1,2,1,40,3
970,T12264J,3,1,30,2,8,3,75,8
971,T04125C,1,1,1,1,1,1,1,1
972,T07066U,2,1,3,8,4,2,21,9
973,T04809X,1,1,1,2,1,2,1,2
974,T06101C,1,1,1,1,5,2,1,2
975,T18608L,1,1,1,1,1,1,1,1
976,T05418Q,1,1,1,1,1,1,1,1
977,T07494K,1,9,1,1,1,14,1,1
978,T08862S,1,1,1,1,2,1,1,1
979,T02591Q,2,9,27,1,3,19,55,1
980,T19337L,3,3,17,3,7,3,31,5
981,T10391H,2,3,17,1,7,10,46,1
982,T11687Y,2,2,1,1,6,3,1,4
983,T05763E,2,1,37,2,6,4,190,10
984,T01558L,1,13,1,1,1,29,1,1
985,T13949J,7,4,12,1,15,20,14,1
986,T06189A,1,1,1,1,1,1,1,1
987,T02394N,14,13,20,2,15,48,43,2
988,T01112L,1,1,1,1,1,11,1,2
989,T10203O,3,2,39,1,4,2,76,2
990,T15947P,1,1,1,1,1,1,1,1
991,T07488M,1,4,1,1,1,17,1,1
992,T09094G,4,1,66,2,4,1,134,2
993,T09942V,2,1,92,2,8,3,249,2
994,T13620N,1,1,1,1,1,1,1,2
995,T19651S,3,2,1,2,5,2,1,7
996,P70791,1,6,1,1,1,17,1,9
997,T01820G,6,1,1,1,12,2,9,1
998,T09277L,2,1,1,1,9,3,1,2
999,T03455N,10,6,66,2,18,11,129,4
1000,T05579G,1,1,27,1,1,2,61,6
1001,T02042S,2,17,66,3,2,28,112,3
1002,T12562Q,1,1,1,1,1,1,1,3
1003,T21010Q,1,3,1,1,5,9,43,1
1004,T11447K,3,1,1,5,3,1,1,6
1005,T09695Z,2,1,16,1,2,3,129,1
1006,T14895Q,10,1,1,3,12,2,1,5
1007,T09188L,1,10,6,1,12,40,109,1
1008,T19020T,13,13,18,2,14,27,38,5
1009,T04100T,1,1,1,1,1,1,1,1
1010,T11822N,1,1,1,2,1,1,1,4
1011,T04700L,3,1,1,1,4,2,3,2
1012,T19282N,3,3,1,1,5,17,1,1
1013,T18377P,1,1,1,3,2,1,1,8
1014,T10544G,1,1,1,1,1,3,1,1
1015,T08144V,1,4,1,1,1,12,7,1
1016,T01183A,1,1,4,3,4,7,23,8
1017,T17374I,1,1,1,1,1,1,1,1
1018,T11249G,2,1,1,1,6,4,1,4
1019,T13628V,1,1,17,1,3,5,18,4
1020,T11539N,1,1,1,1,4,2,2,1
1021,T10414X,1,2,3,1,2,8,28,1
1022,T09981C,3,4,1,1,6,17,59,1
1023,T03515I,1,1,1,1,1,2,14,2
1024,T17529J,1,2,1,1,1,2,1,1
1025,T19863C,1,1,1,1,3,1,1,2
1026,T05118H,4,1,1,2,5,3,1,4
1027,T18514G,1,1,47,1,5,5,147,1
1028,T00252S,11,3,1,2,24,28,1,5
1029,RD0122R,1,1,1,1,7,1,1,1
1030,T04638W,2,1,1,3,2,1,1,5
1031,T03709Q,9,1,1,1,9,8,1,1
1032,T18627O,1,7,1,1,3,8,1,4
1033,T09751Q,1,1,1,1,1,5,1,1
1034,T01600W,1,8,1,1,1,34,1,1
1035,T21009X,3,6,1,1,6,7,73,2
1036,T16045Q,1,1,1,1,1,1,1,1
1037,T10393J,2,8,10,1,5,16,21,1
1038,T17163Z,1,12,1,1,2,38,2,1
1039,T04018A,12,3,1,3,12,4,1,5
1040,T20639R,1,1,1,1,1,1,1,1
1041,T11018T,4,4,1,2,6,12,1,4
1042,T20217Z,8,1,1,2,13,1,1,4
1043,T09181E,2,12,65,1,6,25,142,1
1044,T07824I,3,9,1,1,5,24,1,4
1045,T17193F,1,1,1,6,1,1,1,11
1046,T07339A,1,2,1,1,1,7,1,1
1047,T00359C,1,7,1,1,3,24,1,1
1048,T07036O,1,1,1,1,1,1,1,3
1049,T11827S,1,1,1,4,1,1,1,4
1050,T09518J,1,2,31,1,1,4,86,2
1051,T19594A,1,1,1,1,1,2,1,1
1052,T02023P,1,4,7,2,1,11,9,6
1053,T17809O,3,10,1,1,3,18,1,1
1054,T11973B,1,1,1,1,1,1,1,1
1055,T00145Q,1,6,2,1,1,17,34,2
1056,T17685U,1,1,1,1,10,1,1,2
1057,T16449G,5,3,132,1,9,13,254,2
1058,T17933R,5,1,28,1,8,1,78,3
1059,T08181A,3,12,1,1,5,42,1,2
1060,T08118T,5,14,1,1,13,45,14,1
1061,T17301R,1,1,1,1,1,1,1,1
1062,T00569K,4,1,115,1,7,6,284,2
1063,T01129U,1,8,1,2,2,19,1,3
1064,T19286R,2,1,1,1,7,9,1,7
1065,T06347W,1,1,2,1,1,2,2,1
1066,T11780U,1,1,1,2,1,1,1,4
1067,T13973J,3,2,5,2,5,7,6,3
1068,T02056Y,9,9,50,1,11,22,95,6
1069,T19728W,10,5,1,3,21,14,2,3
1070,LRD0023,1,2,1,1,6,3,1,2
1071,T10418B,4,10,42,1,9,28,197,7
1072,T01693R,4,5,34,1,4,9,60,1
1073,T11968E,3,1,1,1,3,1,1,1
1074,RL0039M,5,2,6,1,19,3,64,3
1075,T04323G,2,1,1,1,4,6,1,1
1076,T00679P,1,11,1,1,1,35,1,1
1077,T11673S,4,1,1,1,4,2,1,1
1078,T11222V,5,1,1,2,7,4,1,3
1079,T04986N,1,1,1,1,1,2,3,2
1080,T08098G,4,7,41,2,5,15,105,3
1081,T04243H,4,7,1,1,5,23,6,3
1082,T11847W,1,1,1,3,1,1,2,5
1083,T16588Q,1,9,27,1,1,46,37,1
1084,T05318N,1,1,1,1,1,1,5,1
1085,T01868W,5,9,29,1,5,21,55,1
1086,T17186G,1,1,1,1,3,2,1,4
1087,T01710B,5,9,24,1,5,20,47,1
1088,T20947A,10,1,1,4,12,1,6,7
1089,T01645J,1,4,3,1,1,20,8,1
1090,T07418Y,2,2,1,1,4,10,8,1
1091,T00476G,1,8,1,1,5,33,1,1
1092,RL0022V,1,1,1,1,1,1,1,1
1093,T04310B,1,1,1,1,1,7,1,1
1094,T19471Q,3,1,15,1,4,1,40,1
1095,T20192H,1,1,1,1,1,1,1,1
1096,T05482Y,4,3,44,3,6,5,75,5
1097,T07613Z,9,5,3,3,9,10,3,5
1098,T14622T,2,4,35,1,7,9,140,2
1099,T11021O,2,1,1,1,3,2,1,1
1100,T19932Y,2,3,49,1,3,4,144,2
1101,T01228W,1,7,1,1,1,21,1,1
1102,T01735K,4,5,1,1,4,12,7,4
1103,T11075C,1,1,1,1,1,12,1,3
1104,T00015H,1,5,1,1,1,21,1,2
1105,T21238I,1,1,1,1,1,2,1,1
1106,T05052G,1,1,8,2,1,3,8,3
1107,P21500,12,7,10,1,17,13,25,1
1108,T18680T,6,1,34,3,10,1,55,5
1109,T04755A,1,3,1,1,6,9,1,2
1110,T06267X,3,4,1,1,4,6,36,1
1111,T02609J,6,18,1,1,8,33,1,2
1112,T06170P,3,3,1,1,3,5,1,2
1113,T10345B,2,3,40,1,7,22,78,1
1114,T16499Q,1,1,1,1,1,1,4,2
1115,T01466I,1,11,1,1,1,38,1,1
1116,T02906P,1,8,25,1,1,12,107,1
1117,T18553N,2,7,1,4,7,15,1,6
1118,T12351H,1,1,25,1,1,2,74,1
1119,T10063U,1,1,1,2,1,1,1,2
1120,T09968F,5,9,28,1,6,16,68,1
1121,T09655R,2,3,1,1,2,5,1,1
1122,T02602C,4,20,108,1,7,39,226,3
1123,T05013Z,1,1,1,1,1,6,1,2
1124,T08510X,2,2,4,1,7,5,9,1
1125,T15794Q,1,1,1,1,1,2,2,1
1126,RD0056D,13,1,5,9,17,8,31,16
1127,T12316E,4,3,4,2,5,4,6,2
1128,T20324B,4,1,51,1,7,2,113,2
1129,T10950Q,1,1,1,1,1,1,1,1
1130,T01951Q,6,1,1,1,6,8,1,1
1131,T08954V,1,5,4,1,2,11,26,2
1132,T04474U,1,1,1,1,1,3,1,1
1133,T00903E,8,11,1,1,12,35,2,1
1134,T01436C,1,10,6,1,2,31,8,3
1135,T19566W,1,3,1,1,3,14,42,1
1136,T18444J,10,2,43,2,21,2,87,6
1137,T17411W,1,1,1,1,1,1,1,1
1138,T10556K,4,1,1,2,8,4,1,3
1139,T08566N,10,2,1,3,12,6,1,5
1140,T20377O,1,8,6,1,1,33,6,1
1141,T00443X,1,19,1,1,1,38,1,1
1142,T12719T,1,1,2,1,4,4,66,3
1143,T01761M,4,13,1,1,5,25,1,1
1144,T09036W,4,6,20,1,9,15,121,2
1145,T20201R,1,1,1,1,1,1,1,1
1146,T01018O,1,23,1,1,1,50,9,4
1147,T14494D,5,1,1,1,5,2,1,1
1148,T14181P,10,2,11,2,11,11,44,4
1149,T09675V,2,1,1,1,9,2,25,1
1150,T09791Y,1,1,12,1,1,1,21,1
1151,T04813T,1,1,1,4,1,3,1,4
1152,T17395N,1,1,52,1,1,2,172,3
1153,T12767B,1,1,1,1,1,1,1,1
1154,T12134A,3,3,75,1,9,4,121,4
1155,T12756Y,1,2,1,1,1,2,1,3
1156,T00021F,1,6,1,1,1,23,1,1
1157,T11125V,1,1,1,1,3,4,2,2
1158,T15236R,1,4,1,1,1,9,7,1
1159,T11038X,4,1,1,1,6,1,1,2
1160,T20782X,2,1,1,2,3,2,1,2
1161,T16335X,1,1,30,1,4,3,160,2
1162,T13796K,1,1,1,2,1,1,1,7
1163,T10358G,4,11,29,1,6,24,41,3
1164,T20614I,1,1,1,1,1,1,17,1
1165,T01445D,1,20,1,1,1,49,11,1
1166,T11999L,4,1,1,2,4,2,1,3
1167,T02790V,1,1,1,1,1,3,1,1
1168,T18309D,2,2,3,1,5,4,17,1
1169,T09739U,9,1,1,1,10,1,1,2
1170,T16133P,1,3,1,1,5,9,1,4
1171,T08360B,2,2,2,1,5,3,12,5
1172,RL0056D,20,1,41,9,36,17,74,12
1173,T20268K,2,2,64,1,8,3,139,2
1174,T09016S,2,8,1,1,5,21,1,1
1175,T16579P,1,19,16,1,1,52,44,1
1176,T01575M,1,10,1,1,1,33,1,1
1177,P25262,3,19,66,3,10,36,176,4
1178,T13440L,1,10,1,1,14,16,1,5
1179,T21064E,1,1,1,1,1,1,1,1
1180,T01221P,1,5,1,1,3,21,1,3
1181,T18468R,13,2,1,1,13,2,1,2
1182,T06972P,4,1,1,2,9,3,1,3
1183,T15594K,1,3,1,1,1,18,1,2
1184,T01495N,1,13,20,1,1,34,26,1
1185,T09521E,2,2,6,1,3,5,24,1
1186,T10439G,1,5,3,1,10,18,45,4
