street_id,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,osm_commercial_pct_100m,osm_green_pct_100m,osm_industrial_pct_100m,osm_other_pct_100m,osm_residential_pct_100m
T05506P,0.0,21.73303737632336,0.0,0.0,0.0,0.0,26.453504793348436,0.0,0.0,0.0
T03213X,0.0,3.227603414537232,0.0,0.0,0.0,0.0,12.493244984139121,0.0,0.0,0.0
T11178I,0.0,0.0,0.0,0.0,0.0,0.0,1.1320814580810359,0.0,0.0,0.0
T02194H,0.0,0.0,0.0,0.0,4.6248886599812495,0.0,0.0,0.0,0.0,9.391013912224453
T12009W,0.0,0.0,0.0,0.0,0.0,0.0,4.649521743002823,0.0,0.0,0.0
T03411B,0.0,16.089010816111387,0.0,0.0,0.0,0.0,12.869230032521886,0.0,0.0,0.0
T16202L,0.0,37.271465446693924,0.0,0.0,0.0,0.0,26.313911109863874,0.0,0.0,0.0
T21163G,0.0,31.32715635417953,0.0,0.0,0.0,0.0,24.0409395112173,0.0,0.0,0.0
T20976F,0.0,0.8122110883223119,0.0,0.0,0.0,0.0,3.9622644412470036,0.0,0.0,0.0
T18547P,0.0,0.0,0.0,0.0,100.00000000000003,0.0,0.19124033842027294,0.0,0.0,100.00000000000003
T05001V,0.0,0.0,0.0,0.0,0.0,0.0,0.37297716888543186,0.0,0.0,0.0
T00887V,0.0,0.0,0.0,0.0,90.47650361315017,0.0,0.0,0.0,0.0,93.54112782058914
RL0028B,0.0,7.005947027874443,2.689336278704875,0.0,16.242546426246342,0.0,21.89328477881819,12.15633831803303,0.0,16.942140986246947
T01825L,0.0,11.66819398341555,0.0,0.0,0.0,0.0,10.566227884675119,0.0,0.0,0.0
T10879A,0.0,36.33401275532652,0.0,0.0,0.0,0.0,30.8659535604694,0.0,0.0,0.0
T12228F,0.0,0.0,0.0,0.0,0.0,0.0,0.6248044149771099,0.0,0.0,0.0
T01146V,0.0,0.0,0.0,0.0,99.99999999999997,0.0,10.11655353536507,0.0,0.0,99.99107749866714
T09084E,0.018900097928701377,26.39870528295491,0.0,0.0,9.264760865002714,0.16476710398395467,28.779167470740934,0.0,0.0,18.025332121413985
RD0103Y,0.0,0.0,0.0,0.0,0.0,0.0,0.5969168318924613,0.0,0.0,0.0
T11932S,0.0,8.319839832025966,0.0,0.0,0.0,0.0,2.675040342618426,0.0,0.0,0.0
T07510T,0.0,0.0,0.0,0.0,0.0,0.0,1.2539928460265828,0.0,0.0,0.0
T07958V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T05306J,0.0,2.351906795225094,0.0,0.0,0.0,0.0,0.7593414306089368,0.0,0.0,0.0
T08647N,0.0,0.0,0.0,0.0,0.0,0.0,1.6479397307954866,0.0,0.0,0.0
T13627U,0.0,3.9085104600251928,0.0,0.0,0.0,0.0,4.447016166936263,0.0,0.0,0.0
T07336X,0.0,4.855283514107278,0.0,0.0,0.0,0.0,10.19645295420243,0.0,0.0,0.0
T05251L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T06673H,0.0,1.581641771673764,45.83321689410264,0.0,0.0,0.0,3.741029728735957,37.60076852115431,0.0,0.0
T09839X,0.0,5.648823116506804,0.0,0.0,0.0,0.0,6.366274814975188,0.0,0.0,0.0
T00099B,0.0,1.1599384190295274,0.0,0.0,0.0,0.0,0.4746261119841913,0.0,0.0,0.0
T09574R,0.0,0.0,0.0,0.0,70.08368719010537,0.0,0.0,0.0,0.0,79.8926735256304
T19280L,0.0,6.482640958493896,0.0,0.0,0.0,0.0,2.1062340275865,0.0,0.0,0.0
T20933U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T15832F,0.0,24.906423418290885,0.0,0.0,75.09357658171322,0.0,41.11308037982389,0.0,0.0,58.886919620177736
T21310Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T14932E,0.0,104.97113908260604,0.0,0.0,0.0,0.0,94.85209055520075,0.0,0.0,0.0
T20053X,0.0,11.015385197177173,0.0,0.0,32.72735048197326,0.0,6.540122878379956,0.0,0.0,28.03055655677199
T20295N,0.0,9.409380474010272,0.0,0.0,0.0,0.0,15.618951958714444,0.0,0.0,0.0
T19850X,0.0,0.0,0.0,0.0,0.0,0.0,3.807704067096998,0.0,0.0,0.0
T11101N,0.0,8.699682070893507,0.0,0.0,0.0,0.0,9.31817274472405,0.0,0.0,0.9064363733998427
T12601G,0.0,0.0,0.0,0.0,0.0,0.0,2.1537413408544803,0.0,0.0,0.0
T00461Z,0.0,0.0,0.0,0.0,99.99999999999989,0.0,0.0,0.0,0.0,99.89799113815184
T20494S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T12218D,0.0,0.0,0.0,0.0,0.0,0.0,2.94613328756145,0.0,0.0,0.0
T09928X,0.0,3.198076985596084,0.0,0.0,0.0,0.0,1.9453332867281077,0.0,0.0,0.0
T07139U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T04471R,0.0,21.49965236247458,0.0,0.0,0.0,0.0,25.354899618641042,0.0,0.0,0.0
T13774E,0.0,56.79339528167064,0.0,0.0,43.20660471832962,0.0,80.30910334006177,0.0,0.0,19.690896659945107
T11566Q,0.0,0.0,0.0,0.0,0.0,0.0,0.8198819829340346,0.0,0.0,0.0
T03232A,0.0,0.7115537703348783,0.0,0.0,0.0,0.0,1.469029273248971,0.0,0.0,0.5877798116244144
T15677M,0.0,0.0,0.0,0.0,99.99999999999997,0.0,0.16226968540329054,0.0,0.0,100.00000000000003
