TRAM,fid,street_id,street_length_m,daytime_count_150m,nighttime_count_150m,continuous_count_150m,discontinuous_count_150m,transport_related_count_150m,noise_sensitive_count_150m,recreation_green_count_150m,support_infrastructure_count_150m,daytime_count_per_meter_150m,nighttime_count_per_meter_150m,continuous_count_per_meter_150m,discontinuous_count_per_meter_150m,transport_related_count_per_meter_150m,noise_sensitive_count_per_meter_150m,recreation_green_count_per_meter_150m,support_infrastructure_count_per_meter_150m
T11817Q,11553,T11817Q,141.13234224288183,0,0,3,0,0,0,0,3,0.0,0.0,0.02125664431216728,0.0,0.0,0.0,0.0,0.02125664431216728
T01982X,11554,T01982X,132.71928669499468,44,5,55,45,21,8,50,6,0.3315267968634991,0.037673499643579446,0.41440849607937386,0.339061496792215,0.15822869850303367,0.06027759942972711,0.37673499643579444,0.045208199572295334
T13952E,11555,T13952E,96.78929064266998,11,3,14,11,9,1,8,4,0.11364893705658177,0.03099516465179503,0.1446441017083768,0.11364893705658177,0.09298549395538509,0.010331721550598343,0.08265377240478675,0.04132688620239337
T00261T,11556,T00261T,33.87529648198669,58,15,79,68,11,1,6,26,1.7121621365245234,0.4428005525494457,2.3320829100937477,2.007362504890821,0.3247204052029269,0.029520036836629716,0.17712022101977828,0.7675209577523726
T11723L,11557,T11723L,90.69271585067528,1,0,13,1,0,0,1,12,0.011026243845718445,0.0,0.14334116999433977,0.011026243845718445,0.0,0.0,0.011026243845718445,0.13231492614862134
T02444G,11558,T02444G,161.48681937451494,25,3,40,24,27,15,14,3,0.15481139635316502,0.018577367562379803,0.24769823416506404,0.14861894049903843,0.16719630806141822,0.092886837811899,0.08669438195777242,0.018577367562379803
T02211R,11559,T02211R,135.6473088007259,29,4,96,25,30,15,47,54,0.213789718766944,0.02948823707130262,0.7077176897112629,0.18430148169564137,0.22116177803476966,0.11058088901738483,0.34648678558780577,0.3980912004625854
T12203W,11560,T12203W,45.36754096725611,4,2,13,3,5,2,3,9,0.08816876371780846,0.04408438185890423,0.28654848208287753,0.06612657278835635,0.11021095464726059,0.04408438185890423,0.06612657278835635,0.19837971836506907
T05332L,11561,T05332L,88.98584136768434,3,0,5,1,0,1,1,1,0.033713228462988555,0.0,0.05618871410498092,0.011237742820996184,0.0,0.011237742820996184,0.011237742820996184,0.011237742820996184
T16733H,11562,T16733H,102.9470030728414,8,0,8,4,0,0,0,0,0.07770988723527486,0.0,0.07770988723527486,0.03885494361763743,0.0,0.0,0.0,0.0
T09547O,11563,T09547O,68.60466106180166,2,4,9,4,9,2,11,7,0.02915253816644214,0.05830507633288428,0.13118642174898965,0.05830507633288428,0.13118642174898965,0.02915253816644214,0.16033895991543176,0.10203388358254749
T01574L,11564,T01574L,34.86685202082384,63,13,67,72,9,1,11,6,1.8068737597066102,0.37284696628866565,1.921595903180046,2.06499858252184,0.25812482281523,0.028680535868358895,0.31548589455194787,0.17208321521015338
T20945Y,11565,T20945Y,43.19586493742186,2,0,4,0,1,0,24,2,0.046300728157600585,0.0,0.09260145631520117,0.0,0.023150364078800292,0.0,0.555608737891207,0.046300728157600585
T00819J,11566,T00819J,6.771076952651005,53,14,58,61,12,1,12,6,7.8274106719832055,2.0676179133540544,8.565845641038225,9.008906622471237,1.7722439257320466,0.1476869938110039,1.7722439257320466,0.8861219628660233
T19739Z,11567,T19739Z,85.40390457278554,24,4,39,23,6,2,16,15,0.28101759656136077,0.046836266093560126,0.45665359441221126,0.26930853003797073,0.07025439914034019,0.023418133046780063,0.1873450643742405,0.1756359978508505
T18984G,11568,T18984G,29.702047650435162,60,12,68,69,8,1,5,13,2.020062748068514,0.40401254961370275,2.2894044478109823,2.323072160278791,0.2693416997424685,0.033667712467808565,0.16833856233904282,0.43768026208151134
T08746P,11569,T08746P,66.43777254146472,0,0,3,0,1,1,12,2,0.0,0.0,0.045155035836393506,0.0,0.015051678612131168,0.015051678612131168,0.18062014334557402,0.030103357224262335
T00514V,11570,T00514V,35.316617325671935,43,14,75,54,27,0,7,31,1.2175571517361305,0.3964139563792053,2.1236461948886,1.5290252603197918,0.7645126301598959,0.0,0.19820697818960265,0.8777737605539546
T19270J,11571,T19270J,32.65428881186349,4,0,13,2,3,1,3,9,0.12249539480237516,0.0,0.39811003310771925,0.06124769740118758,0.09187154610178137,0.03062384870059379,0.09187154610178137,0.2756146383053441
T11947Z,11572,T11947Z,40.21365063212782,3,0,4,0,0,0,3,1,0.07460153338088672,0.0,0.09946871117451563,0.0,0.0,0.0,0.07460153338088672,0.024867177793628906
T06394D,11573,T06394D,74.66606398225906,12,4,13,12,8,2,25,1,0.16071558295682017,0.05357186098560673,0.17410854820322186,0.16071558295682017,0.10714372197121345,0.026785930492803364,0.33482413116004206,0.013392965246401682
T16635G,11574,T16635G,5.029801053276923,56,9,95,54,16,1,6,42,11.133641153364488,1.7893351853621497,18.88742695660047,10.7360111121729,3.1810403295327108,0.19881502059579442,1.1928901235747666,8.350230865023367
T08446G,11575,T08446G,110.54735184641635,8,1,15,6,4,5,7,3,0.07236717900863347,0.009045897376079184,0.13568846064118775,0.05427538425647511,0.036183589504316736,0.04522948688039592,0.0633212816325543,0.027137692128237554
T01847R,11576,T01847R,132.39057123983557,34,7,45,36,29,9,14,4,0.2568158720186079,0.052873856003831037,0.33990336002462807,0.2719226880197025,0.21904883201587141,0.06798067200492562,0.10574771200766207,0.030213632002189163
T04929E,11577,T04929E,47.75963084478681,4,3,8,4,1,0,6,4,0.08375274115915028,0.06281455586936271,0.16750548231830056,0.08375274115915028,0.02093818528978757,0.0,0.12562911173872543,0.08375274115915028
T17017Q,11578,T17017Q,64.22253927370666,7,1,9,5,2,2,5,1,0.10899600170225392,0.015570857386036275,0.14013771647432646,0.07785428693018137,0.03114171477207255,0.03114171477207255,0.07785428693018137,0.015570857386036275
T19747Z,11579,T19747Z,155.64190836280008,11,6,15,13,1,6,10,3,0.07067505221253832,0.03855002847956635,0.09637507119891589,0.0835250617057271,0.006425004746594393,0.03855002847956635,0.06425004746594393,0.019275014239783176
T11449M,11580,T11449M,106.0441837806541,19,1,25,15,3,6,1,2,0.17917059967475762,0.009430031561829349,0.2357507890457337,0.14145047342744022,0.028290094685488047,0.05658018937097609,0.009430031561829349,0.018860063123658698
T10124Q,11581,T10124Q,134.25413820766408,6,1,8,6,31,3,5,0,0.04469135983517476,0.007448559972529127,0.05958847978023302,0.04469135983517476,0.23090535914840293,0.02234567991758738,0.037242799862645636,0.0
T11047Y,11582,T11047Y,48.994833472275715,2,0,4,0,2,0,1,2,0.040820630631017915,0.0,0.08164126126203583,0.0,0.040820630631017915,0.0,0.020410315315508958,0.040820630631017915
T11512C,11583,T11512C,113.84653390948696,0,0,3,0,8,2,8,0,0.0,0.0,0.02635126338044804,0.0,0.07027003568119478,0.017567508920298694,0.07027003568119478,0.0
T06687N,11584,T06687N,54.17404532684079,1,0,24,0,2,1,5,23,0.01845902394711043,0.0,0.4430165747306503,0.0,0.03691804789422086,0.01845902394711043,0.09229511973555214,0.42455755078353985
T13465U,11585,T13465U,77.85207423202885,38,7,44,39,11,10,3,6,0.4881051709264099,0.08991411043381237,0.5651744084411062,0.500950043845526,0.14129360211027656,0.12844872919116052,0.038534618757348156,0.07706923751469631
T21102T,11586,T21102T,16.6502175594896,2,0,10,1,4,1,6,8,0.12011855057474147,0.0,0.6005927528737073,0.060059275287370734,0.24023710114948293,0.060059275287370734,0.3603556517242244,0.48047420229896587
T20593U,11587,T20593U,153.4878124253273,5,0,10,2,5,2,2,3,0.032575876357821755,0.0,0.06515175271564351,0.013030350543128703,0.032575876357821755,0.013030350543128703,0.013030350543128703,0.019545525814693054
T17595T,11588,T17595T,47.53007644224125,12,4,13,12,27,2,5,1,0.25247171682087344,0.08415723894029113,0.2735110265559462,0.25247171682087344,0.5680613628469652,0.042078619470145566,0.10519654867536392,0.021039309735072783
T01663L,11589,T01663L,23.14937338262059,8,0,17,7,14,0,8,9,0.3455817083155264,0.0,0.7343611301704938,0.30238399477608563,0.6047679895521713,0.0,0.3455817083155264,0.3887794218549673
T17273E,11590,T17273E,30.080519568089716,2,1,5,2,1,0,8,3,0.06648821325950957,0.033244106629754785,0.16622053314877394,0.06648821325950957,0.033244106629754785,0.0,0.2659528530380383,0.09973231988926437
T19164I,11591,T19164I,91.37615790864368,0,0,8,0,0,1,0,8,0.0,0.0,0.08755019014914442,0.0,0.0,0.010943773768643052,0.0,0.08755019014914442
T19690Z,11592,T19690Z,70.5521176071342,8,0,17,5,11,1,1,7,0.11339135197255996,0.0,0.24095662294168993,0.07086959498284998,0.15591310896226995,0.014173918996569996,0.014173918996569996,0.09921743297598996
T08494O,11593,T08494O,66.57944610756847,10,2,28,10,7,2,30,15,0.1501965033449451,0.03003930066898902,0.42055020936584625,0.1501965033449451,0.10513755234146156,0.03003930066898902,0.45058951003483527,0.22529475501741764
T18314A,11594,T18314A,140.34004445727282,2,1,3,2,3,2,3,0,0.014251099946094924,0.007125549973047462,0.021376649919142385,0.014251099946094924,0.021376649919142385,0.014251099946094924,0.021376649919142385,0.0
T08105O,11595,T08105O,19.683830028074333,30,9,72,35,17,16,24,29,1.5240936320427523,0.4572280896128257,3.6578247169026055,1.778109237383211,0.8636530581575597,0.8128499370894678,1.2192749056342018,1.4732905109746606
T11664R,11596,T11664R,110.63923315013062,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T04113Y,11597,T04113Y,151.26706118524754,2,0,4,2,2,0,3,2,0.013221649077658236,0.0,0.026443298155316472,0.013221649077658236,0.013221649077658236,0.0,0.019832473616487354,0.013221649077658236
T18236D,11598,T18236D,30.772684579646786,8,0,13,5,13,2,5,2,0.25997081857756543,0.0,0.4224525801885438,0.1624817616109784,0.4224525801885438,0.06499270464439136,0.1624817616109784,0.06499270464439136
T21368R,11599,T21368R,86.76746047538413,4,0,15,4,9,2,10,8,0.04610023133193805,0.0,0.1728758674947677,0.04610023133193805,0.10372552049686062,0.023050115665969026,0.11525057832984513,0.0922004626638761
T15331P,11600,T15331P,51.881294076071256,69,26,77,90,16,4,7,9,1.3299591158776483,0.5011440146785341,1.4841572742402742,1.7347292815795412,0.30839631672525175,0.07709907918131294,0.13492338856729766,0.17347292815795412
T02190D,11601,T02190D,135.7838645213585,29,3,55,29,20,4,5,21,0.21357471377196194,0.022093935907444337,0.4050554916364795,0.21357471377196194,0.1472929060496289,0.029458581209925783,0.03682322651240723,0.15465755135211037
T06109K,11602,T06109K,71.21983950701565,4,0,9,2,4,1,7,5,0.056164125441562844,0.0,0.1263692822435164,0.028082062720781422,0.056164125441562844,0.014041031360390711,0.09828721952273498,0.07020515680195355
T06134L,11603,T06134L,71.9278890123531,4,0,8,2,5,1,4,4,0.05561125253256116,0.0,0.11122250506512232,0.02780562626628058,0.06951406566570145,0.01390281313314029,0.05561125253256116,0.05561125253256116
T11917T,11604,T11917T,55.00948813536967,2,2,4,3,4,0,5,2,0.036357364298288244,0.036357364298288244,0.07271472859657649,0.05453604644743237,0.07271472859657649,0.0,0.0908934107457206,0.036357364298288244
T02741M,11605,T02741M,116.18150062302975,41,18,77,57,13,0,11,37,0.35289611323778075,0.15493000093365983,0.6627561151051005,0.49061166962325614,0.11189388956319878,0.0,0.09467944501501435,0.3184672241414119
T16882T,11606,T16882T,112.97059084239915,19,3,33,15,15,1,12,10,0.16818536451231061,0.026555583870364833,0.2921114225740132,0.13277791935182418,0.13277791935182418,0.008851861290121612,0.10622233548145933,0.08851861290121611
T01423X,11607,T01423X,99.26417199256902,58,15,110,69,27,1,13,52,0.5842994389188269,0.1511119238583173,1.1081541082943267,0.6951148497482594,0.27200146294497113,0.010074128257221152,0.13096366734387496,0.5238546693754998
T21181I,11608,T21181I,26.9420245034544,7,0,15,4,3,6,4,5,0.2598171491939103,0.0,0.5567510339869507,0.1484669423965202,0.11135020679739013,0.22270041359478027,0.1484669423965202,0.18558367799565023
T08259F,11609,T08259F,72.91806502546616,30,7,41,30,15,3,12,7,0.41142068141170085,0.09599815899606352,0.5622749312626578,0.41142068141170085,0.20571034070585043,0.041142068141170086,0.16456827256468035,0.09599815899606352
T18712K,11610,T18712K,22.88342505987447,6,0,12,5,9,2,5,3,0.26219851199289457,0.0,0.5243970239857891,0.2184987599940788,0.39329776798934185,0.08739950399763152,0.2184987599940788,0.13109925599644728
T00501Q,11611,T00501Q,24.098086667117496,56,19,75,70,18,0,9,21,2.3238359448849333,0.7884443384431024,3.112280283328036,2.9047949311061667,0.7469472679987286,0.0,0.3734736339993643,0.87143847933185
T11553L,11612,T11553L,70.66393393098565,0,1,1,1,1,0,0,0,0.0,0.014151490645520187,0.014151490645520187,0.014151490645520187,0.014151490645520187,0.0,0.0,0.0
T01452C,11613,T01452C,98.80263926540489,74,17,74,84,7,3,3,5,0.7489678469136869,0.17206018104773887,0.7489678469136869,0.8501797181182391,0.0708483098431866,0.030363561361365685,0.030363561361365685,0.05060593560227614
T19955F,11614,T19955F,63.3087337574445,13,3,31,13,4,2,12,17,0.20534291603125493,0.047386826776443444,0.48966387668991557,0.20534291603125493,0.0631824357019246,0.0315912178509623,0.18954730710577378,0.26852535173317954
T17793X,11615,T17793X,43.925641424689005,5,1,12,3,0,0,8,7,0.11382873050522335,0.022765746101044673,0.27318895321253606,0.06829723830313401,0.0,0.0,0.18212596880835738,0.1593602227073127
T18487U,11616,T18487U,158.09969093513752,31,1,46,26,19,2,21,17,0.19607881468103666,0.0063251230542269886,0.2909556604944415,0.16445319940990172,0.12017733803031279,0.012650246108453977,0.13282758413876677,0.10752709192185882
T19148I,11617,T19148I,90.98368265781949,5,1,6,3,6,0,10,1,0.054954908989609697,0.010990981797921939,0.06594589078753163,0.032972945393765815,0.06594589078753163,0.0,0.10990981797921939,0.010990981797921939
T00477H,11618,T00477H,14.475537767685879,41,12,87,48,14,1,32,49,2.8323645489375444,0.8289847460305008,6.01013940872113,3.315938984122003,0.9671488703689176,0.0690820621692084,2.2106259894146687,3.3850210462912114
T15836J,11619,T15836J,176.41909665948822,0,0,14,0,0,0,1,14,0.0,0.0,0.0793564884136201,0.0,0.0,0.0,0.005668320600972864,0.0793564884136201
T18330A,11620,T18330A,62.1861483895419,3,2,8,2,5,0,12,3,0.0482422545485149,0.03216150303234327,0.12864601212937307,0.03216150303234327,0.08040375758085816,0.0,0.1929690181940596,0.0482422545485149
T20425F,11621,T20425F,41.95142865510154,5,1,9,3,7,2,7,3,0.1191854523264721,0.02383709046529442,0.21453381418764977,0.07151127139588326,0.16685963325706094,0.04767418093058884,0.16685963325706094,0.07151127139588326
T14864J,11622,T14864J,30.83999224778925,3,0,20,2,2,0,3,17,0.09727628904365414,0.0,0.6485085936243609,0.06485085936243609,0.06485085936243609,0.0,0.09727628904365414,0.5512323045807068
T03068G,11623,T03068G,41.37134884445339,19,5,23,20,9,3,3,4,0.45925502867783125,0.12085658649416611,0.5559402978731641,0.48342634597666445,0.217541855689499,0.07251395189649967,0.07251395189649967,0.09668526919533289
T16678R,11624,T16678R,69.7101852549856,1,0,22,0,1,0,1,21,0.014345106046443637,0.0,0.31559233302176,0.0,0.014345106046443637,0.0,0.014345106046443637,0.30124722697531636
T16326W,11625,T16326W,48.333049325341086,46,7,68,48,16,4,23,21,0.9517297303210318,0.1448284372227657,1.4069048187354383,0.9931092838132506,0.3310364279377502,0.08275910698443754,0.4758648651605159,0.4344853116682971
T06127M,11626,T06127M,18.909685342739962,10,0,12,6,5,4,1,1,0.5288295293522334,0.0,0.63459543522268,0.31729771761134,0.2644147646761167,0.21153181174089336,0.05288295293522334,0.05288295293522334
T01158Z,11627,T01158Z,26.337207434733543,33,8,61,39,16,4,3,28,1.252980221300135,0.3037527809212449,2.316114954524492,1.4807948069910688,0.6075055618424898,0.15187639046062246,0.11390729284546683,1.063134733224357
T19324G,11628,T19324G,173.6915791640487,1,0,3,1,1,0,3,2,0.005757331499965909,0.0,0.017271994499897726,0.005757331499965909,0.005757331499965909,0.0,0.017271994499897726,0.011514662999931818
T20754T,11629,T20754T,182.4006222602211,8,0,27,11,16,2,29,13,0.043859499495494225,0.0,0.14802581079729302,0.06030681180630456,0.08771899899098845,0.010964874873873556,0.15899068567116656,0.07127168668017811
T05774H,11630,T05774H,95.30822491189589,9,4,18,11,10,4,4,7,0.09443046503404834,0.041969095570688154,0.18886093006809668,0.11541501281939241,0.10492273892672038,0.041969095570688154,0.041969095570688154,0.07344591724870426
T04958J,11631,T04958J,234.81269114758956,4,1,7,1,2,4,22,2,0.017034854378828415,0.004258713594707104,0.029810995162949723,0.004258713594707104,0.008517427189414208,0.017034854378828415,0.09369169908355628,0.008517427189414208
T16870P,11632,T16870P,18.332294888389036,0,0,1,0,0,0,2,1,0.0,0.0,0.05454854430873034,0.0,0.0,0.0,0.10909708861746067,0.05454854430873034
T02775W,11633,T02775W,67.11759038233026,7,1,7,6,3,1,2,0,0.10429456659759433,0.014899223799656332,0.10429456659759433,0.089395342797938,0.044697671398969,0.014899223799656332,0.029798447599312664,0.0
T19074H,11634,T19074H,79.06613305946165,11,2,15,9,6,2,6,2,0.13912404179078108,0.02529528032559656,0.1897146024419742,0.11382876146518452,0.07588584097678969,0.02529528032559656,0.07588584097678969,0.02529528032559656
T13704Q,11635,T13704Q,160.09980487966433,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006246103802260278,0.0
T08881V,11636,T08881V,74.35773208706446,5,0,6,2,2,1,3,2,0.06724250269152329,0.0,0.08069100322982795,0.026897001076609316,0.026897001076609316,0.013448500538304658,0.04034550161491397,0.026897001076609316
T21258M,11637,T21258M,74.91025923333913,3,0,3,2,3,1,3,0,0.04004791907948487,0.0,0.04004791907948487,0.02669861271965658,0.04004791907948487,0.01334930635982829,0.04004791907948487,0.0
T11525H,11638,T11525H,48.9117866573454,0,0,2,0,3,2,4,0,0.0,0.0,0.04088993955610589,0.0,0.06133490933415883,0.04088993955610589,0.08177987911221178,0.0
T04370N,11639,T04370N,49.39135942623378,7,3,7,4,0,0,2,1,0.14172519406870207,0.060739368886586605,0.14172519406870207,0.08098582518211547,0.0,0.0,0.040492912591057736,0.020246456295528868
T04158L,11640,T04158L,436.9081903534261,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T00374B,11641,T00374B,54.410499616281086,56,17,63,70,11,1,11,6,1.0292131186982023,0.3124396967476686,1.1578647585354778,1.286516398372753,0.2021668626014326,0.018378805691039328,0.2021668626014326,0.11027283414623597
T12950Y,11642,T12950Y,113.08506737748371,1,2,2,2,0,0,3,1,0.008842900510126143,0.017685801020252287,0.017685801020252287,0.017685801020252287,0.0,0.0,0.02652870153037843,0.008842900510126143
T00068U,11643,T00068U,84.30223315329464,47,3,272,49,16,0,8,226,0.5575178526354753,0.03558624591290268,3.226486296103176,0.5812420165774105,0.18979331153548096,0.0,0.09489665576774048,2.6808305254386684
T16235U,11644,T16235U,27.33910134650932,2,2,9,4,0,3,5,6,0.07315529412071775,0.07315529412071775,0.3291988235432299,0.1463105882414355,0.0,0.10973294118107663,0.18288823530179438,0.21946588236215325
T09575S,11645,T09575S,133.9347286901348,5,3,13,5,5,4,52,8,0.037331617041370724,0.022398970224822432,0.09706220430756388,0.037331617041370724,0.037331617041370724,0.029865293633096576,0.3882488172302555,0.05973058726619315
T04134D,11646,T04134D,847.7689392178949,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T19608P,11647,T19608P,165.94236950468417,2,3,59,3,2,0,29,57,0.012052377014801784,0.018078565522202678,0.35554512193665266,0.018078565522202678,0.012052377014801784,0.0,0.17475946671462586,0.34349274492185083
T09931S,11648,T09931S,235.53003851475864,3,3,6,3,7,1,12,3,0.012737228843156733,0.012737228843156733,0.025474457686313467,0.012737228843156733,0.029720200634032377,0.0042457429477189106,0.050948915372626934,0.012737228843156733
T05743A,11649,T05743A,69.8935802784184,14,3,20,14,4,1,13,6,0.20030451930251014,0.04292239699339503,0.2861493132893002,0.20030451930251014,0.05722986265786004,0.01430746566446501,0.18599705363804514,0.08584479398679006
T20772V,11650,T20772V,7.3056919373119955,13,4,24,13,3,0,2,13,1.7794344617250761,0.547518295915408,3.2851097754924483,1.7794344617250761,0.41063872193655604,0.0,0.273759147957704,1.7794344617250761
T11796C,11651,T11796C,26.277755122219556,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T07044O,11652,T07044O,151.02364004771573,1,1,4,2,4,2,5,1,0.006621479919859244,0.006621479919859244,0.026485919679436976,0.013242959839718488,0.026485919679436976,0.013242959839718488,0.03310739959929622,0.006621479919859244
T02085D,11653,T02085D,131.43247843676625,26,7,45,29,26,6,8,12,0.19782020630851083,0.05325928631382984,0.34238112630319184,0.22064561472872363,0.19782020630851083,0.04565081684042557,0.0608677557872341,0.09130163368085115
T05075N,11654,T05075N,64.36743881923026,7,5,13,10,1,2,3,6,0.10875063740937128,0.0776790267209795,0.2019654694745467,0.155358053441959,0.015535805344195899,0.031071610688391798,0.046607416032587695,0.09321483206517539
T13509P,11655,T13509P,270.6559051830623,5,1,23,3,8,2,9,14,0.018473640900678566,0.003694728180135713,0.08497874814312141,0.01108418454040714,0.029557825441085706,0.007389456360271426,0.03325255362122142,0.051726194521899985
T08048W,11656,T08048W,57.9237837984137,47,22,56,66,20,9,18,11,0.8114110805255637,0.3798094419481362,0.9667876704134376,1.1394283258444085,0.34528131086194197,0.1553765898878739,0.3107531797757478,0.1899047209740681
T16570G,11657,T16570G,26.894280109397464,44,5,60,43,10,5,8,15,1.6360356113278307,0.18591313765088988,2.2309576518106784,1.5988529837976528,0.37182627530177975,0.18591313765088988,0.2974610202414238,0.5577394129526696
T03388T,11658,T03388T,92.95502483279185,32,13,33,34,4,4,2,1,0.34425250337528096,0.13985257949620788,0.35501039410575846,0.365768284836236,0.04303156292191012,0.04303156292191012,0.02151578146095506,0.01075789073047753
T00520T,11659,T00520T,117.99339717474942,25,6,62,30,21,3,8,36,0.21187626255878322,0.05085030301410798,0.5254531311457824,0.2542515150705399,0.17797606054937792,0.02542515150705399,0.06780040401881064,0.30510181808464787
T10037S,11660,T10037S,60.34640165611123,2,2,5,2,6,2,15,3,0.03314199264766703,0.03314199264766703,0.08285498161916757,0.03314199264766703,0.09942597794300109,0.03314199264766703,0.24856494485750272,0.049712988971500546
T03540J,11661,T03540J,31.327815118402086,20,3,90,19,9,0,4,71,0.6384103048492494,0.09576154572738742,2.8728463718216224,0.6064897896067869,0.28728463718216224,0.0,0.12768206096984988,2.2663565822148355
P08293,11662,P08293,259.0442098078509,4,2,9,4,10,1,7,5,0.015441379689463228,0.007720689844731614,0.03474310430129226,0.015441379689463228,0.03860344922365807,0.003860344922365807,0.02702241445656065,0.019301724611829035
T03202U,11663,T03202U,55.21638912486377,40,12,43,47,9,1,6,3,0.7244225968769139,0.21732677906307418,0.7787542916426825,0.8511965513303739,0.16299508429730564,0.01811056492192285,0.10866338953153709,0.054331694765768546
T17364G,11664,T17364G,54.33720337177938,5,0,7,2,3,3,5,1,0.09201798564768986,0.0,0.1288251799067658,0.03680719425907594,0.055210791388613914,0.055210791388613914,0.09201798564768986,0.01840359712953797
T18781X,11665,T18781X,45.44533201706491,24,8,77,29,14,13,4,50,0.5281070449873245,0.17603568166244152,1.6943434360009995,0.6381293460263505,0.30806244290927265,0.28605798270146743,0.08801784083122076,1.1002230103902595
T13433M,11666,T13433M,80.53237983877641,14,3,35,14,13,3,2,19,0.17384311786175463,0.03725209668466171,0.4346077946543866,0.17384311786175463,0.16142575230020073,0.03725209668466171,0.024834731123107804,0.23592994566952416
T20287N,11667,T20287N,79.41371114569324,2,1,9,1,5,2,6,4,0.025184567893203967,0.012592283946601984,0.11333055551941786,0.012592283946601984,0.06296141973300992,0.025184567893203967,0.0755537036796119,0.050369135786407934
T06173S,11668,T06173S,49.08298037106774,3,0,8,1,6,1,5,5,0.061120982819706036,0.0,0.1629892875192161,0.020373660939902012,0.12224196563941207,0.020373660939902012,0.10186830469951005,0.10186830469951005
T07335W,11669,T07335W,18.618302460219226,7,2,12,7,5,2,24,4,0.37597412626401044,0.10742117893257441,0.6445270735954465,0.37597412626401044,0.26855294733143603,0.10742117893257441,1.289054147190893,0.21484235786514883
T11686X,11670,T11686X,40.64169156384813,2,0,3,1,3,1,4,0,0.04921055012825926,0.0,0.0738158251923889,0.02460527506412963,0.0738158251923889,0.02460527506412963,0.09842110025651853,0.0
T02432C,11671,T02432C,56.81831656522143,17,5,25,19,18,7,12,1,0.29919929043455196,0.08799979130427998,0.4399989565213999,0.3343992069562639,0.31679924869540793,0.12319970782599197,0.21119949913027194,0.017599958260855995
T18811M,11672,T18811M,188.9139746442438,0,0,1,0,2,0,0,0,0.0,0.0,0.005293414644857084,0.0,0.010586829289714168,0.0,0.0,0.0
RD0090L,11673,RD0090L,59.76843532701205,1,0,7,1,5,2,5,4,0.01673123939967113,0.0,0.11711867579769793,0.01673123939967113,0.08365619699835566,0.03346247879934226,0.08365619699835566,0.06692495759868453
T10801E,11674,T10801E,54.8117195580636,16,0,17,15,8,3,9,2,0.29190837523443774,0.0,0.3101526486865901,0.2736641017822854,0.14595418761721887,0.05473282035645708,0.16419846106937122,0.03648854690430472
T11963Z,11675,T11963Z,89.44054832596797,4,0,6,2,6,1,3,1,0.04472244496335058,0.0,0.06708366744502586,0.02236122248167529,0.06708366744502586,0.011180611240837645,0.03354183372251293,0.011180611240837645
T12758A,11676,T12758A,76.69086292043242,3,0,24,0,1,1,7,20,0.03911808898424486,0.0,0.3129447118739589,0.0,0.013039362994748286,0.013039362994748286,0.091275540963238,0.2607872598949657
T15248V,11677,T15248V,88.87625658081276,10,1,18,10,14,3,6,7,0.11251599003730847,0.011251599003730847,0.20252878206715524,0.11251599003730847,0.15752238605223184,0.03375479701119254,0.06750959402238509,0.07876119302611592
T18931T,11678,T18931T,20.075132396517457,32,8,58,37,13,4,3,26,1.5940119032814555,0.39850297582036387,2.889146574697638,1.843076263169183,0.6475673357080913,0.19925148791018193,0.14943861593263646,1.2951346714161827
T01009N,11679,T01009N,45.214697760542016,37,8,68,39,10,1,5,33,0.8183179769541482,0.17693361663873475,1.5039357414292454,0.8625513811138319,0.22116702079841843,0.022116702079841843,0.11058351039920922,0.7298511686347808
T12490R,11680,T12490R,70.70891030761072,5,2,6,5,7,0,3,1,0.07071244597389627,0.028284978389558506,0.08485493516867552,0.07071244597389627,0.09899742436345477,0.0,0.04242746758433776,0.014142489194779253
T01046S,11681,T01046S,13.760987538160894,47,10,55,53,21,1,7,11,3.4154525516183543,0.7266920322592243,3.996806177425734,3.8514677709738887,1.526053267744371,0.07266920322592244,0.5086844225814571,0.7993612354851467
T03281J,11682,T03281J,15.212351281946505,9,1,9,8,6,1,7,0,0.5916245183399683,0.0657360575933298,0.5916245183399683,0.5258884607466384,0.39441634555997884,0.0657360575933298,0.46015240315330863,0.0
T04424K,11683,T04424K,32.79911101789889,4,1,6,4,2,2,6,3,0.1219545248594436,0.0304886312148609,0.18293178728916537,0.1219545248594436,0.0609772624297218,0.0609772624297218,0.18293178728916537,0.09146589364458269
T08366H,11684,T08366H,51.580838352297185,12,1,24,11,5,3,6,10,0.23264453202640845,0.019387044335534037,0.4652890640528169,0.2132574876908744,0.09693522167767019,0.05816113300660211,0.11632226601320422,0.19387044335534037
T14854H,11685,T14854H,37.64850122174655,66,10,83,71,16,3,15,18,1.753057833863438,0.2656148233126421,2.2046030334949296,1.8858652455197589,0.4249837173002274,0.07968444699379262,0.3984222349689632,0.4781066819627558
