fid,street_id,noise_day,noise_evening,noise_night,slope_pct
283,T18676X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.564136096645033
284,RD0061I,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),3.010839410385314
285,T00788T,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),1.4312228377419682
286,T20492Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.65966306909939
287,T20337G,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),14.336542149098566
288,T12200T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.540675971332151
289,T03033V,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.6454731619631
290,T20896G,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),4.251989861354067
291,T08204Q,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.9472608267146283
292,T12384Q,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),7.039805360186839
293,T03015T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.784137126566455
294,T11053W,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),3.341103436148485
295,T15969V,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.485297304119711
296,T18594W,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),6.105510520909033
297,T20646Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.12986546233145557
298,T08871T,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.9524355931278707
299,T03215Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.7821303143920804
300,T03245F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.3228211260634721
301,T20918V,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.26499587020776866
302,T08813J,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.37833919725506326
303,T00343U,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.9615176905415952
304,T08182B,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.9283913935177064
305,T00778R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4487675960998614
306,T12223A,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.6399305117953653
307,T12281K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.27605760677956
308,T17542G,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3753324842018264
309,T02864W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.2204986336044918
310,T15646F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.568969939209443
311,T12090F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.349744745106075
312,T01677R,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9870666683765645
313,T09190F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.02991010689341446
314,T03151A,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.7483680424217303
315,T17834P,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.022233050137399787
316,T03723O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.9738900410548323
317,T08168D,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.744556230222482
318,T12346K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.20170550979916602
319,T01835N,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.4734145487818315
320,T11501Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6525788905802764
321,T12814R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.7385766374708689
322,T17972Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),7.157163455992997
323,T19974I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.31296748669911
324,T01715G,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9033057311311863
325,T09923S,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.10936249809410038
326,T04209F,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.9586044159792022
327,T11285K,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.3945044909159738
328,T17220R,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A),0.45991784614385944
329,T08464I,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),6.453372596723385
330,T01205P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.46242298517548297
331,T03190H,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.09039245621357285
332,T19683A,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8807327344454337
333,T06047N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.5566203164354733
334,T11429I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.5359870641853166
335,T17536I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.656252098413355
336,T20265H,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.191309142923353
337,T20273H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3858629006680199
338,T00108L,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),1.7520062123898588
339,T00378F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.5769226962133893
340,T09142X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.12089418310685077
341,T07579O,< 40 dB(A),< 40 dB(A),< 40 dB(A),31.355765383204144
342,T03658W,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.0372933534936175
343,T02834Q,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.55208334344468
344,T01104L,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.3423271398944109
345,T09560L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.8390577753909088
346,T18917V,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.06447880220648
347,T00977W,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A),5.893505667598324
348,T13855E,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),7.556862912844718
349,T13029E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.099058805652981
350,T16964U,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),26.035704382068076
351,T03246G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.920428389039889
352,T10302Q,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.03492638460598915
353,T10049W,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.6721542141175961
354,T04552R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.3072245907830051
355,T18714M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.6028305194609079
356,T15825G,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.3172236809719193
357,T13694F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1472140165195197
358,T16350W,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0
359,T08200M,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.435280014764787
360,T11306Y,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.744582629722774
361,T08799C,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.8149539248024548
362,T11720I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.0569974647069715
363,T06243P,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.10185136400075888
364,T01628I,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.400166215483457
365,T20879F,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),6.970540604851627
366,T20141W,60 - 65 dB(A),55 - 60 dB(A),60 - 65 dB(A),2.3334316535413326
367,T17373H,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.034009075326872
368,T20814O,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.013118926631551
369,T19371N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.10269739607781374
370,T17243Y,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.7051822730185746
371,T21572T,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.550379637466352
372,T16654J,40 - 45 dB(A),< 40 dB(A),< 40 dB(A),2.0232557104326787
373,T09197M,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.22130143606115274
374,T09596X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.8713497407337485
375,T07071R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.4542054204798527
376,T06649H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.12523392013386817
377,T05732X,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.237361343107281
378,T02150V,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8167525936027122
379,P72464,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.0
380,T20667V,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6691336317746306
381,T06362V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8009530075321455
382,T01744L,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.5932551523696101
383,T16522Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.355518770878133
384,T08430Y,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.633305295415853
385,T10405W,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.197750558172516
386,T00030G,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.4385121020127202
387,T02376L,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.19232967264186207
388,T13777H,< 40 dB(A),< 40 dB(A),< 40 dB(A),9.544381708272672
389,T09116V,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.5682396374642948
390,P12920,40 - 45 dB(A),< 40 dB(A),< 40 dB(A),0.4358017166937984
391,T02072Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.10355650587265312
392,T19882F,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.36936613946372854
393,T20591S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.7935585521800013
394,T10205Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.07615984507029451
395,T19288T,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.336834113742677
396,T10010H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.01934349738533389
397,T05411J,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),6.9523183012458425
398,T03166H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.5291665099064902
399,LRD0009,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),5.173396375604492
400,T01194D,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.5393583163655763
401,T17964Y,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),13.794516275232777
402,T11950U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.821147430746772
403,T12466R,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.3510381388606967
404,T07963S,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.6246210039541387
405,T04881F,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.239262058148193
406,T13591Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.713048867936192
407,T20934V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.093872101384101
408,T10431Y,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.20399633573619685
409,T08096E,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.9939583479860825
410,T05731W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.619279808140006
411,P72650,40 - 45 dB(A),< 40 dB(A),< 40 dB(A),0.40266120581606385
412,T19517N,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.3186053038425665
413,T16516A,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.6324301878245744
414,T01022K,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),2.1830502843754918
415,T03040U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.591634669898736
416,T10520Y,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),3.9846167818103537
417,T04463R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),13.94089356011213
418,T01716H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.9128114430506362
419,T11284J,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.4323424686425235
420,T16625E,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A),2.8812955119181227
421,T21418K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.27704353540465865
422,T20001L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2311317358639735
423,T01988D,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.35859097796090544
424,T17773T,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),1.6352572419782587
425,T15954O,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.025685900832863
426,T03868E,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.8152385247616993
427,T03837X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.128906014984263
428,T03563Q,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),3.275844786576761
429,T17201O,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6910863534045293
430,T16893W,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),11.579756824596895
431,T06889V,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),3.0681231558348636
432,T06954N,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),2.5355351453930646
433,T09656S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.34923443334915477
434,T18219C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.2919829816748613
435,T01074W,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.43385855165369014
436,T04503I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.591228013467036
437,T21478W,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.8848647937264715
438,T00990T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.012113985518801
439,T14615U,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.9127302772506918
440,T18964C,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.024834055713239
441,T18698D,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.0328624379508415
442,RD0095Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.0630047172262138
443,T13489C,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1824105340759807
444,T06565E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.2272629998754085
445,T12133Z,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.501555167492688
446,T21161E,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.45062422030365673
447,T17832N,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5636622775309766
448,T07231P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.452094585151094
449,T17632H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.865947348017415
450,T13360M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.3732450105117704
451,T13074J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.938079128997102
452,T06154P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.220373237110476
453,T08522B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.3628943326012153
454,T18602F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3648668410264204
455,T12930U,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.1142826632706544
456,T09866A,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.1333383281701952
457,T09007R,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.607867357335487
458,T03513G,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.600314427358209
459,T10422X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.09059080816307162
460,T17530C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.882910945530559
461,T08454G,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.5198257006926464
462,T16226T,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.30528081937657336
463,T03504F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.3423831192280886
464,T03458Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.154075065736843
465,T11492P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),6.627498807329724
466,T08468M,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),15.702003117115945
467,T21331E,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.066647163511052
468,T07500R,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.8955343555500632
469,T07120J,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),3.6797816007085418
470,T02840O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.1564514239509456
471,T02245B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.2559296739806913
472,T07783Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.2047164945647047
473,T08080W,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.846517724837506
474,T02505C,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.9449702261891983
475,T04236I,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),13.16960824275557
476,T04547U,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.242033317189728
477,T01584N,50 - 55 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.29850150371916223
478,T06056O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5784008875246978
479,T07373C,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.3398857349099096
480,T10402T,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),4.710011142907526
481,T07638I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.459603519141625
482,T11237C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.1206588785261635
483,T04715S,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.1308188798730923
484,RD0035I,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.5117970667739958
485,T05364T,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.4813280997288016
486,T05239P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.438570161611111
487,T04732T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.2563292429056645
488,T10805I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.513847531982946
489,T14420L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6512157721933618
490,T13303D,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),2.8817373746969204
491,T06014E,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.21528246525746977
492,T02593S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.120820866354007
493,T18095I,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.4694029618314586
494,T21341G,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.08776948737200913
495,T06655F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.08190289465228288
496,T09995I,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.17205893395422664
497,T11274H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.684676729949285
498,T15386E,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3769470830751576
499,T00687P,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),1.5968078250655529
500,T12673W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.0302087059982257
501,T11582Q,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.48791177344542325
502,T11954Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.560371557600253
503,T08404W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.6219036560445135
504,T07829N,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.9055676086566238
505,T05541S,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),9.391127945401708
506,T21082G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),8.279198025106494
507,T08760N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.9668885942506462
508,T12935Z,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.78160962362001
509,T12987L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),10.328862569944258
510,T05734Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.3143615642539035
511,T21531K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.81397192131345
512,T21513I,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.6857806186452631
513,T07860M,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.3420380237430678
514,T08057X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.0341684486872924
515,RL0021U,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.6634349766155662
516,T01740H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.04512939773626326
517,T02209X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.4712471411420642
518,T07238W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.160722115541194
519,T07921I,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.36108015265314
520,T10672N,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.176084504947976
521,T03181G,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.16074975288777502
522,T09243B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3720821381452904
523,T21283N,< 40 dB(A),< 40 dB(A),< 40 dB(A),5.923866025593886
524,T17618J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.7910087982438583
525,T16637I,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.058650329054803
526,T19104W,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),6.98420453868396
527,T07351W,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.3235122404114605
528,T17627K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.02136365338699268
529,T02090A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.7016059099530666
530,T21304B,55 - 60 dB(A),50 - 55 dB(A),50 - 55 dB(A),13.606819933216846
531,T07165W,< 40 dB(A),< 40 dB(A),< 40 dB(A),15.66964664852469
532,T05189W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.2676412077799672
533,T02825P,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3580189817479631
534,T03476S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),8.21912912013963
535,T05909E,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.0144827190729848
536,T14653A,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.2500296469929122
537,T19798K,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.987673519109535
538,T16913J,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.60359346140614
539,T12371L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.2678665253794286
540,T09595W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.6794501926712887
541,T15382A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.8092901259691496
542,RD0099U,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.8831234744003713
543,T15301J,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.8237373061337117
544,T17598W,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.3188670675142014
545,T09249H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.22643632792225393
546,T08239B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5452452688657723
547,T14523R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.297329209333168
548,T03356L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.7144582044057624
549,T05139M,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.2720884752211257
550,T02564N,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.9095262945781942
551,T02786Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.520827615296463
552,T14840B,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.07500165180662208
553,T18807Q,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.929206212741946
554,T06150L,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.030055255424759557
555,T00402O,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A),1.142679342228333
556,T14663C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.6274632409073027
557,T06291X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2239184406932846
558,T01808K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.0363262724597722
559,T00102F,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.06725968202102954
560,T08438G,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),18.311027588603498
561,T19212Z,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),7.914094954000202
562,T09984F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.42372559421264355
563,T19536Q,< 40 dB(A),< 40 dB(A),< 40 dB(A),7.647119033849539
564,T11891A,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.5123883111537866
565,T21061B,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.0848370937397815
566,T06939O,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),3.949765765664985
567,T03679B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.108770161835327
568,T17216V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.9330514311722478
569,T21329K,45 - 50 dB(A),40 - 45 dB(A),40 - 45 dB(A),2.065383999461704
