fid,street_id,noise_day,noise_evening,noise_night,slope_pct
5827,T09022Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.4432146190465862
5828,T21570R,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.4908930250457724
5829,T21300X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2232646330173984
5830,T03539Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4524004038695169
5831,T18195L,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),13.867722163634935
5832,T21509M,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.40146650443097753
5833,T21508L,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.5031109711234387
5834,T05426Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),9.635152931862212
5835,T06676K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4049619854286655
5836,RD0115K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.8440228774389595
5837,T09714L,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.958178251010932
5838,T20939A,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.2386547398436678
5839,T02865X,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.0498342084499144
5840,T07255X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.3165359576352673
5841,T16872R,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.3185385942367856
5842,T12327H,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),10.275047443752056
5843,T16364C,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.861177344658864
5844,T02251Z,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.5416870793124264
5845,T06869R,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1556578664882715
5846,T10969B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.5237591579312735
5847,T07227T,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.4580566287456853
5848,T07049T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.7317123766739915
5849,T17259G,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.5313520815381618
5850,T10300O,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5517287395499935
5851,T07959W,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6802999614981193
5852,T04406I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.72000259783629
5853,T20302V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.03639003562161242
5854,T12491S,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.1895081049980493
5855,T07606A,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.6991194034763673
5856,T14762E,40 - 45 dB(A),< 40 dB(A),< 40 dB(A),11.78864855509922
5857,T01306T,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.41308208911887906
5858,T15370W,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.022795659117475
5859,T04372P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4329387604406308
5860,T01713E,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.846999339303439
5861,LRD0040,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2545481934634872
5862,T09541I,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4667850551692566
5863,T17119V,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.5768553962422516
5864,T09024S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.864455384243032
5865,T03196N,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),2.459134549432417
5866,T08353C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.6803864818572247
5867,T03659X,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.682067114739415
5868,T17036T,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.247409828030696
5869,T02498U,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.3414599294452993
5870,T20884C,40 - 45 dB(A),40 - 45 dB(A),40 - 45 dB(A),2.9882192839278425
5871,T12282L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),9.039190376962896
5872,T19541N,< 40 dB(A),< 40 dB(A),< 40 dB(A),1.6621655009164022
5873,T11323Z,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.953955444554131
5874,T19538S,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.5002081493910835
5875,T09175G,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.2664536053918001
5876,T05929I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6940635265262272
5877,T03199Q,50 - 55 dB(A),50 - 55 dB(A),60 - 65 dB(A),5.070587147957357
5878,T15231M,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),8.487554210256215
5879,T00469H,45 - 50 dB(A),50 - 55 dB(A),50 - 55 dB(A),2.490137123346356
5880,T03934X,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A),0.0030482581480454156
5881,T09901M,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.031296393273274666
5882,T17260Z,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.0682169393047796
5883,T12168K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.5103380535362634
5884,T14753D,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.6508926357371643
5885,T12245G,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.3261552341443767
5886,T11870V,< 40 dB(A),< 40 dB(A),< 40 dB(A),9.108240218075675
5887,T05024C,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),11.69722964502493
5888,T21088M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.874206724929322
5889,T01899D,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.2923868158990181
5890,T01166Z,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.0798446714973395
5891,T21339M,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0779748124714006
5892,T12791B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.082529022794093
5893,T04180J,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.04309028470235605
5894,T08924P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.9762835479483454
5895,T12874D,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),7.4098324936892235
5896,T19494X,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3726387490635888
5897,T18001M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1609570871974253
5898,T04707S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.176763463519993
5899,T17997H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.57162957838011
5900,T15052L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.11438998927317438
5901,T16586O,55 - 60 dB(A),55 - 60 dB(A),65 - 70 dB(A),0.5392740513815808
5902,T18934W,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.073836429982679
5903,T10709J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.107626445407085
5904,T05005Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.037492229427224
5905,T15525X,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),27.801220646753567
5906,T12542M,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),12.562239061029556
5907,T12191J,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.7944622363220075
5908,T04879L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),14.507479545059754
5909,T02972Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.16536313292402702
5910,T21540L,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),5.957625880683643
5911,T14375X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.3925191405213024
5912,T16515Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.318821563131524
5913,T10670L,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.987941737654865
5914,T05279X,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.056289656633081
5915,T16344Y,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.5326358581842765
5916,T02770R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.6226757899693314
5917,T20231X,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.09501159362639279
5918,T15704Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.35858526690120424
5919,T10312S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.028920478747700904
5920,T19242F,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.325157356578625
5921,T00240O,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.020021643754421677
5922,T02132T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.4030204602736028
5923,T17082Z,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.1512689670834337
5924,T11575R,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.409192929574905
5925,T03662S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),8.123155315883361
5926,T10702C,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.011639197448394
5927,T13860B,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),5.716744570636973
5928,T01571I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.2340280915602861
5929,T13426N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.6252929551139331
5930,T02662O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.0758688396453935
5931,T07026M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),9.059677893805922
5932,T03292M,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.774761276701502
5933,T11293K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.0032216244313
5934,T12112U,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.206785319355747
5935,T00265X,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.37690001434578124
5936,T03900N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.160060930064402
5937,T08902J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.731229778460575
5938,T05167Q,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.285802620685668
5939,T12143B,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.8171017710880704
5940,T08297L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2849865991690375
5941,T07524Z,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A),11.154824355736904
5942,T13078N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.22955578300685614
5943,T09822O,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.9487852816238743
5944,T10905L,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.1580457135780073
5945,T11865Y,< 40 dB(A),< 40 dB(A),< 40 dB(A),5.805849822530882
5946,T20215X,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.1074984852532794
5947,T16783R,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.09865336376215085
5948,T08962V,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.258836545542076
5949,T12820P,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),20.194078321161026
5950,T08030M,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),4.335048435016496
5951,T20515G,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A),0.28913982975165575
5952,T07484I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.0823642847776975
5953,T07937Q,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),3.563925993846976
5954,T03126Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.196521587365557
5955,T17664P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3349429986232161
5956,T03549S,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.32880170547747
5957,T02570L,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.7729029168240278
5958,T21188P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.8726735657908378
5959,T05779M,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.1055025886947443
5960,T02359K,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.8304009215105512
5961,T15869S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.25356644966619263
5962,T05212E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.1926407287874368
5963,T09141W,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.7199026853088338
5964,T18863Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.5349850108661072
5965,T09781W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.1054511719426972
5966,T12286P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.1769043293885453
5967,T05128J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),5.361274912497569
5968,T17365H,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.27040087773868
5969,T17881W,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),1.0955538637503197
5970,T03496W,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.9764418887642403
5971,T02486Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.5266463079086259
5972,T03905S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.7144625117802335
5973,T09191G,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.2833034210517016
5974,T05424O,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.4572156430531913
5975,T04181K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.11597285044742253
5976,T11287M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.2264075007957607
5977,T15241O,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.710287584338197
5978,T15430R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.3505030544324224
5979,RD0044R,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),8.945322033873463
5980,T15470Z,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.7542461971589004
5981,T04255L,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.7071609429463788
5982,T14839I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.026732653261627
5983,T11997J,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),5.985767915090872
5984,T20099L,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.912371541133474
5985,T20269L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.491225791088439
5986,T02032Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.8232762870427626
5987,T08398P,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.830898098816343
5988,T07454C,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4095387099532661
5989,T07575K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.3605079557640852
5990,T02478Q,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.634786779536821
5991,T16641E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.4352414720714044
5992,T06506T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.232371619610531
5993,T15059S,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),5.132372296669438
5994,T01565K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.9864929483734906
5995,T16643G,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),2.8475752930259257
5996,T11453I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.6439695961590655
5997,T18436J,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.5513583719766788
5998,T20055Z,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5784971165364484
5999,T20525I,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),51.69884265974375
6000,T15270T,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.11889348389474104
6001,T18902O,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.495841089926539
6002,T19643S,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.5660100350538676
6003,T16871Q,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.1511026812229048
6004,T01226U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.1489926227536678
6005,T03291L,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.153190030516745
6006,T11552K,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.9930673258495384
6007,T12720M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),8.592181321565752
6008,T19421G,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.22880684575304605
6009,T09000K,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),2.6312323072942423
6010,T12332E,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.38536751939568
6011,T10877Y,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),21.614403005580872
6012,T20914R,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),12.13739852292698
6013,T21012S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.8925297508469987
6014,T17729P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6572684289136492
6015,T16511V,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.2216036235723393
6016,T03023T,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),22.84597974732363
6017,T00712Z,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.6773417204785647
6018,T00249X,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.0
6019,T14081M,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.022438960739476
6020,T02518H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.5140949129432517
6021,T16297I,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.874333580644464
6022,T19455Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),1.873087643880989
6023,T18014R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.941691573185148
6024,T00608A,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.37921648803097113
6025,T16339B,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),1.6845904454199672
6026,T00944N,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A),0.6245665461771622
6027,T10651I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.2680830361053367
6028,T13020V,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.9938797884477624
6029,T21176L,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.122466788719761
6030,T15675K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.31452221956863186
6031,T15757L,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),1.1266497852449835
6032,T00003D,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5813841315115129
6033,T07478K,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.4966507056664728
6034,T12504G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.5369329900544693
6035,T07834K,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.7644100698653005
6036,T15421Q,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),3.96509222480545
6037,T07355A,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.9450667797046584
6038,T07761K,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.719280746804096
6039,T14998W,< 40 dB(A),< 40 dB(A),< 40 dB(A),32.91295419963969
6040,T07161S,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.9302792307781753
6041,T02225X,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.4541113329253647
6042,T08810G,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.9493315427064242
6043,T06363W,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.0674063572091315
6044,T01001F,55 - 60 dB(A),55 - 60 dB(A),< 40 dB(A),8.706608619266976
6045,T16285E,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.91813263801669
6046,T05402I,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.273271547491473
6047,T15448B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.092149956712323
6048,T10645K,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),10.50190745289119
6049,T16118Q,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),1.2083211429952803
6050,T18253E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.5623698264411577
6051,T02613F,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),3.4604977817420215
6052,T07443Z,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),2.5015507371562067
6053,T06393C,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.5811558518627831
6054,T09627N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),1.4491769418085243
6055,T16448F,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),1.0065214941674383
6056,T16174Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),9.170994485770368
6057,T01873T,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A),0.31038581593903786
6058,T09722L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.0314690889269684
6059,LRD0015,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),7.66190065008028
6060,T02316Z,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A),0.11937367109411778
6061,T08584P,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.752647110315754
6062,T21250E,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.359184997818422
6063,T11592S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),7.176265559505554
6064,T08155Y,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),2.618095935253023
6065,T18759Z,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A),2.7858751072566648
6066,T18882B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),7.663015895452027
6067,T09549Q,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.39596871766246106
6068,T20374L,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.179569988630582
6069,T00638G,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A),0.6995545881198576
6070,T04322F,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),5.333501300358339
6071,T03046A,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.0769327329439715
6072,T09834S,55 - 60 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.878126581220442
6073,T17708K,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),0.5073086986008964
6074,T07962R,55 - 60 dB(A),60 - 65 dB(A),60 - 65 dB(A),3.141718211249029
6075,T14502M,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),2.59747420132754
6076,T10004J,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.3957920453356379
6077,T01024M,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),2.520233955227953
6078,T05038I,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),14.164481779919983
6079,T03257J,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.76081106439164
6080,T12679C,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),6.478997503972026
6081,T07272Y,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A),3.2083764931576346
6082,T13076L,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.21972499880805835
6083,T13413I,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A),0.5773258810791132
6084,VA0009I,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),3.7501140501874204
6085,T13830V,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A),16.626822427579764
6086,T11344E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.8880791803968706
6087,T16626F,< 40 dB(A),< 40 dB(A),< 40 dB(A),0.5536707040687806
6088,T03647T,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),1.616972209226726
6089,T02021N,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.08669871633183454
6090,T01564J,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A),0.8436868738230963
6091,T00034K,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.5322496542702865
6092,T14482Z,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),1.6097765476224692
6093,T15477G,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),1.7771381857150632
6094,RD0084F,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),12.374964152838656
6095,T11059C,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),4.69107545382018
6096,T04268Q,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),4.628076657499731
6097,T12393R,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),2.179670657902443
6098,T05816A,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.2854177655690966
6099,T17042R,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),12.580806648721376
6100,T13348Q,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),5.235120071914497
6101,T01392H,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A),1.8530076823329622
6102,T06953M,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.577672617236831
6103,T17205S,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),4.679686902306079
6104,T18218B,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.3562879592051886
6105,T20236C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),3.362418105021521
6106,T18007S,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),6.332299181919009
6107,T13784G,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A),3.867684110813665
