fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
13035,T10989F,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13036,T19268P,residential,1,1,1,1,6,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13037,T12707P,residential,1,1,1,1,4,2,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13038,T16292D,tertiary,2,1,1,1,5,1,5,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13039,T16064T,primary,9,1,1,1,12,3,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13040,T21347M,residential,1,3,1,2,3,6,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13041,T03387S,residential,2,5,1,2,3,18,1,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13042,T06086U,tertiary,5,4,35,2,7,6,61,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13043,T01543E,residential,1,11,1,1,1,30,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13044,T09779C,residential,2,1,1,2,4,2,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13045,T19963F,living_street,1,4,2,1,1,5,24,1,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A)
13046,T11945X,residential,1,1,18,1,1,2,45,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13047,T10353B,tertiary,2,9,1,1,5,18,13,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13048,T19645U,residential,6,1,1,2,6,1,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13049,T04482U,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
13050,T15900A,track,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13051,T17547L,pedestrian,1,1,1,1,1,1,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
13052,T21536P,residential,6,3,1,4,16,3,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13053,T08535G,residential,1,1,1,1,1,2,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13054,T08463H,primary,6,3,1,1,10,7,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13055,T05514P,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
