fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
5765,T05693H,residential,3,4,1,2,7,11,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5766,T19858F,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
5767,T20897H,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5768,T06184V,living_street,2,1,1,1,5,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5769,T04792F,primary,1,1,1,1,1,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5770,T06729G,living_street,1,3,1,1,1,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5771,T11541H,residential,1,1,1,1,5,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5772,T15417U,primary,1,1,1,1,2,1,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5773,T05080K,tertiary,2,6,1,2,2,11,2,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5774,T14274T,residential,4,5,102,2,7,11,211,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5775,T11835S,residential,1,1,1,1,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
5776,T09020O,secondary,1,15,1,1,4,34,59,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5777,T19837A,trunk,8,1,22,4,9,1,25,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5778,T10798A,pedestrian,1,5,1,1,1,10,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5779,T15201G,residential,1,1,7,1,1,1,7,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5780,T20370H,residential,1,2,1,1,1,16,11,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5781,T12946C,residential,1,1,1,1,1,1,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5782,T05919G,residential,4,1,28,1,5,2,95,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5783,T09419H,residential,1,1,1,1,2,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5784,T12594Y,living_street,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
5785,T20854W,residential,7,5,1,10,12,18,1,17,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5786,T03231Z,pedestrian,2,6,1,2,5,14,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5787,T16517B,tertiary,3,2,1,1,5,6,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5788,T13703P,track,1,1,1,1,1,1,1,3,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
5789,T10090X,pedestrian,1,1,2,1,2,1,5,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5790,T02167E,secondary,7,2,85,2,15,22,121,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5791,T10514A,residential,2,3,1,2,6,10,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5792,T20448M,primary,1,1,1,5,1,2,1,8,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5793,T17839U,secondary,1,2,1,1,5,9,12,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5794,T10112M,tertiary,2,2,39,1,6,8,97,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5795,T04283P,residential,1,3,1,1,1,4,13,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5796,T16242T,residential,3,1,1,1,4,4,6,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5797,T11175F,residential,1,1,1,1,4,3,1,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5798,T04318J,residential,1,1,1,1,1,2,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5799,T04447R,tertiary,5,1,1,3,9,6,1,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5800,T01522Z,residential,1,10,1,1,1,31,15,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5801,T07258A,living_street,2,2,1,1,5,7,2,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5802,T04175M,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5803,T19977L,residential,1,1,1,1,7,1,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5804,T16679S,tertiary,2,1,1,1,2,1,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5805,T08498S,primary,4,4,1,1,7,7,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5806,T06001Z,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5807,T19897M,secondary,7,5,10,1,11,8,22,4,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
5808,T16473G,pedestrian,6,1,82,1,10,2,154,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5809,T02861T,living_street,1,2,26,1,1,5,61,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5810,T12545P,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5811,T11804L,residential,1,1,1,1,1,1,1,2,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
5812,T18549R,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5813,T17943T,pedestrian,1,8,1,1,1,26,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5814,T18685Y,trunk,5,1,12,3,9,2,65,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5815,T08552H,residential,1,1,1,1,1,4,2,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5816,T09999M,tertiary,2,6,82,1,2,16,155,2,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5817,T16746M,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5818,T18794C,secondary,7,6,47,1,11,13,109,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5819,T04636U,residential,1,1,1,2,2,1,1,7,< 40 dB(A),< 40 dB(A),< 40 dB(A)
5820,T09572P,residential,6,1,1,2,7,5,10,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5821,T04169O,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A)
5822,T14814Z,residential,7,2,5,1,16,6,28,1,75 - 80 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5823,T21081F,primary,7,1,1,1,13,7,13,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5824,T19071E,residential,2,1,1,3,2,2,1,7,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5825,T16716G,tertiary,1,1,1,1,1,1,1,3,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5826,T09823P,pedestrian,1,1,1,1,2,2,7,2,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
5827,T09022Q,primary,3,6,44,5,4,13,94,9,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5828,T21570R,residential,1,1,1,1,5,3,50,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5829,T21300X,living_street,7,3,1,1,7,6,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5830,T03539Q,residential,1,1,1,1,1,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5831,T18195L,residential,1,1,1,1,1,1,1,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5832,T21509M,residential,1,1,1,1,1,5,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5833,T21508L,residential,1,2,1,1,1,3,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5834,T05426Q,residential,5,1,1,1,5,1,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5835,T06676K,tertiary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5836,RD0115K,trunk,3,1,1,1,7,2,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5837,T09714L,primary,5,1,111,1,8,2,225,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5838,T20939A,living_street,1,1,1,1,3,2,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5839,T02865X,residential,1,1,19,1,1,4,67,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5840,T07255X,residential,6,7,1,1,6,13,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5841,T16872R,secondary,1,5,26,1,7,21,82,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
5842,T12327H,residential,1,1,1,2,3,1,1,6,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5843,T16364C,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5844,T02251Z,residential,12,12,18,3,15,18,57,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5845,T06869R,secondary,1,1,1,2,7,3,1,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5846,T10969B,living_street,1,1,1,1,2,4,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5847,T07227T,tertiary,2,1,1,1,7,1,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5848,T07049T,residential,4,1,1,1,8,1,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5849,T17259G,living_street,1,1,1,1,1,2,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5850,T10300O,residential,3,4,23,1,7,9,107,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5851,T07959W,residential,1,6,1,1,1,16,3,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5852,T04406I,primary,3,3,1,1,6,7,16,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5853,T20302V,residential,1,8,1,1,1,34,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5854,T12491S,residential,9,1,28,3,15,3,56,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5855,T07606A,residential,1,5,1,1,1,11,3,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5856,T14762E,living_street,1,1,1,1,1,1,1,1,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
5857,T01306T,residential,1,18,1,1,1,41,6,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
5858,T15370W,secondary,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5859,T04372P,residential,1,1,1,1,1,2,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5860,T01713E,primary,4,5,1,1,5,10,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5861,LRD0040,residential,1,1,6,5,4,1,112,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5862,T09541I,residential,2,2,1,1,4,5,30,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5863,T17119V,track,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5864,T09024S,secondary,2,7,27,5,3,15,79,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5865,T03196N,residential,1,6,1,1,2,16,1,4,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5866,T08353C,residential,1,2,1,2,5,3,9,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5867,T03659X,residential,1,3,1,1,1,17,11,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5868,T17036T,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5869,T02498U,secondary,4,8,1,1,4,22,3,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5870,T20884C,residential,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),40 - 45 dB(A)
5871,T12282L,residential,2,1,1,2,3,3,1,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5872,T19541N,residential,1,1,1,2,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
5873,T11323Z,secondary,8,4,20,8,15,8,36,8,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5874,T19538S,residential,1,1,1,2,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5875,T09175G,living_street,2,6,44,2,4,14,115,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5876,T05929I,residential,5,2,1,1,8,3,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5877,T03199Q,living_street,1,3,1,1,4,28,1,1,50 - 55 dB(A),50 - 55 dB(A),60 - 65 dB(A)
5878,T15231M,tertiary,1,1,1,1,1,1,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5879,T00469H,pedestrian,1,14,1,1,4,30,2,2,45 - 50 dB(A),50 - 55 dB(A),50 - 55 dB(A)
5880,T03934X,secondary,6,1,1,1,6,1,1,1,50 - 55 dB(A),45 - 50 dB(A),45 - 50 dB(A)
5881,T09901M,residential,1,1,3,1,1,1,6,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5882,T17260Z,living_street,1,1,1,1,1,2,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5883,T12168K,primary,2,1,1,3,4,4,46,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5884,T14753D,tertiary,2,2,20,4,5,2,64,8,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5885,T12245G,living_street,1,1,1,1,1,1,15,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5886,T11870V,residential,1,1,2,1,1,1,21,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
5887,T05024C,residential,1,3,1,1,1,3,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5888,T21088M,living_street,1,2,1,1,10,6,2,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5889,T01899D,tertiary,3,8,1,1,4,26,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5890,T01166Z,living_street,1,6,1,1,2,19,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5891,T21339M,residential,1,1,6,1,2,1,26,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5892,T12791B,living_street,1,3,1,1,4,3,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5893,T04180J,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5894,T08924P,residential,1,1,1,1,2,5,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5895,T12874D,residential,1,1,1,1,1,1,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5896,T19494X,residential,4,9,1,1,4,25,13,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5897,T18001M,residential,1,1,2,1,2,6,2,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5898,T04707S,residential,1,2,1,1,1,5,7,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5899,T17997H,residential,1,2,1,2,1,6,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5900,T15052L,tertiary,3,7,22,3,9,29,55,6,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5901,T16586O,pedestrian,1,17,21,1,1,44,37,1,55 - 60 dB(A),55 - 60 dB(A),65 - 70 dB(A)
5902,T18934W,living_street,4,1,14,1,5,3,14,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5903,T10709J,residential,1,3,1,1,1,4,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5904,T05005Z,residential,5,2,28,2,6,3,60,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5905,T15525X,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5906,T12542M,living_street,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5907,T12191J,tertiary,5,4,10,3,15,8,63,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5908,T04879L,residential,1,1,1,1,1,2,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5909,T02972Z,residential,4,1,26,1,7,3,110,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5910,T21540L,residential,1,1,1,4,1,2,1,5,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5911,T14375X,residential,4,2,1,1,4,5,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5912,T16515Z,residential,1,4,1,1,1,13,4,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5913,T10670L,tertiary,2,1,1,1,7,1,2,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5914,T05279X,living_street,1,1,1,1,3,2,24,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5915,T16344Y,residential,1,1,16,1,3,1,50,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5916,T02770R,living_street,1,1,1,1,1,4,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5917,T20231X,tertiary,11,7,11,5,18,25,43,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5918,T15704Y,living_street,9,7,1,3,12,23,1,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5919,T10312S,residential,17,3,114,1,17,9,225,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5920,T19242F,tertiary,1,1,2,1,3,2,9,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5921,T00240O,pedestrian,1,10,1,1,1,35,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5922,T02132T,tertiary,5,15,57,1,5,24,130,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5923,T17082Z,tertiary,4,1,1,1,5,5,1,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5924,T11575R,residential,5,1,1,1,5,1,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5925,T03662S,residential,1,3,1,1,1,15,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5926,T10702C,residential,1,2,1,1,1,4,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5927,T13860B,residential,1,1,1,8,1,1,1,11,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5928,T01571I,residential,1,6,1,1,1,30,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5929,T13426N,residential,3,4,38,1,7,7,113,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5930,T02662O,primary,6,2,39,1,11,5,79,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5931,T07026M,residential,1,1,1,1,1,1,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5932,T03292M,residential,3,9,37,4,7,20,77,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5933,T11293K,tertiary,2,1,1,1,5,2,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5934,T12112U,living_street,2,1,1,1,4,5,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5935,T00265X,living_street,3,3,1,1,11,7,1,7,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5936,T03900N,tertiary,1,1,1,2,1,1,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5937,T08902J,residential,3,1,1,1,6,7,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5938,T05167Q,living_street,1,2,1,1,1,8,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5939,T12143B,pedestrian,1,1,31,1,5,1,116,4,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5940,T08297L,living_street,1,2,1,1,3,8,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5941,T07524Z,residential,1,1,1,1,1,1,1,2,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
5942,T13078N,residential,9,4,101,2,10,9,229,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5943,T09822O,pedestrian,1,1,1,1,1,2,5,2,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
5944,T10905L,residential,1,1,3,1,4,1,10,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5945,T11865Y,residential,1,1,10,1,1,1,27,4,< 40 dB(A),< 40 dB(A),< 40 dB(A)
5946,T20215X,living_street,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
5947,T16783R,secondary,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
5948,T08962V,secondary,1,6,4,1,2,9,26,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5949,T12820P,residential,1,1,1,2,1,1,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5950,T08030M,living_street,1,4,32,1,1,9,37,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
5951,T20515G,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
5952,T07484I,secondary,1,5,1,2,3,13,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5953,T07937Q,living_street,1,13,1,1,1,25,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5954,T03126Z,tertiary,4,7,14,3,10,19,38,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5955,T17664P,residential,8,5,85,1,16,10,187,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5956,T03549S,residential,1,2,1,1,1,4,3,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5957,T02570L,secondary,4,16,52,1,5,29,118,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5958,T21188P,residential,4,3,1,1,13,12,13,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5959,T05779M,residential,3,1,67,2,4,3,184,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5960,T02359K,residential,7,8,32,1,8,13,80,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5961,T15869S,secondary,1,1,1,4,12,5,1,8,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5962,T05212E,residential,3,2,1,3,11,6,78,7,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5963,T09141W,pedestrian,4,5,115,1,4,13,255,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5964,T18863Y,primary,5,2,18,1,7,6,52,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5965,T09781W,residential,1,1,1,1,3,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5966,T12286P,tertiary,3,2,1,1,6,4,7,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5967,T05128J,residential,1,1,1,1,5,2,1,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5968,T17365H,tertiary,17,6,9,1,24,24,31,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5969,T17881W,primary,5,1,2,6,10,7,13,9,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
5970,T03496W,living_street,1,6,1,1,7,12,8,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
5971,T02486Q,tertiary,10,2,64,1,12,5,96,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5972,T03905S,tertiary,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5973,T09191G,secondary,2,7,1,1,4,19,10,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5974,T05424O,living_street,1,1,1,1,2,1,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5975,T04181K,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5976,T11287M,residential,2,1,1,2,5,2,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5977,T15241O,living_street,1,5,1,1,3,12,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5978,T15430R,residential,3,2,150,1,12,7,190,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5979,RD0044R,trunk,1,1,20,1,2,1,98,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5980,T15470Z,residential,7,1,1,7,12,3,1,10,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
5981,T04255L,tertiary,1,3,5,1,2,8,19,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5982,T14839I,residential,1,1,1,2,1,3,1,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5983,T11997J,residential,1,1,1,1,1,1,16,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
5984,T20099L,residential,3,1,1,2,4,1,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5985,T20269L,living_street,4,2,106,1,6,4,190,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5986,T02032Q,pedestrian,4,13,32,1,5,22,60,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5987,T08398P,living_street,3,6,1,1,12,10,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5988,T07454C,residential,1,2,1,1,1,12,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5989,T07575K,residential,2,2,1,5,2,2,1,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
