fid,TRAM,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m
11723,T07971S,2,0,5,0
11724,T18697C,5,0,7,0
11725,T17929V,0,0,0,0
11726,T05798P,11,0,21,0
11727,T01107O,0,0,0,0
11728,T01686S,27,0,37,0
11729,T19399Z,3,0,6,0
11730,T06144N,2,0,14,0
11731,T03051X,14,0,16,0
11732,T08891X,3,0,8,0
11733,T21133A,12,0,22,0
11734,T08089F,2,0,8,0
11735,T00482E,3,0,9,0
11736,T11228B,4,0,16,0
11737,T11905P,31,0,38,0
11738,T02506D,2,0,12,0
11739,T00362X,3,0,9,0
11740,T04173K,0,0,0,0
11741,T06118L,20,0,29,0
11742,T20719Q,4,0,8,0
11743,T01701A,21,0,31,0
11744,T08084A,30,0,40,0
11745,T02782V,10,0,16,0
11746,T19261I,21,0,28,0
11747,T13920W,9,1,16,1
11748,T00354X,0,0,1,0
11749,T21356N,15,0,32,0
11750,T03691X,11,0,23,0
11751,T04457T,7,0,15,0
11752,T16151R,1,0,2,0
11753,T05487D,2,0,6,0
11754,T13297W,19,15,24,29
11755,T01547I,0,0,0,0
11756,T11738S,13,0,31,0
11757,T00357A,0,0,0,0
11758,T17896D,14,0,20,0
11759,T09874A,2,0,4,0
11760,T08576P,0,0,6,0
11761,T04568Z,7,0,12,0
11762,T05184R,0,0,0,0
11763,T20428I,12,0,20,0
11764,T08963W,4,0,8,0
11765,T12956E,1,0,2,0
11766,T05096S,1,0,2,0
11767,T15695O,0,0,0,0
11768,T15713Z,1,0,1,0
11769,T15950K,14,0,22,0
11770,T08894A,14,0,19,0
11771,T11051U,0,0,0,0
11772,T10351Z,13,0,22,0
11773,T18362I,1,0,5,0
11774,T12340E,9,0,19,0
11775,T05020Y,0,0,1,0
11776,T05275T,7,6,11,16
11777,T08368J,16,0,21,0
11778,T03548R,6,0,10,0
11779,T01878Y,25,0,30,0
11780,T19339N,27,0,62,0
11781,T15697Q,0,0,0,0
11782,T15243Q,15,0,20,0
11783,T02604E,24,0,38,0
11784,T18654R,5,0,10,0
11785,T04843Z,16,0,23,0
11786,T06432S,1,0,15,0
11787,T11392M,3,0,8,0
11788,T09780V,13,0,26,0
11789,T11409E,4,0,8,0
11790,T18083E,11,0,19,0
11791,T02526H,17,0,28,0
11792,T10771P,0,0,1,0
11793,T07464E,26,0,38,0
11794,T07789W,2,0,7,0
11795,T07211L,28,0,35,0
11796,T07609D,21,0,35,0
11797,RD0101W,0,0,0,0
11798,T16332U,5,0,10,0
11799,RD0047U,0,0,8,0
11800,T14667G,0,0,25,0
11801,T06593I,4,0,6,0
11802,T01351Y,1,0,6,0
11803,T01829P,22,0,28,0
11804,T03079J,0,0,0,0
11805,T06020C,6,0,17,0
11806,T14206H,18,0,22,0
11807,T10477M,25,0,35,0
11808,T03635P,28,0,39,0
11809,T00946P,0,0,0,0
11810,T20248G,10,0,15,0
11811,T17512A,4,0,5,0
11812,T13072H,27,0,40,0
11813,LRD0029,29,0,56,0
11814,T02629N,9,0,16,0
11815,T01627H,1,0,4,0
11816,T00164T,0,0,1,0
11817,T10577P,26,0,43,0
11818,T16752K,0,0,0,0
11819,T10246Z,14,0,20,0
11820,T09340B,10,0,20,0
11821,T11072Z,17,0,25,0
11822,T02116T,15,0,24,0
11823,T10022L,3,0,7,0
11824,P13100,3,0,10,0
11825,T16933N,0,0,2,0
11826,T08344B,3,0,8,0
11827,T17501X,7,0,15,0
11828,T12941X,0,0,1,0
11829,T19340G,19,0,40,0
11830,T15755J,7,0,16,0
11831,T08311S,9,0,13,0
11832,T19420F,24,0,38,0
11833,T15672H,0,0,0,0
11834,T02933S,3,0,5,0
11835,T00356Z,0,0,0,0
11836,T18181F,4,0,11,0
11837,T01682O,23,0,33,0
11838,T09837V,3,0,8,0
11839,T06979W,14,0,30,0
11840,T11116U,0,0,0,0
11841,T11067C,2,0,10,0
11842,T18583T,19,0,27,0
11843,T06241N,0,0,0,0
11844,T14993R,7,0,10,0
11845,T05023B,21,0,27,0
11846,T11769Z,0,0,0,0
11847,T00945O,0,0,2,0
11848,T08019R,1,0,2,0
11849,T17363F,1,0,14,0
11850,T19047E,0,0,0,0
11851,T01773Q,27,0,74,0
11852,T09425F,13,0,17,0
11853,T01410S,2,0,6,0
11854,T07388J,10,0,16,0
11855,T04239L,14,0,21,0
11856,RD0060H,0,0,0,0
11857,T01219V,9,0,17,0
11858,T00350T,0,0,0,0
11859,T01857T,24,0,38,0
11860,T07760J,8,0,14,0
11861,T17154Y,3,0,6,0
11862,T19078L,3,0,7,0
11863,T05008C,1,0,8,0
11864,T18911P,0,0,2,0
11865,T19081G,6,0,12,0
11866,T10162W,21,0,30,0
11867,T12858D,0,0,0,0
11868,T06401L,9,0,15,0
11869,T06269Z,0,0,2,0
11870,T03027X,0,0,43,0
11871,T08921M,29,0,38,0
11872,T02890Y,0,0,8,0
11873,T12628R,12,0,18,0
11874,T18329H,30,0,51,0
11875,T05717Y,25,0,33,0
11876,T07926N,8,0,16,0
11877,T04531M,12,0,14,0
11878,T09997K,12,0,20,0
11879,T20957C,0,0,0,0
11880,T00032I,1,0,1,0
11881,T07641D,7,0,10,0
11882,T06688O,13,0,24,0
11883,T18693Y,0,0,0,0
11884,T20373K,9,0,19,0
11885,T17499U,27,0,35,0
11886,T10834N,2,0,3,0
11887,T09742P,10,0,30,0
11888,T08592P,4,0,6,0
11889,T21480Q,3,0,6,0
11890,T10005K,2,0,10,0
11891,T19482T,0,0,1,0
11892,T00986X,0,0,0,0
11893,T12678B,6,0,15,0
11894,T07058U,7,0,39,0
11895,T00176X,2,0,4,0
11896,T13831W,0,0,0,0
11897,T02108T,20,0,30,0
11898,T20699D,15,0,24,0
11899,T04555U,8,0,19,0
11900,T00804C,1,0,1,0
11901,T16698V,3,0,7,0
11902,T20468Q,0,0,0,0
11903,T15715B,2,0,7,0
11904,T20618M,7,0,13,0
11905,T02409D,0,0,23,0
11906,T07583K,8,0,12,0
11907,T05878O,12,0,23,0
11908,T11147B,5,0,6,0
11909,T04211Z,3,0,8,0
11910,T13903V,0,0,0,0
11911,T19223C,0,0,0,0
11912,T09919W,26,0,59,0
11913,T18091E,4,0,16,0
11914,T00406S,0,0,0,0
11915,T01055T,7,0,14,0
11916,T12714O,5,0,13,0
11917,T12303Z,36,0,42,0
11918,T08941Q,4,0,5,0
11919,T02594T,8,0,14,0
11920,T21289T,0,0,4,0
11921,T19806T,15,0,24,0
11922,T20042U,41,0,55,0
11923,T20815P,0,0,1,0
11924,T06371W,9,0,15,0
11925,T18957D,14,0,28,0
11926,T18593V,10,0,15,0
11927,T06252Q,21,0,31,0
11928,T20720J,13,0,16,0
11929,T02274G,22,0,32,0
11930,T07541A,0,0,0,0
11931,T00127O,4,0,8,0
11932,T13846D,0,0,0,0
11933,T10389N,6,0,10,0
11934,LRD0006,1,0,2,0
11935,T08783U,17,0,25,0
11936,T18443I,0,2,2,4
11937,T02017R,25,0,34,0
11938,T18486T,0,0,4,0
11939,T18512E,2,0,3,0
11940,T08123Q,23,0,28,0
11941,T08557M,1,2,1,12
11942,T14167R,0,0,2,0
11943,T18066D,15,0,21,0
11944,T13546U,1,0,6,0
11945,T13409M,38,0,52,0
11946,T09677X,0,0,24,0
11947,T04814U,6,0,17,0
11948,T00193Y,9,0,13,0
11949,T18200R,15,0,34,0
11950,T15048P,33,0,64,0
11951,T11933T,4,0,8,0
11952,T11925T,4,0,6,0
11953,T08045T,5,0,11,0
11954,T20910N,11,0,26,0
11955,T20645P,0,0,0,0
11956,T09562N,26,0,36,0
11957,T21136D,16,0,24,0
11958,T17842P,5,0,13,0
11959,T04343K,0,0,0,0
11960,T04330F,4,0,8,0
11961,T01685R,25,0,42,0
11962,T05263P,0,0,0,0
11963,T14925F,22,0,28,3
11964,T13950C,3,0,21,0
11965,T18747V,14,0,22,0
11966,T01249B,0,0,3,0
11967,T21425J,15,0,30,0
11968,T10340W,24,0,35,0
11969,T03307C,11,0,24,0
11970,T00989A,0,0,0,0
11971,T04535Q,6,0,15,0
11972,T12376Q,5,11,9,32
11973,T12512G,40,0,59,0
11974,T02691T,16,0,33,0
11975,T19937D,7,0,16,0
11976,T01027P,0,0,0,0
11977,T11800H,0,0,3,0
11978,T01638K,12,0,20,0
11979,RD0024X,0,0,18,0
11980,T12501D,31,0,49,0
11981,T03908V,5,0,19,0
11982,T11897G,31,0,47,0
11983,T02079F,20,0,35,0
11984,T10861Q,0,0,0,0
11985,T16815I,0,0,0,0
11986,T17843Q,6,0,21,0
11987,T02451F,21,0,32,0
11988,T07358D,3,0,16,0
11989,T05933E,12,0,25,0
11990,T16024L,0,0,0,0
11991,T19686D,16,0,17,0
11992,T02547M,26,0,31,0
11993,T14409Q,24,0,47,0
11994,T10529H,13,0,30,0
11995,T09088I,7,0,27,0
11996,T02512B,26,0,34,0
11997,T14909F,26,0,50,0
11998,T13788K,0,0,0,0
11999,T20881Z,10,0,12,0
12000,T07364B,10,0,19,0
12001,T01265B,1,0,2,0
12002,T09427H,30,0,48,0
12003,T09265H,9,0,16,0
12004,T12211W,22,0,30,0
12005,T14924E,4,0,17,0
12006,T12314C,22,0,33,0
12007,T02621F,10,0,17,0
12008,T01653J,8,0,11,0
12009,T20677X,4,0,12,0
12010,T02166D,13,0,32,0
12011,T06013D,14,0,20,0
12012,T01413V,0,0,2,0
12013,T06200E,1,0,5,0
12014,T12249K,2,0,4,0
12015,T15660D,0,0,0,0
12016,T11108U,0,0,2,0
12017,T09173E,3,0,15,0
12018,T10696V,21,0,35,0
12019,T03467R,1,0,3,0
12020,T00186Z,5,0,10,0
12021,T19848D,0,0,0,0
12022,T16290B,12,0,20,0
12023,T13320E,2,0,3,0
12024,T10243W,31,0,42,1
12025,T19673Y,1,0,7,0
12026,T06848M,0,0,0,0
12027,T18293M,1,0,2,0
12028,T18745T,3,0,9,0
12029,LRD0005,15,0,19,0
12030,T20275J,1,0,13,0
12031,T20941U,15,0,17,0
12032,T08836Q,23,0,31,0
12033,T19561R,1,0,5,0
12034,T06224M,2,0,6,0
12035,T02517G,19,0,24,0
12036,T09006Q,15,0,25,0
12037,T20767Y,0,0,1,0
12038,T18246F,32,0,33,50
12039,T12965F,27,0,43,0
12040,T19090H,17,0,21,0
12041,T17494P,10,0,25,0
12042,T19539T,1,0,5,0
12043,T18471M,0,0,1,0
12044,T18924U,49,0,88,0
12045,T12258L,17,0,27,0
12046,T09224Y,0,0,0,0
12047,T08674Q,1,0,5,0
12048,T17410V,9,0,20,0
12049,T12236F,17,0,26,0
12050,T02525G,24,0,34,0
12051,T08055V,4,0,14,0
12052,T17416B,1,0,6,0
12053,T05006A,2,0,9,0
12054,T13898P,3,0,6,0
12055,T05160J,7,0,12,0
12056,T02582P,12,0,17,0
12057,T03208A,0,0,0,0
12058,T21093J,23,0,51,0
12059,T17235Y,7,0,16,0
12060,T10168C,0,0,5,0
12061,T18881A,4,0,6,0
12062,T01512X,0,0,0,0
12063,T06710V,4,0,10,0
12064,T16451A,5,0,14,0
12065,T07063R,0,0,15,0
12066,T12487W,19,0,29,0
12067,T18373L,0,0,4,0
12068,T18403A,11,0,17,0
12069,T02410W,0,0,24,0
12070,T04894K,2,0,2,0
12071,T01704D,20,0,37,0
12072,T07755M,6,0,16,0
12073,T17582O,7,0,13,0
12074,T10674P,5,0,8,0
12075,P70440,3,0,7,0
12076,T18045Y,0,0,0,0
12077,T21543O,16,0,28,0
12078,T12369R,13,0,34,0
12079,T15387F,0,0,7,0
12080,T18276L,8,0,8,0
12081,T11337F,16,0,21,0
12082,T08082Y,24,0,33,0
12083,T00026K,1,0,5,0
12084,T19741T,14,2,24,7
12085,T02310T,37,0,48,0
12086,T11304W,17,0,24,0
12087,T05971K,9,0,20,0
12088,T17342A,3,0,8,1
12089,T16062R,2,0,6,0
12090,T21000O,3,0,20,0
12091,T18912Q,5,0,11,0
12092,T02363G,21,0,29,0
12093,T10893Y,0,0,0,0
12094,T14712U,11,0,13,0
12095,T16691O,1,0,10,0
12096,T14723X,10,0,27,0
12097,T06248U,2,0,5,0
12098,T09617L,9,0,21,0
12099,T01233T,2,0,2,0
12100,T00870M,3,0,4,0
12101,T21201V,8,0,18,0
12102,T19328K,2,0,22,0
12103,T00494I,0,0,11,0
12104,T10089E,5,0,5,0
12105,T00424U,8,0,9,0
12106,T09598Z,0,0,0,0
12107,T15663G,39,0,47,0
12108,T17812J,1,0,11,0
12109,T09608K,37,0,91,0
12110,T10727L,0,0,0,0
12111,T03034W,19,0,71,0
12112,T11058B,9,0,15,0
12113,T03355K,7,0,13,0
12114,T11437I,2,0,4,0
12115,T17181B,0,0,0,0
12116,T00228S,11,0,22,0
12117,T10793V,13,0,29,0
12118,T00409V,0,0,3,0
12119,T10512Y,31,0,44,0
12120,T01464G,0,0,0,0
12121,T07652G,15,0,49,0
12122,T04778H,8,0,14,0
12123,T17776W,7,0,23,0
12124,T12010P,7,0,10,0
12125,T18909V,0,0,0,0
12126,T02069D,31,0,51,0
12127,T04395W,1,0,6,0
12128,T08646M,3,0,6,0
12129,T06058Q,10,0,18,0
12130,T02950T,14,0,27,0
12131,T06112F,0,0,1,0
12132,T08458K,6,0,22,0
12133,T19231C,7,0,20,0
12134,T14713V,9,0,26,0
12135,T12595Z,0,0,3,0
12136,T17990A,25,0,40,0
12137,T04032Y,10,0,18,0
12138,T02253B,23,0,37,0
12139,RD0137G,0,0,25,0
12140,T03578X,24,0,37,0
12141,T21235F,4,0,7,1
12142,T05637Z,0,0,0,0
12143,T17015O,6,0,8,0
12144,T10113N,14,0,22,0
12145,T21135C,10,0,13,0
12146,T21386T,19,0,36,0
12147,T21519O,3,0,8,0
12148,T19285Q,1,0,10,0
12149,T15630X,2,0,6,0
12150,T12214Z,9,0,13,0
12151,T06227P,0,0,0,0
12152,T20290I,9,0,10,0
12153,T19922W,16,2,18,6
12154,T00085V,11,0,24,0
12155,T06640Y,0,0,0,0
12156,T11006P,2,0,9,0
12157,T12526M,5,0,11,0
12158,T06339W,22,0,34,0
12159,T18548Q,2,0,3,0
12160,T20054Y,3,0,6,0
12161,T18865A,25,0,37,0
12162,T21387U,4,0,7,0
12163,T17094D,0,0,3,0
12164,T19297U,0,0,4,0
12165,T01729M,20,0,31,0
12166,T03419J,9,0,12,0
12167,T21086K,5,0,12,0
12168,T11727P,0,0,0,0
12169,T18752S,0,0,0,0
12170,T04505K,18,0,22,0
12171,T20064A,13,0,25,0
12172,T05283T,0,0,0,0
12173,T00624A,0,0,0,0
12174,T15671G,0,0,0,0
12175,T00337W,2,0,7,0
12176,RD0013M,0,0,19,0
12177,T21457R,23,0,31,0
12178,T14743B,23,0,34,0
12179,T20891B,11,0,21,0
12180,RD0111G,0,0,12,2
12181,T14675G,0,0,0,0
12182,T00880O,3,0,4,0
12183,T16963T,0,0,3,0
12184,T12375P,18,7,22,25
12185,T01539I,0,0,0,0
12186,T01360Z,17,0,24,0
12187,T12762W,0,0,8,0
12188,T06430Q,9,0,32,0
12189,T19603K,6,0,6,0
12190,T01960R,15,0,24,0
12191,T04487Z,14,0,21,0
12192,T07942N,1,0,6,0
12193,T11516G,17,0,35,0
12194,T18296P,26,0,38,0
12195,T07472E,19,0,29,0
12196,T01247Z,2,0,4,0
12197,T14394A,33,0,35,0
12198,T18772W,14,0,18,0
12199,T06726D,8,0,18,0
12200,T16458H,30,0,44,0
12201,T06868Q,10,0,25,0
12202,T20649T,0,0,0,0
12203,T06468E,0,0,0,0
12204,T17904M,6,0,6,0
12205,T04247L,8,0,18,0
12206,T19317H,0,0,0,0
12207,T10065W,7,0,21,0
12208,T17841O,13,0,26,0
12209,T18341D,5,0,17,0
12210,RL0036J,0,0,0,11
12211,T06130H,9,0,14,0
12212,T13889O,0,0,0,0
12213,T07607B,9,0,15,0
12214,T01832K,18,0,27,0
12215,T03594X,6,2,13,3
12216,T08384J,9,0,13,0
12217,T21361K,23,0,43,0
12218,T07089B,23,0,26,0
12219,T00621X,0,0,0,0
12220,T05818C,16,0,26,0
12221,T14312I,1,0,5,0
12222,T08838S,20,0,26,0
12223,T08685T,0,0,0,0
12224,T02499V,24,0,33,0
12225,T16347B,15,0,21,0
12226,T14893O,21,0,32,0
12227,T20026U,11,3,12,7
12228,T20110P,19,0,20,0
12229,T16604Z,0,0,3,0
12230,T18983F,1,0,3,0
12231,T17398Q,8,0,16,0
12232,T19322E,9,0,11,0
12233,T16426Z,35,0,70,0
12234,T21327I,5,0,9,6
12235,T00600S,1,0,1,0
12236,T12761V,8,0,15,0
12237,T00468G,0,0,0,0
12238,T21408I,7,0,12,0
12239,T20424E,0,0,2,0
12240,T18976G,0,0,0,0
12241,T18546O,3,0,3,0
12242,T13569B,11,0,15,0
12243,T21089N,1,0,8,0
12244,T07717G,3,0,6,0
12245,T19176M,16,0,31,0
12246,T06190T,14,0,16,0
12247,T20174F,25,0,34,0
12248,T20898I,0,0,0,0
12249,T18889I,13,0,19,0
12250,T11420Z,0,0,2,0
12251,T05852E,17,0,28,0
12252,T21369S,4,0,12,0
12253,T06503Q,10,0,18,0
12254,T06259X,6,0,12,0
12255,T06301I,0,0,3,0
12256,T05802U,21,0,44,0
12257,NS0006F,0,0,0,0
12258,T01933O,21,0,31,0
12259,T03364L,1,0,7,0
12260,T01424Y,2,0,3,0
12261,T20314Z,1,0,10,0
12262,T01909O,6,0,15,0
12263,T05895P,0,0,0,0
12264,T17244Z,23,0,32,0
12265,T10932O,38,0,48,0
12266,T01042O,1,0,2,0
12267,T14714W,2,0,7,0
12268,T07979A,3,0,7,0
12269,T03074E,0,0,0,0
12270,T17314W,4,0,8,0
12271,T11055Y,7,0,16,0
12272,T10141R,0,0,9,0
12273,T10253Y,5,0,12,0
12274,T19141B,0,0,0,0
12275,T19362M,0,0,0,0
12276,T16427A,19,0,44,0
12277,T20438K,7,0,12,0
12278,T00962P,0,0,1,0
12279,RL0057E,0,0,0,0
12280,T05553W,29,0,35,0
12281,T20601D,6,0,9,0
12282,T00867R,6,0,8,0
12283,T03663T,12,0,20,0
12284,T20256G,7,0,15,0
12285,T09925U,8,0,32,0
12286,T05535U,3,0,3,0
12287,T08940P,2,0,11,0
12288,T08016O,9,0,19,0
12289,T08162X,4,0,8,0
12290,T17357H,20,0,21,0
12291,T07122L,44,0,57,0
12292,T08483L,1,0,2,0
12293,T20756V,0,0,0,0
12294,T10912K,15,0,16,0
12295,T14487E,9,0,18,0
12296,T12438N,16,0,26,0
12297,T12142A,23,0,43,0
12298,T06709C,4,0,9,0
12299,T07070Q,40,0,88,0
12300,T15651C,13,0,29,0
12301,T12285O,4,0,4,0
12302,T09436I,6,0,12,0
12303,T18011O,10,0,19,0
12304,T16790Q,0,0,0,0
12305,T03437L,3,0,12,0
12306,T00056Q,0,0,1,0
12307,RD0108D,29,0,32,0
12308,T07485J,15,0,26,0
12309,T02273F,19,0,30,0
12310,T04554T,5,0,13,0
12311,T11173D,32,0,38,0
12312,T05004Y,11,0,14,0
12313,T19087M,17,0,31,0
12314,T06263T,4,0,7,0
12315,T20553M,11,0,20,0
12316,T06438Y,26,0,39,0
12317,T15988Y,5,0,14,0
12318,T09212U,12,0,16,0
12319,T05962J,4,0,17,0
12320,T04216E,3,0,15,0
12321,T02163A,12,0,21,0
12322,T06078U,1,0,3,0
12323,T03499Z,3,0,11,0
12324,T18256H,17,0,22,0
12325,T09299R,3,0,7,0
12326,T03714N,2,0,4,0
12327,T16394I,1,0,11,0
12328,T17000H,2,0,5,0
12329,T15774M,18,0,35,0
12330,T07571G,0,0,12,0
12331,T17690R,11,0,23,0
12332,T18721L,13,0,19,0
12333,T07862O,5,0,16,0
12334,T19860Z,15,0,26,0
12335,T18233A,0,0,0,0
12336,T10267E,16,0,22,0
12337,T02033R,11,0,17,0
12338,T07457F,9,0,16,0
12339,T09832Q,24,0,33,0
12340,NS0007G,0,1,0,2
12341,T19681Y,19,0,28,0
12342,T06142L,16,0,22,0
12343,T19379V,14,0,32,0
12344,T13864F,0,0,0,0
12345,T14104C,21,0,39,0
12346,T12338K,27,0,45,0
12347,T18616L,0,0,0,0
12348,T00601T,0,0,0,0
12349,T02664Q,29,0,44,0
12350,T02398R,18,0,27,0
12351,T13962G,17,0,26,0
12352,T19498B,0,0,0,0
12353,T09001L,4,0,12,0
12354,T06879T,0,0,3,0
12355,T11171B,0,0,3,0
12356,T12898L,0,0,2,0
12357,T21066G,3,0,6,0
12358,T00248W,1,0,3,0
12359,T10441A,12,0,18,0
12360,T05351O,32,0,37,0
12361,T00575I,19,0,31,0
12362,T16199H,1,0,11,0
12363,T07216Q,24,0,30,0
12364,T05425P,11,0,12,0
12365,T19637U,7,0,21,0
12366,T15177X,0,0,0,0
12367,T01927Q,11,0,20,0
12368,T17602B,5,0,15,0
12369,T12860X,5,0,6,0
12370,T01661J,0,0,0,0
12371,T08912L,17,0,26,0
12372,T19107Z,1,0,2,0
12373,T09382L,4,0,8,9
12374,T20723M,8,0,10,0
12375,T08660K,0,0,1,0
12376,T09648S,11,0,22,0
12377,T02483N,4,0,21,0
12378,T05044G,0,0,4,0
12379,T16523Z,0,0,27,0
12380,T07309U,2,0,12,0
12381,T11496T,6,0,11,0
12382,T14543V,9,0,13,0
12383,T10309X,28,0,36,0
12384,T18474P,0,0,0,0
12385,T17316Y,14,0,24,0
12386,T20538N,17,0,38,0
12387,T02319C,23,0,50,0
12388,T10519F,3,0,12,0
12389,T18840R,4,0,9,0
12390,T09883B,20,0,58,0
12391,T17011K,6,0,15,0
12392,T04251H,16,0,21,0
12393,T02360D,8,0,16,0
12394,T18096J,4,0,11,0
12395,T17087E,9,0,19,0
12396,T16030J,0,0,0,0
12397,T08278I,21,0,30,0
12398,T17162Y,1,0,8,0
12399,T02646O,8,0,19,0
12400,T10753N,4,0,11,0
12401,T14939L,0,0,0,0
12402,T21571S,9,0,23,0
12403,T18756W,1,0,3,0
12404,T20705K,3,0,5,0
12405,T21032W,1,0,1,0
12406,T10494N,11,0,25,1
12407,T12100Q,22,0,35,0
12408,T13822V,0,0,0,0
12409,T19034Z,5,0,31,0
12410,T14657E,16,0,21,0
12411,T18264H,2,0,6,0
12412,T06642A,6,0,10,0
12413,T13322G,0,0,3,0
12414,T06100B,4,0,12,0
12415,T20445J,8,0,16,0
12416,T02700D,9,0,18,0
12417,T15985V,2,0,2,0
12418,T17269I,0,0,0,0
12419,T05028G,9,0,11,0
12420,T21498A,6,0,19,0
12421,T14766I,10,0,17,0
12422,T02020M,13,0,23,0
12423,T14632V,38,0,39,0
12424,T04376T,7,0,12,0
12425,T09282I,8,0,13,0
12426,T17084B,6,0,9,0
12427,T02963Y,3,0,11,0
12428,T18134Y,3,0,7,0
12429,T15002B,4,0,12,0
12430,T20578V,22,0,38,0
12431,T08504Z,2,0,4,0
12432,T19403E,13,0,26,0
12433,T20077F,14,0,17,0
12434,T07918N,9,0,14,0
12435,T19646V,20,0,28,0
12436,T02338F,0,0,2,0
12437,P22220,0,0,0,0
12438,T20621H,22,0,44,0
12439,T13339P,66,0,76,0
12440,T12309F,27,0,32,0
12441,T12971D,0,0,0,0
12442,T12470N,11,0,23,0
12443,T21274M,19,0,26,0
12444,T04491V,7,0,14,0
12445,T02747S,0,0,2,0
12446,T18437K,21,0,30,0
12447,T11658T,0,0,0,0
12448,T18793B,2,0,12,0
12449,T12022T,0,0,0,0
12450,T21450K,8,0,11,0
12451,T08874W,0,0,0,0
12452,T15507V,0,0,0,0
12453,T12447O,15,0,34,0
12454,T18118Y,23,0,31,0
12455,RL0055C,0,1,0,10
12456,T18031S,1,0,1,0
12457,T07845N,5,0,11,0
12458,T17233W,4,0,13,0
12459,T03624M,15,0,25,0
12460,T09504D,10,0,17,0
12461,T10586Q,5,0,17,0
12462,T02897F,6,0,13,0
12463,T00382B,0,0,0,0
12464,T20636O,0,0,0,0
12465,T21477V,3,0,8,0
12466,T07639J,0,0,0,0
12467,T09977G,0,0,0,0
12468,T16078Z,34,0,47,0
12469,T07873R,0,0,2,0
12470,T10918Q,0,0,8,0
12471,T05965M,20,0,42,0
12472,T14304I,20,0,29,0
12473,T05660Y,5,0,8,0
12474,T12395T,3,0,21,0
12475,T08820I,5,0,16,0
12476,T09433F,23,0,34,0
12477,T02418E,0,0,23,0
12478,T08346D,24,0,43,0
12479,T19351J,26,86,34,225
12480,T15749L,1,0,4,0
12481,T19026Z,2,0,7,0
12482,T05811V,5,0,11,0
12483,T20160Z,30,0,31,0
12484,T15978W,62,5,65,15
12485,NS0013M,0,0,0,0
12486,T15875Q,17,0,29,3
12487,T17611C,7,0,11,0
12488,T03907U,15,0,41,0
12489,T17188I,0,0,0,0
12490,T04991K,0,0,1,0
12491,T15878T,19,0,40,12
12492,T10559N,0,0,24,0
12493,T12148G,13,0,17,0
12494,T14860F,8,0,8,0
12495,T17361D,9,0,27,0
12496,T10143T,18,0,22,0
12497,T08915O,3,0,11,0
12498,T02902L,1,0,2,0
12499,T18620H,16,0,27,1
12500,T01388L,0,0,0,0
12501,T10622D,31,0,38,0
12502,T07556H,4,0,7,0
12503,T16600V,2,0,5,0
12504,T15746I,0,0,10,0
12505,T09132V,21,0,30,0
12506,T00971Q,0,0,1,0
12507,T07055R,1,0,3,0
12508,T02437H,0,0,0,0
12509,T05181O,0,0,0,0
12510,T11360E,2,0,4,0
12511,T17392K,2,0,10,0
12512,T14690F,21,0,34,0
12513,T12824T,2,0,10,0
12514,T20368N,17,0,25,0
12515,T16818L,0,0,0,0
12516,T04260I,11,0,22,0
12517,T05726Z,0,0,1,0
12518,T08944T,7,0,10,0
12519,T21546R,5,0,18,3
12520,T10660J,3,0,7,0
12521,T11216X,5,0,11,0
12522,T18241A,4,0,7,0
12523,T07644G,0,0,0,0
12524,T04619T,52,0,59,0
12525,T11906Q,0,4,5,12
12526,T06414Q,2,0,8,0
12527,T11836T,0,0,0,0
12528,T15789T,1,0,5,0
12529,T20946Z,12,0,20,0
12530,T19840V,6,0,8,0
12531,T10983Z,0,0,1,0
12532,T19815U,1,0,14,0
12533,T10985B,4,0,7,0
12534,T08709K,2,0,5,0
12535,T19101T,3,0,7,0
12536,T21318H,0,0,0,0
12537,T12069I,16,0,72,0
12538,T18740O,0,0,0,0
12539,T11383L,2,0,8,0
12540,T11928W,2,0,4,0
12541,T11224X,33,0,39,0
12542,T21384R,13,0,24,0
12543,T08466K,3,0,8,0
12544,T02804K,8,0,16,0
12545,T06157S,5,0,8,0
12546,T00344V,10,0,12,0
12547,T17468N,22,0,36,0
12548,T05345Q,14,0,18,0
12549,T09170B,2,0,11,0
12550,T19501F,27,0,38,0
12551,T15735F,2,0,5,0
12552,T11610D,6,5,12,25
12553,T15255U,3,0,6,7
12554,T17124S,0,0,0,0
12555,T09110P,0,0,0,0
12556,P12750,0,0,2,0
12557,T03793C,36,0,51,0
12558,T18782Y,4,0,12,0
12559,T00812C,0,0,1,0
12560,T21128D,16,0,25,0
12561,T18541J,20,0,42,0
12562,T13660V,11,0,20,0
12563,T03408G,14,0,20,0
12564,T16960Q,4,0,6,0
12565,T10737N,3,0,11,0
12566,T19638V,11,0,25,0
12567,T01947U,10,0,18,0
12568,T17937V,0,0,3,0
12569,T17764S,16,0,30,0
12570,T17466L,16,0,29,0
12571,T00983U,0,0,0,0
12572,T11544K,0,0,0,0
12573,T03911Q,2,0,10,9
12574,T00516X,16,0,25,0
12575,T08766T,9,0,17,0
12576,T03003P,24,0,35,0
12577,T07972T,3,0,4,0
12578,T15962O,0,4,1,15
12579,T15637E,0,0,1,0
12580,T18898J,15,2,20,21
12581,T14372U,0,0,0,0
12582,T06447Z,8,0,22,0
12583,T12268N,13,0,15,0
12584,T11478R,0,0,0,0
12585,T04145G,0,0,0,0
12586,T07474G,0,0,5,0
