street_id,signal_count_50,poi_count_50,tree_count_50,transport_count_50
T14924E,1,2,33,1
T12314C,6,4,2,5
T02621F,3,3,1,1
T01653J,1,7,1,1
T20677X,5,1,33,1
T02166D,5,2,61,1
T06013D,1,1,1,1
T01413V,1,12,1,1
T06200E,1,1,1,1
T12249K,3,1,1,1
T15660D,1,1,1,1
T11108U,2,4,4,1
T09173E,3,3,57,1
T10696V,1,1,1,1
T03467R,1,1,1,1
T00186Z,1,6,1,1
T19848D,1,7,1,1
T16290B,1,1,1,1
T13320E,1,6,1,1
T10243W,1,1,65,1
T19673Y,1,1,1,1
T06848M,1,1,1,1
T18293M,1,1,1,1
T18745T,1,6,1,1
LRD0005,5,1,1,1
T20275J,2,1,1,1
T20941U,10,1,2,2
T08836Q,14,5,20,1
T19561R,1,1,1,1
T06224M,1,1,1,1
T02517G,3,6,39,2
T09006Q,1,2,1,1
T20767Y,1,1,1,1
T18246F,3,1,9,2
T12965F,1,2,1,2
T19090H,4,1,56,1
T17494P,1,1,1,3
T19539T,1,1,1,2
T18471M,1,1,1,1
T18924U,1,2,76,2
T12258L,1,2,20,1
T09224Y,1,5,1,1
T08674Q,1,1,6,1
T17410V,1,1,1,1
T12236F,1,1,4,1
T02525G,3,14,37,1
T08055V,2,1,6,2
T17416B,1,1,1,1
T05006A,5,2,3,1
T13898P,1,1,1,2
T05160J,2,1,1,2
T02582P,4,9,1,4
T03208A,1,2,1,2
T21093J,1,1,24,1
T17235Y,1,1,4,1
T10168C,4,9,20,1
T18881A,1,1,1,2
T01512X,1,12,22,1
T06710V,1,1,1,1
T16451A,4,1,13,1
T07063R,4,1,1,2
T12487W,5,2,11,1
T18373L,2,2,1,1
T18403A,3,1,1,3
T02410W,6,11,37,1
T04894K,1,1,1,1
T01704D,6,4,28,1
T07755M,1,4,1,1
T17582O,1,1,1,1
T10674P,1,2,1,1
P70440,2,5,1,1
T18045Y,1,1,1,1
T21543O,2,4,1,1
T12369R,2,3,1,1
T15387F,3,2,15,4
T18276L,1,5,1,1
T11337F,5,3,5,2
T08082Y,5,9,49,1
T00026K,1,9,1,1
T19741T,1,1,45,1
T02310T,14,5,39,1
T11304W,6,1,2,1
T05971K,1,2,1,1
T17342A,4,1,1,2
T16062R,7,1,1,2
T21000O,2,4,1,1
T18912Q,7,9,1,11
T02363G,5,6,58,1
T10893Y,1,1,1,1
T14712U,2,1,1,1
T16691O,4,4,1,1
T14723X,9,6,47,1
T06248U,1,1,1,1
T09617L,3,1,22,1
T01233T,1,7,1,1
T00870M,8,10,1,1
T21201V,4,2,1,1
T19328K,3,1,18,1
T00494I,1,18,1,1
T10089E,1,1,1,1
T00424U,2,9,1,1
T09598Z,8,1,83,1
T15663G,1,3,1,3
T17812J,5,1,1,3
T09608K,4,1,1,1
T10727L,3,1,1,1
T03034W,11,8,95,2
T11058B,6,3,1,1
T03355K,1,1,1,1
T11437I,1,1,1,1
T17181B,1,6,1,1
T00228S,1,10,1,1
T10793V,1,1,1,1
T00409V,1,6,1,1
T10512Y,2,5,1,1
T01464G,1,10,1,1
T07652G,2,1,1,3
T04778H,4,4,1,2
T17776W,1,2,1,1
T12010P,1,1,1,2
T18909V,1,1,21,1
T02069D,2,17,74,2
T04395W,1,1,1,1
T08646M,1,1,1,1
T06058Q,9,2,13,3
T02950T,1,7,61,3
T06112F,2,1,1,1
T08458K,11,3,1,1
T19231C,1,1,1,1
T14713V,4,1,1,1
T12595Z,1,1,1,1
T17990A,2,2,29,3
T04032Y,12,1,1,1
T02253B,3,3,102,1
RD0137G,3,2,1,1
T03578X,1,2,1,1
T21235F,1,1,1,1
T05637Z,1,1,1,1
T17015O,1,1,1,1
T10113N,4,5,65,1
T21135C,2,3,4,1
T21386T,1,1,1,1
T21519O,1,1,1,1
T19285Q,4,2,1,1
T15630X,1,18,1,1
T12214Z,1,1,1,1
T06227P,1,1,1,1
T20290I,1,1,1,2
T19922W,1,1,1,2
T00085V,1,9,1,1
T06640Y,1,1,1,1
T11006P,1,1,1,1
T12526M,1,1,1,1
T06339W,1,1,1,1
T18548Q,1,6,2,1
T20054Y,7,3,5,2
T18865A,8,1,32,2
T21387U,2,1,1,1
T17094D,1,1,1,1
T19297U,7,1,1,1
T01729M,2,3,1,1
T03419J,1,5,1,2
T21086K,2,3,1,1
T11727P,1,1,1,1
T18752S,1,13,1,1
T04505K,1,1,1,1
T20064A,1,1,132,1
T05283T,1,1,1,1
T00624A,1,17,1,1
T15671G,1,6,1,1
T00337W,4,13,1,2
RD0013M,1,1,5,1
T21457R,7,1,1,1
T14743B,4,3,74,1
T20891B,2,1,81,2
RD0111G,1,1,1,2
T14675G,1,1,1,1
T00880O,2,9,1,1
T16963T,1,1,1,1
T12375P,1,2,1,1
T01539I,1,6,1,1
T01360Z,1,5,1,1
T12762W,1,1,1,1
T06430Q,3,1,1,1
T19603K,1,1,1,1
T01960R,8,13,1,1
T04487Z,3,3,1,1
T07942N,1,3,1,1
T11516G,3,1,8,2
T18296P,3,1,85,1
T07472E,1,8,1,1
T01247Z,1,5,1,1
T14394A,2,1,1,1
T18772W,1,14,9,1
T06726D,1,1,1,4
T16458H,2,1,15,1
T06868Q,3,1,1,2
T20649T,1,1,1,1
T06468E,1,1,1,1
T17904M,1,2,9,1
T04247L,2,2,1,1
T19317H,1,1,1,1
T10065W,1,1,1,1
T17841O,5,5,1,1
T18341D,6,4,1,1
RL0036J,2,1,1,1
T06130H,4,1,1,1
T13889O,1,1,1,1
T07607B,1,4,1,1
T01832K,7,2,1,1
T03594X,1,1,4,1
T08384J,1,3,1,1
T21361K,3,8,129,2
T07089B,1,1,55,1
T00621X,1,15,1,1
T05818C,4,8,112,2
T14312I,1,8,1,1
T08838S,2,1,1,1
T08685T,1,1,9,1
T02499V,4,15,15,1
T16347B,3,1,4,1
T14893O,4,2,77,1
T20026U,1,1,1,2
T20110P,6,1,1,1
T16604Z,1,11,1,1
T18983F,1,14,1,1
T17398Q,2,1,1,1
T19322E,9,1,1,1
T16426Z,5,2,115,1
T21327I,1,1,1,1
T00600S,1,12,1,1
T12761V,1,1,1,1
T00468G,1,15,1,1
T21408I,1,1,1,1
T20424E,3,1,1,1
T18976G,1,1,1,1
T18546O,1,2,5,1
T13569B,1,1,1,1
T21089N,1,3,2,2
T07717G,1,8,1,1
T19176M,1,1,1,1
T06190T,1,1,1,1
T20174F,5,2,1,1
T20898I,1,1,1,1
T18889I,3,2,1,1
T11420Z,1,1,1,1
T05852E,1,1,48,1
T21369S,14,1,1,1
T06503Q,3,1,1,5
T06259X,1,1,1,1
T06301I,1,1,1,1
T05802U,1,3,1,1
NS0006F,1,1,1,1
T01933O,3,7,7,1
T03364L,4,7,1,3
T01424Y,1,13,1,1
T20314Z,7,1,59,8
T01909O,7,8,21,1
T05895P,1,1,4,1
T17244Z,1,1,1,1
T10932O,1,1,1,1
T01042O,1,12,1,1
T14714W,7,1,1,1
T07979A,1,11,3,1
T03074E,1,3,1,1
T17314W,1,4,5,1
T11055Y,9,1,1,2
T10141R,3,1,30,1
T10253Y,2,1,1,1
T19141B,2,2,75,8
T19362M,1,1,1,1
T16427A,5,6,139,2
T20438K,1,2,3,1
T00962P,1,4,1,1
RL0057E,16,1,42,8
T05553W,4,3,4,4
T20601D,1,4,1,1
T00867R,2,5,1,1
T03663T,1,1,1,1
T20256G,1,1,1,1
T09925U,2,2,57,1
T05535U,1,1,24,2
T08940P,1,1,1,1
T08016O,1,5,1,1
T08162X,1,8,4,1
T17357H,1,1,1,1
T07122L,1,1,17,1
T08483L,1,1,1,2
T20756V,1,1,1,1
T10912K,1,1,1,1
T14487E,6,6,1,1
T12438N,1,1,5,1
T12142A,1,1,1,1
T06709C,1,1,1,1
T07070Q,1,2,13,1
T15651C,3,1,1,2
T12285O,1,1,1,1
T09436I,4,2,19,2
T18011O,14,1,1,3
T16790Q,1,1,1,2
T03437L,3,4,1,1
T00056Q,1,13,1,1
RD0108D,2,1,1,3
T07485J,1,2,1,1
T02273F,6,8,41,1
T04554T,1,1,1,1
T11173D,4,3,1,5
T05004Y,1,3,13,2
T19087M,1,1,21,1
T06263T,1,2,1,1
T20553M,1,1,16,1
T06438Y,4,1,1,2
T15988Y,1,1,1,1
T09212U,1,8,1,1
T05962J,1,2,1,1
T04216E,2,6,2,2
T02163A,6,7,33,1
T06078U,1,1,12,1
T03499Z,1,5,1,1
T18256H,4,3,60,1
T09299R,1,3,1,1
T03714N,1,1,33,1
T16394I,3,2,55,1
T17000H,1,2,1,1
T15774M,4,4,1,1
T07571G,10,1,8,9
T17690R,1,1,1,1
T18721L,1,1,1,1
T07862O,1,10,1,1
T19860Z,1,1,1,1
T18233A,1,1,3,1
T10267E,1,1,5,1
T02033R,5,6,2,1
T07457F,1,2,1,1
T09832Q,5,1,1,2
NS0007G,1,1,1,1
T19681Y,2,1,1,1
T06142L,1,1,1,1
T19379V,5,3,50,1
T13864F,1,1,1,4
T14104C,2,1,21,1
T12338K,1,1,1,1
T18616L,1,1,1,1
T00601T,1,11,1,1
T02664Q,4,8,28,1
T02398R,16,12,21,5
T13962G,1,1,1,1
T19498B,1,4,1,1
T09001L,1,5,1,1
T06879T,1,1,1,1
T11171B,4,1,1,3
T12898L,1,1,1,6
T21066G,1,1,1,1
T00248W,1,5,1,1
T10441A,1,4,1,1
T05351O,1,1,1,1
T00575I,3,19,2,1
T16199H,5,1,15,2
T07216Q,1,1,1,1
T05425P,1,1,1,1
T19637U,1,4,9,1
T15177X,1,1,1,1
T01927Q,2,6,1,1
T17602B,3,1,40,1
T12860X,1,1,1,1
T01661J,12,1,25,2
T08912L,7,8,1,2
T19107Z,4,1,1,4
T09382L,3,1,27,1
T20723M,2,1,53,1
T08660K,1,1,1,1
T09648S,2,2,1,1
T02483N,11,8,91,8
T05044G,4,3,1,1
T16523Z,8,1,6,1
T07309U,1,1,1,1
T11496T,1,2,1,1
T14543V,7,3,1,3
T10309X,1,2,71,2
T18474P,15,1,1,1
T17316Y,4,11,4,1
T20538N,1,1,77,5
T02319C,11,6,77,4
T10519F,1,2,1,1
T18840R,4,5,34,5
T09883B,2,1,85,1
T17011K,1,1,7,2
T04251H,2,5,1,1
T02360D,4,9,11,1
T18096J,1,2,1,1
T17087E,1,1,1,1
T16030J,1,1,1,3
T08278I,2,5,1,1
T17162Y,1,1,1,1
T02646O,8,10,5,1
T10753N,1,2,1,1
T14939L,1,1,1,1
T21571S,2,3,1,1
T18756W,1,17,2,4
T20705K,1,2,1,1
T21032W,2,1,5,1
T10494N,1,1,1,1
T12100Q,2,3,39,1
T13822V,1,1,1,1
T19034Z,5,7,114,1
T14657E,1,17,1,1
T18264H,2,6,1,1
T06642A,1,1,1,1
T13322G,1,4,1,1
T06100B,4,1,1,1
T20445J,2,5,1,1
T02700D,2,8,1,1
T15985V,6,1,1,1
T17269I,1,1,1,2
T05028G,1,2,1,1
T21498A,2,1,7,1
T14766I,1,1,1,1
T02020M,3,6,1,1
T14632V,9,3,97,1
T04376T,1,1,1,1
T09282I,2,10,1,4
T17084B,1,1,1,1
T02963Y,3,2,42,1
T18134Y,1,1,1,1
T15002B,2,4,1,1
T20578V,3,1,98,1
T08504Z,1,1,9,1
T19403E,8,6,1,4
T20077F,1,1,1,1
T07918N,1,2,1,1
T19646V,1,1,1,1
T02338F,11,8,17,11
P22220,10,18,1,2
T20621H,3,1,103,1
T13339P,8,1,1,2
T12309F,8,3,21,6
T12971D,1,1,1,1
T12470N,1,1,1,1
T21274M,1,1,1,1
T04491V,6,4,1,3
T02747S,2,16,1,3
T18437K,1,3,37,1
T11658T,1,1,1,1
T18793B,1,1,1,1
T12022T,6,1,1,1
T21450K,1,2,18,1
T08874W,1,1,1,1
T15507V,1,13,1,1
T12447O,1,1,1,1
T18118Y,1,1,1,1
RL0055C,1,1,1,1
T18031S,1,1,1,1
T07845N,1,9,1,1
T17233W,1,2,1,1
T03624M,1,11,1,1
T09504D,1,1,4,1
T10586Q,4,1,1,2
T02897F,1,1,63,1
T00382B,1,24,1,1
T20636O,1,1,1,1
T21477V,1,6,1,1
T07639J,1,1,1,1
T09977G,1,1,1,1
T16078Z,1,2,1,1
T07873R,1,2,1,1
T10918Q,1,2,1,1
T05965M,1,1,1,1
T14304I,1,4,1,1
T05660Y,1,1,1,1
T12395T,7,1,16,1
T08820I,2,3,96,1
T09433F,3,1,1,1
T02418E,11,7,43,6
T08346D,9,2,4,8
T19351J,1,1,1,4
T15749L,1,1,1,1
T19026Z,1,1,1,1
T05811V,1,2,1,1
T20160Z,1,1,1,4
T15978W,11,3,1,1
NS0013M,1,1,1,1
T15875Q,1,4,1,1
T17611C,1,1,1,2
T03907U,4,1,116,1
T17188I,2,6,7,3
T04991K,3,1,1,3
T15878T,1,1,1,1
T10559N,4,1,1,1
T12148G,1,1,1,1
T14860F,1,22,1,1
T17361D,1,1,1,1
T10143T,5,2,66,1
T08915O,2,4,1,2
T02902L,1,2,9,1
T18620H,1,1,1,1
T01388L,1,3,1,1
T10622D,1,3,1,1
T07556H,1,1,3,2
T16600V,1,11,6,1
T15746I,1,9,1,1
T09132V,7,3,78,1
T00971Q,1,8,1,2
T07055R,1,1,1,1
T02437H,3,5,28,2
T05181O,1,1,1,1
T11360E,1,6,13,1
T17392K,1,1,1,1
T14690F,5,7,1,2
T12824T,1,1,1,2
T20368N,1,1,2,2
T16818L,1,1,1,1
T04260I,2,3,1,1
T05726Z,4,5,1,1
T08944T,1,4,1,1
T21546R,1,1,1,1
T10660J,1,1,1,1
T11216X,1,1,1,1
T18241A,2,1,26,1
T07644G,1,1,1,1
T04619T,1,2,1,1
T11906Q,1,1,1,2
T06414Q,1,1,1,1
T11836T,1,1,1,1
T15789T,8,2,34,1
T20946Z,1,1,1,3
T19840V,1,1,1,1
T10983Z,1,1,1,1
T19815U,5,5,3,2
T10985B,1,1,1,1
T08709K,1,1,1,1
T19101T,1,2,1,1
T21318H,1,1,1,1
T12069I,8,1,103,2
T18740O,1,2,1,1
T11383L,4,1,1,2
T11928W,1,1,1,1
T11224X,4,4,1,1
T21384R,2,8,59,1
T08466K,7,1,1,2
T02804K,1,3,1,1
T06157S,1,1,1,1
T00344V,1,28,1,1
T17468N,2,1,1,1
T05345Q,2,1,1,1
T09170B,1,4,1,1
T19501F,4,11,1,1
T15735F,1,9,23,1
T11610D,1,1,1,3
T15255U,3,1,38,1
T17124S,1,3,2,1
T09110P,4,5,89,1
P12750,1,11,3,3
T03793C,18,3,1,1
T18782Y,1,4,1,1
T00812C,4,3,1,2
T21128D,2,1,44,2
T18541J,3,4,1,1
T13660V,1,1,1,1
T03408G,1,3,1,1
T16960Q,1,4,1,1
T10737N,1,1,1,1
T19638V,1,5,9,1
T01947U,4,13,1,1
T17937V,1,9,1,1
T17764S,3,1,90,1
T17466L,1,1,13,1
T00983U,1,8,1,1
T11544K,3,1,1,2
T03911Q,1,1,6,1
T00516X,5,2,15,1
T08766T,1,5,1,1
T03003P,9,4,86,2
T07972T,1,10,1,1
T15962O,1,1,4,1
T15637E,1,11,2,1
T18898J,3,1,71,1
T14372U,1,1,1,1
T06447Z,1,1,1,1
T12268N,1,1,18,2
T11478R,1,1,1,1
T04145G,15,1,1,1
T07474G,3,2,1,1
T19905V,1,1,1,1
T15785P,5,7,40,4
T18473O,1,1,1,1
T15425U,3,8,15,4
T05724X,1,1,1,1
T04668C,1,1,1,1
T14410J,1,1,1,1
T08252Y,2,6,28,2
T06635B,1,1,1,1
T12280J,1,1,22,1
T06126L,1,1,1,1
T00123K,1,9,1,1
T07626E,1,4,1,1
T04542P,5,2,1,1
RD0028B,1,1,1,1
P21311,1,2,1,1
T14905B,7,3,40,1
T02366J,14,5,105,2
T09266I,5,1,1,1
T04592Z,1,1,1,2
T03191I,4,14,1,1
T20011N,1,1,1,1
T11042T,1,4,1,1
T10472H,1,1,1,1
T11170A,3,3,1,1
T04850Y,1,4,1,1
T05870G,4,1,94,8
T18528M,2,3,1,1
T12419K,1,1,43,1
T00704Z,1,7,4,1
T16915L,1,1,1,1
T10535F,5,1,1,2
T01156X,1,3,1,1
T12091G,1,2,1,1
T07147U,6,2,21,6
T08743M,1,1,1,1
T05922B,1,1,4,1
T20885D,1,1,1,1
T11246D,1,2,1,1
T06149S,4,1,1,1
T18272H,2,1,1,2
T02760P,4,1,64,1
T03389U,4,5,1,1
T03333E,1,1,1,1
T08419D,1,3,4,1
T09105S,5,1,81,2
T04985M,1,1,1,1
T16180W,4,1,4,1
T18255G,9,3,62,4
T02693V,4,2,46,1
T18986I,1,6,1,1
T03701I,1,2,1,1
T00979Y,1,8,1,1
T02354F,4,7,1,1
T21222A,1,10,1,1
T05252M,1,1,1,1
T08653L,6,1,18,1
T13865G,1,1,1,1
T17111N,2,1,1,2
T08441B,4,4,1,2
T04496A,3,2,1,3
T10079C,1,1,1,1
T20281H,2,1,1,1
T15414R,6,5,1,2
T05018E,1,1,1,1
T09761S,1,1,1,1
RD0140J,1,2,1,1
T09196L,3,12,35,1
T05927G,3,1,1,2
T17875Y,3,1,4,2
T03613J,9,2,4,1
LRD0035,1,1,1,1
T21372N,2,5,2,1
T02630G,3,8,1,1
T20968F,1,1,1,1
T12891E,1,1,1,1
T08827P,3,5,1,2
T02538L,9,8,43,1
T18577V,1,3,1,2
T10920K,4,4,1,1
T00022G,1,6,1,1
T09049B,7,3,84,2
LRD0045,1,1,1,2
T02102N,12,12,32,1
T01142R,1,4,1,1
T07758P,1,10,1,1
T01258C,1,6,2,1
T11084D,1,2,1,1
T06063N,1,1,1,1
T10796Y,1,1,1,1
T12387T,1,1,1,1
T00645F,1,12,4,1
T09106T,5,1,75,1
T20603F,6,1,1,1
T12734S,4,1,1,2
T12012R,1,1,1,1
LRD0047,9,1,1,3
T11261C,1,1,1,1
T03172F,1,1,1,1
T04174L,1,1,1,1
T01516B,1,11,1,1
T06705Y,11,1,1,2
T18044X,1,1,1,1
T17979F,1,8,1,2
T05448W,1,4,4,2
T03259L,1,1,1,1
T09351E,4,1,24,1
T12774A,1,1,3,4
T09032S,1,3,4,1
T18678Z,1,1,1,1
T02384L,2,5,1,1
T07852M,1,12,1,1
T16940M,1,3,11,1
T09573Q,6,1,1,2
T21134B,2,3,1,1
T07370Z,3,4,22,1
T20982D,7,1,71,1
T09672S,6,1,17,4
T00871N,11,10,1,3
T18954A,1,1,45,1
T04569A,1,1,1,1
T04155I,6,1,1,3
T13272N,1,1,1,1
T03127A,9,4,26,6
T21205Z,3,1,1,1
T10562I,6,3,5,4
T02128X,12,4,1,1
T01325W,1,14,1,1
T04205B,3,4,1,1
T20875B,1,1,1,2
T20904P,1,1,1,1
T00678O,1,16,1,1
T06146P,1,1,1,1
T19187P,13,1,44,3
T09580P,1,1,86,1
T00348Z,2,3,1,1
T16349D,1,1,27,1
T07065T,1,2,1,2
T13809Y,1,1,1,1
T04652U,1,3,2,1
T00408U,1,4,1,1
T08042Q,1,14,1,1
T03648U,2,19,1,1
T07998D,1,7,24,1
T05590B,1,1,1,1
T16753L,1,1,1,1
T14490Z,2,4,5,1
T04171I,1,1,1,1
T03523I,6,5,43,2
T13566Y,1,1,1,1
T11272F,1,1,1,1
T13171J,1,1,13,1
T08459L,8,2,1,1
T20367M,3,2,1,1
T01305S,1,18,1,1
T09636O,3,1,1,1
T03627P,1,5,1,1
T11193H,1,3,1,3
T00268A,6,3,1,3
T09540H,6,2,1,1
T14106E,2,1,21,3
T01860O,4,13,66,1
T19174K,1,1,1,1
T18028X,1,1,1,1
T10117R,6,9,53,3
T21396V,1,1,1,1
T17140S,1,2,1,1
T19878J,7,1,19,3
T04309I,1,2,1,1
T11484P,1,1,1,1
T16047S,1,1,1,1
T07967W,1,9,1,1
T04297V,5,5,3,1
T06380X,2,1,1,1
T05928H,5,1,1,1
T08298M,1,2,1,1
T11567R,1,1,1,1
T10188G,17,6,97,1
T05365U,1,1,1,2
T17285I,1,1,1,1
T03935Y,1,1,1,2
T03538P,1,2,1,1
T21309G,1,1,1,1
T07218S,1,1,1,1
T08410U,1,1,1,1
T02687X,4,9,53,1
T14966O,1,1,1,1
T20004O,1,1,11,1
T07745K,1,11,1,1
T12016V,1,1,1,1
T04615P,1,1,1,2
T16968Y,1,1,1,1
T05444S,1,1,5,1
T12985J,5,2,1,2
T02054W,8,10,26,1
T02443F,5,7,1,1
T08909Q,4,2,1,1
T03722N,1,1,6,1
RL0051Y,4,1,75,1
T19590W,1,1,1,1
T16432X,5,8,68,1
T01218U,1,4,1,2
T01405V,1,9,1,1
T07801B,1,7,4,3
T09302V,3,2,2,1
T04245J,2,1,5,1
T18379R,1,9,10,1
T18355J,6,4,62,1
T14887Q,1,1,1,1
T06753G,9,1,1,1
T01240S,1,11,1,1
T02317A,8,11,22,1
T20297P,3,1,1,1
T13276R,2,2,31,1
T06465B,1,1,33,1
T20061X,1,1,57,1
T08249D,4,6,6,1
T12368Q,2,5,1,1
T09884C,4,1,1,2
T04371O,1,1,1,1
T10467K,3,2,3,1
T11118W,2,6,5,1
T03049D,5,9,1,2
T07360X,6,4,5,2
T13353N,1,1,1,1
T00455B,1,12,1,1
T03014S,5,3,42,1
T20451H,5,7,51,1
T02566P,1,2,1,1
T11874Z,1,1,1,1
T10831K,1,3,1,1
T06461X,1,1,3,1
T07965U,1,9,1,1
T06080O,3,4,20,1
T01500T,1,8,7,1
T18670R,7,1,1,2
T06722Z,1,1,1,2
T11347H,1,4,9,1
T07377G,1,5,21,1
T05166P,1,2,1,1
T15623Y,1,11,1,1
T00943M,1,17,1,1
T12353J,5,1,1,1
T06943K,1,3,1,2
T17049Y,1,1,1,1
T17086D,1,1,1,1
T01994B,8,4,1,1
T13690B,1,1,10,1
T20104R,1,1,1,1
T06213J,1,1,1,1
T13298X,4,9,1,1
T08136V,2,21,1,1
T09269L,4,1,10,1
T20326D,19,1,11,13
T19144E,1,4,1,1
T18267K,9,2,7,1
T00130J,1,1,1,1
T18539P,1,4,1,1
T01497P,1,7,25,1
T11864X,1,1,1,2
T05087R,1,4,1,1
T02063X,8,11,128,2
T04620M,1,1,1,1
T07568L,1,3,1,2
T18842T,4,2,37,1
T10936S,1,1,1,1
T16168A,1,2,1,3
T17652L,1,3,1,1
T19808V,4,3,3,1
T09423D,4,1,1,1
T09030Q,2,3,30,5
T17498T,3,1,1,2
RD0071S,9,1,3,1
T18853W,1,1,1,1
T02886C,1,4,54,1
T04136F,1,1,1,2
T18396S,9,1,1,1
T05339S,1,3,1,1
T06193W,4,1,1,1
T02400U,7,19,20,1
T15657I,1,1,21,1
T15617A,1,5,1,1
T14838H,1,1,1,1
T18835U,11,7,54,8
T09484Q,3,1,62,3
T18701H,7,1,1,3
T15802Z,9,1,1,1
T11446J,1,1,1,2
T16471E,4,1,95,1
T09021P,2,10,29,5
T15877S,1,2,1,1
T17969D,1,1,1,1
T15336U,1,1,1,2
T03052Y,4,7,1,1
T12096L,10,4,19,1
T06941I,1,3,1,2
T19781B,1,1,106,1
T12821Q,1,1,1,1
T08720F,1,2,1,3
T00722B,1,8,5,1
T14399F,3,4,5,1
T04500F,4,1,1,1
T21407H,1,1,1,1
T03452K,5,8,45,2
T12208B,2,1,1,1
T16172W,1,1,1,1
T21413F,2,1,1,1
T10223S,3,3,66,1
T03240A,1,6,1,7
T01817L,4,6,1,1
T18774Y,1,14,9,1
T09336F,1,1,1,1
T20157E,8,1,1,3
T01518D,1,11,1,1
T19484V,1,19,1,2
T00711Y,1,8,1,1
T03545O,1,1,1,1
T10773R,6,1,1,1
T17241W,3,1,4,1
T00966T,1,6,1,1
T05778L,5,2,123,4
T12665W,1,1,18,1
T01804G,6,10,21,2
T05821X,2,1,63,1
T05542T,1,1,5,3
T10868X,1,4,1,1
T14649E,3,4,15,1
T10631E,1,1,1,1
T02548N,4,15,1,1
T17711F,11,12,37,4
T00670G,1,6,1,1
T12000N,9,1,1,4
T17921N,1,1,1,2
T17967B,1,1,1,1
T01294G,1,18,14,1
T07611X,6,3,1,1
T02321W,15,13,64,3
T21569Y,2,1,1,1
T12826V,1,1,1,1
T06736F,1,3,1,1
T19528Q,4,2,49,2
T17799D,1,1,1,1
T02422A,9,9,32,1
T02045V,2,12,39,1
T15001A,1,1,1,1
T02794Z,1,2,1,1
T02465L,4,7,2,3
T03379S,9,5,1,2
T03086I,1,1,1,1
T15816F,1,2,1,1
T10420V,4,8,28,5
T08920L,3,1,1,1
T08585Q,1,1,3,2
T13688H,1,1,10,1
T00090S,1,10,1,1
T09548P,2,2,4,1
T19217E,5,1,1,2
T10681O,1,1,1,1
T01636I,4,2,1,2
T11327D,10,7,20,7
T04662W,1,1,1,1
T09613H,8,1,53,1
T10153V,3,1,69,1
T17083A,1,1,1,1
T21077J,3,12,1,5
T07566J,1,2,14,2
T09593U,3,1,14,1
T18449O,1,1,1,1
T03897J,3,1,1,3
T17037U,1,1,1,1
T17915P,1,2,1,1
T00988Z,2,5,1,2
T04465T,1,3,1,1
T03621J,1,1,13,3
T03535M,1,1,1,1
T18719R,3,4,1,1
T13891I,1,1,1,1
T07014I,7,1,1,1
T20100N,4,1,1,2
T07076W,4,3,58,1
T02652M,7,11,46,2
T19997P,3,2,1,2
T05467Z,1,1,3,1
T04460O,1,1,1,1
T00415T,2,5,1,1
T02733M,10,15,3,4
T14433Q,1,1,1,1
T08120N,1,14,1,1
T01393I,1,15,1,1
T02667T,1,5,1,1
T04021V,1,1,1,1
T07906J,1,7,1,1
T10931N,1,1,1,2
T15951L,4,3,1,2
T17592Q,2,2,16,1
T12054B,3,1,91,1
T11259I,1,1,1,2
T07851L,1,2,1,1
T17688X,1,1,1,1
T06894S,2,2,1,1
T13575Z,1,2,1,1
T06455Z,1,1,1,1
T10845Q,1,1,1,1
T20225Z,1,4,33,1
RL0047U,1,1,1,1
T20015R,1,1,13,1
T10425A,8,5,23,3
T12535N,1,1,1,1
T17589V,2,1,15,1
T01953S,13,10,1,1
T10804H,1,5,1,1
P72570,3,9,43,2
T17070V,1,12,1,1
T10434B,1,10,1,1
T08467L,1,1,1,1
T20197M,1,1,1,1
T19260H,4,1,1,1
T13462R,1,8,30,1
T04666A,1,1,1,1
T12093I,2,1,1,1
T02482M,3,5,14,1
T17480J,1,1,17,1
T15290X,9,2,34,1
T09935W,2,5,54,1
T10548K,1,2,8,2
NS0005E,7,1,1,1
T07297H,4,5,1,1
T17676T,4,1,4,1
T11961X,1,1,1,1
T03511E,12,3,17,1
T00299H,1,6,1,1
P28171,1,1,1,1
T14588I,1,1,7,1
T07343W,3,4,1,1
T11119X,1,1,1,1
T03221X,1,11,1,1
T02024Q,2,9,7,1
T01973W,5,14,1,1
T17956Y,1,1,1,1
T02258G,7,12,1,1
T18796E,1,1,1,2
T01353A,1,4,1,1
T04530L,1,1,1,1
T04528R,3,2,1,2
T07588P,6,6,1,1
T00185Y,1,7,1,1
RD0068P,8,1,27,1
T12829Y,1,1,1,2
T10989F,1,1,1,1
T19268P,1,1,1,1
T12707P,1,1,1,1
T16292D,2,1,1,1
T16064T,9,1,1,1
T21347M,1,3,1,2
T03387S,2,5,1,2
T06086U,5,4,35,2
T01543E,1,11,1,1
T09779C,2,1,1,2
T19963F,1,4,2,1
T11945X,1,1,18,1
T10353B,2,9,1,1
T19645U,6,1,1,2
T04482U,1,1,1,1
T15900A,1,1,1,1
T17547L,1,1,1,1
T21536P,6,3,1,4
T08535G,1,1,1,1
T08463H,6,3,1,1
T05514P,1,1,1,1
T05703S,4,1,65,1
T08643J,1,1,1,1
T10536G,5,1,1,1
T08506B,1,5,1,1
T11045W,8,1,1,1
T04249N,2,3,2,2
T15060L,4,1,27,1
T04488A,7,5,11,1
T19045C,1,8,1,1
T09368N,3,3,37,3
T10964W,1,2,1,1
T11465M,1,1,1,2
