TRAM,fid,street_id,street_length_m,daytime_count_100m,nighttime_count_100m,continuous_count_100m,discontinuous_count_100m,transport_related_count_100m,noise_sensitive_count_100m,recreation_green_count_100m,support_infrastructure_count_100m,daytime_count_per_meter_100m,nighttime_count_per_meter_100m,continuous_count_per_meter_100m,discontinuous_count_per_meter_100m,transport_related_count_per_meter_100m,noise_sensitive_count_per_meter_100m,recreation_green_count_per_meter_100m,support_infrastructure_count_per_meter_100m
T19836Z,29,T19836Z,38.265572734507636,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1567989075096017,0.0
T01784T,30,T01784T,137.70733257615464,9,4,14,12,8,2,7,4,0.06535599689306913,0.029047109730252946,0.10166488405588531,0.08714132919075884,0.05809421946050589,0.014523554865126473,0.050832442027942654,0.029047109730252946
T11818R,31,T11818R,82.79028973296636,0,0,3,0,0,0,0,3,0.0,0.0,0.03623613360547797,0.0,0.0,0.0,0.0,0.03623613360547797
T18426H,32,T18426H,24.38618006771878,3,2,23,5,14,2,10,20,0.12302049733370303,0.08201366488913535,0.9431571462250565,0.20503416222283838,0.5740956542239475,0.08201366488913535,0.41006832444567676,0.8201366488913535
T02648Q,33,T02648Q,134.39316529282362,33,2,39,31,11,1,37,6,0.2455482012652778,0.014881709167592592,0.29019332876805554,0.2306664920976852,0.08184940042175926,0.007440854583796296,0.27531161960046296,0.04464512750277778
T02391K,34,T02391K,158.85640297716628,26,10,87,33,9,5,1,57,0.16366982704334046,0.06294993347820788,0.5476644212604085,0.20773478047808597,0.056654940130387084,0.03147496673910394,0.0062949933478207865,0.35881462082578486
T08305U,35,T08305U,78.4444917254179,6,2,9,7,2,2,1,1,0.07648720602336258,0.02549573534112086,0.11473080903504386,0.089235073693923,0.02549573534112086,0.02549573534112086,0.01274786767056043,0.01274786767056043
T03284M,36,T03284M,109.20888468553873,6,2,9,7,6,0,6,2,0.05494058489175753,0.01831352829725251,0.0824108773376363,0.06409734904038379,0.05494058489175753,0.0,0.05494058489175753,0.01831352829725251
T15812B,37,T15812B,58.07772616576858,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08609152475647429,0.0
T08289L,38,T08289L,74.03133882122259,3,3,6,5,2,4,1,1,0.04052337898744023,0.04052337898744023,0.08104675797488047,0.06753896497906706,0.027015585991626824,0.05403117198325365,0.013507792995813412,0.013507792995813412
T09386P,39,T09386P,49.57953649106672,1,0,3,0,2,1,1,2,0.020169611714304366,0.0,0.060508835142913095,0.0,0.04033922342860873,0.020169611714304366,0.020169611714304366,0.04033922342860873
T09155C,40,T09155C,63.79617811626474,20,9,21,28,13,2,3,1,0.31349840367476545,0.14107428165364444,0.3291733238585037,0.4388977651446716,0.20377396238859752,0.031349840367476546,0.047024760551214816,0.015674920183738273
T06296C,41,T06296C,55.51124723194806,2,0,2,0,1,0,1,0,0.03602873471106143,0.0,0.03602873471106143,0.0,0.018014367355530716,0.0,0.018014367355530716,0.0
T03163E,42,T03163E,54.794251517751306,19,3,23,20,0,2,1,4,0.346751702481869,0.05475026881292668,0.4197520608991046,0.3650017920861779,0.0,0.03650017920861779,0.018250089604308895,0.07300035841723558
T09255F,43,T09255F,136.57164329004763,5,0,8,4,26,2,0,0,0.03661082110128175,0.0,0.0585773137620508,0.0292886568810254,0.1903762697266651,0.0146443284405127,0.0,0.0
T08817N,44,T08817N,53.86413449564403,1,0,4,0,2,1,7,3,0.01856522915226401,0.0,0.07426091660905604,0.0,0.03713045830452802,0.01856522915226401,0.12995660406584805,0.05569568745679203
T10101J,45,T10101J,66.88154815531155,3,0,7,3,13,0,0,3,0.04485542100540847,0.0,0.10466264901261978,0.04485542100540847,0.1943734910234367,0.0,0.0,0.04485542100540847
T08632G,46,T08632G,105.78026403859153,1,0,3,1,3,2,1,0,0.009453559310791403,0.0,0.02836067793237421,0.009453559310791403,0.02836067793237421,0.018907118621582807,0.009453559310791403,0.0
T09652O,47,T09652O,135.99365083370114,7,1,14,7,4,3,8,6,0.051472991254274805,0.007353284464896401,0.10294598250854961,0.051472991254274805,0.029413137859585603,0.022059853394689202,0.058826275719171206,0.044119706789378405
T03020Q,48,T03020Q,118.15504065880192,11,2,42,11,3,1,2,31,0.09309801713635615,0.01692691220661021,0.3554651563388144,0.09309801713635615,0.025390368309915316,0.008463456103305105,0.01692691220661021,0.26236713920245824
T12919Z,49,T12919Z,80.5271156068355,0,0,1,0,1,0,5,1,0.0,0.0,0.012418177311632353,0.0,0.012418177311632353,0.0,0.06209088655816176,0.012418177311632353
T00954P,50,T00954P,63.18266373541027,13,0,23,12,3,1,4,11,0.20575264212411232,0.0,0.3640239052965064,0.18992551580687292,0.04748137895171823,0.01582712631723941,0.06330850526895763,0.17409838948963352
T17527H,51,T17527H,45.52549348986474,2,0,2,1,1,1,1,0,0.04393142933080465,0.0,0.04393142933080465,0.021965714665402324,0.021965714665402324,0.021965714665402324,0.021965714665402324,0.0
T16362A,52,T16362A,105.50461868232557,7,4,11,11,6,0,3,9,0.0663478062612311,0.03791303214927491,0.10426083841050601,0.10426083841050601,0.05686954822391237,0.0,0.028434774111956183,0.08530432233586856
T11026T,53,T11026T,75.7123563389527,4,0,6,0,6,2,17,2,0.05283153494909878,0.0,0.07924730242364816,0.0,0.07924730242364816,0.02641576747454939,0.2245340235336698,0.02641576747454939
T01155W,54,T01155W,80.46261802501019,12,3,28,13,2,2,1,16,0.149137578350608,0.037284394587652,0.34798768281808534,0.16156570987982533,0.024856263058434667,0.024856263058434667,0.012428131529217333,0.19885010446747733
T17230T,55,T17230T,155.2030480580991,19,11,66,25,9,2,2,48,0.12242027613328503,0.07087489670874396,0.4252493802524638,0.16107931070169082,0.0579885518526087,0.012886344856135266,0.012886344856135266,0.30927227654724637
T01946T,56,T01946T,135.01115165554555,26,5,30,29,21,5,9,3,0.19257668482329443,0.037033977850633545,0.22220386710380127,0.21479707153367456,0.15554270697266087,0.037033977850633545,0.06666116013114037,0.022220386710380124
T07889Z,57,T07889Z,30.721415620457474,14,0,17,11,4,2,3,4,0.45570816699857286,0.0,0.5533599170696957,0.3580564169274501,0.13020233342816367,0.06510116671408184,0.09765175007112276,0.13020233342816367
T10349F,58,T10349F,110.73370944976304,21,3,121,23,12,36,50,73,0.18964414814918798,0.027092021164169713,1.0927115202881783,0.2077054955919678,0.10836808465667885,0.32510425397003656,0.45153368606949523,0.659239181661463
T04856E,59,T04856E,78.21371277489895,5,3,10,7,2,2,3,3,0.0639274089236772,0.03835644535420631,0.1278548178473544,0.08949837249314807,0.025570963569470875,0.025570963569470875,0.03835644535420631,0.03835644535420631
T01430W,60,T01430W,22.72441736216955,6,5,15,11,12,1,8,8,0.2640331720886492,0.22002764340720765,0.6600829302216229,0.48406081549585683,0.5280663441772984,0.04400552868144153,0.35204422945153224,0.35204422945153224
T17265E,61,T17265E,31.88272999276899,32,15,63,43,8,0,4,33,1.0036781670596466,0.47047414080920935,1.9759913913986793,1.3486925369864002,0.25091954176491166,0.0,0.12545977088245583,1.0350431097802606
T02561K,62,T02561K,127.85719423000207,29,0,36,23,3,2,3,6,0.2268155513238618,0.0,0.2815641326778974,0.17988819587754556,0.023463677723158115,0.015642451815438746,0.023463677723158115,0.04692735544631623
T04729Y,63,T04729Y,17.421033840900964,3,0,4,2,5,0,1,1,0.1722056238107192,0.0,0.22960749841429226,0.11480374920714613,0.28700937301786533,0.0,0.057401874603573065,0.057401874603573065
T01633F,64,T01633F,62.71737687832555,5,4,10,9,5,0,7,5,0.07972272197704024,0.06377817758163219,0.15944544395408047,0.14350089955867243,0.07972272197704024,0.0,0.11161181076785634,0.07972272197704024
T17606F,65,T17606F,131.40094296276115,2,0,2,1,2,0,2,0,0.015220590925034664,0.0,0.015220590925034664,0.007610295462517332,0.015220590925034664,0.0,0.015220590925034664,0.0
T09207X,66,T09207X,104.8754659790891,6,4,6,10,16,2,6,1,0.057210711237233765,0.03814047415815584,0.057210711237233765,0.0953511853953896,0.15256189663262337,0.01907023707907792,0.057210711237233765,0.00953511853953896
T12907V,67,T12907V,699.2704549088498,1,0,1,1,0,0,4,0,0.0014300618494318487,0.0,0.0014300618494318487,0.0014300618494318487,0.0,0.0,0.005720247397727395,0.0
T04597E,68,T04597E,145.1199369687897,2,0,2,1,0,0,1,0,0.013781703891107198,0.0,0.013781703891107198,0.006890851945553599,0.0,0.0,0.006890851945553599,0.0
T08203P,69,T08203P,64.44979767193065,22,6,32,24,11,7,3,8,0.3413509552347516,0.09309571506402317,0.4965104803414569,0.3723828602560927,0.1706754776173758,0.1086116675746937,0.046547857532011586,0.12412762008536422
T06595K,70,T06595K,29.346826062529434,0,0,1,0,0,1,0,0,0.0,0.0,0.0340752351845237,0.0,0.0,0.0340752351845237,0.0,0.0
T01915M,71,T01915M,91.73383077604426,33,7,39,39,10,3,28,1,0.35973642134890277,0.07630772574067635,0.4251430434123396,0.4251430434123396,0.10901103677239478,0.03270331103171843,0.3052309029627054,0.010901103677239477
T08416A,72,T08416A,79.72845631479154,4,0,16,4,5,0,19,12,0.05017029282752968,0.0,0.20068117131011873,0.05017029282752968,0.0627128660344121,0.0,0.23830889093076602,0.15051087848258907
T12083G,73,T12083G,104.8258351278037,1,3,4,3,1,1,14,8,0.00953963303779836,0.028618899113395078,0.03815853215119344,0.028618899113395078,0.00953963303779836,0.00953963303779836,0.13355486252917703,0.07631706430238688
T13003U,74,T13003U,182.6776368526309,3,1,7,1,2,3,2,4,0.01642237140619544,0.005474123802065146,0.03831886661445602,0.005474123802065146,0.010948247604130292,0.01642237140619544,0.010948247604130292,0.021896495208260584
T19295S,75,T19295S,127.78679298961686,1,0,1,0,2,0,2,0,0.007825534835053367,0.0,0.007825534835053367,0.0,0.015651069670106734,0.0,0.015651069670106734,0.0
T11305X,76,T11305X,163.12841993454438,4,1,8,3,4,1,3,3,0.024520558720577373,0.006130139680144343,0.04904111744115475,0.01839041904043303,0.024520558720577373,0.006130139680144343,0.01839041904043303,0.01839041904043303
T02656Q,77,T02656Q,112.50392078928571,6,2,19,6,5,0,5,10,0.05333147465356077,0.01777715821785359,0.16888300306960913,0.05333147465356077,0.04444289554463398,0.0,0.04444289554463398,0.08888579108926796
T01496O,78,T01496O,62.51032908577112,20,4,24,23,3,3,3,3,0.31994712381945356,0.0639894247638907,0.38393654858334425,0.36793919239237155,0.04799206857291803,0.04799206857291803,0.04799206857291803,0.04799206857291803
T14865K,79,T14865K,151.40663520535125,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T18074D,80,T18074D,42.36042577603358,0,0,1,0,1,0,2,0,0.0,0.0,0.02360693929959915,0.0,0.02360693929959915,0.0,0.0472138785991983,0.0
T09798F,81,T09798F,80.30914338895187,0,0,2,0,0,0,3,2,0.0,0.0,0.024903764572778896,0.0,0.0,0.0,0.03735564685916835,0.024903764572778896
T15984U,82,T15984U,49.27669286637616,0,0,1,0,3,1,3,0,0.0,0.0,0.020293569674241424,0.0,0.06088070902272428,0.020293569674241424,0.06088070902272428,0.0
T05334N,83,T05334N,192.71164638876402,3,0,4,1,0,0,2,1,0.015567299933435232,0.0,0.020756399911246975,0.005189099977811744,0.0,0.0,0.010378199955623488,0.005189099977811744
T15621W,84,T15621W,10.098413452341196,29,9,43,34,5,0,2,18,2.871738232630661,0.891229106678481,4.258094620797187,3.366865514118706,0.495127281488045,0.0,0.198050912595218,1.782458213356962
T17971X,85,T17971X,74.14475362051198,2,0,22,0,0,0,8,20,0.026974261863980414,0.0,0.2967168805037846,0.0,0.0,0.0,0.10789704745592166,0.26974261863980414
T01863R,86,T01863R,133.94794183193437,30,13,33,40,7,5,2,3,0.22396760703976518,0.09705262971723157,0.24636436774374168,0.2986234760530202,0.05225910830927854,0.037327934506627525,0.01493117380265101,0.022396760703976518
T10276F,87,T10276F,49.02990398864569,0,0,1,0,1,0,1,1,0.0,0.0,0.020395716055890693,0.0,0.020395716055890693,0.0,0.020395716055890693,0.020395716055890693
T21256K,88,T21256K,45.73017080577001,0,1,29,1,2,0,3,29,0.0,0.02186740137593855,0.634154639902218,0.02186740137593855,0.0437348027518771,0.0,0.06560220412781564,0.634154639902218
T09532H,89,T09532H,136.8342561863301,4,1,13,3,1,2,3,8,0.029232445964065573,0.007308111491016393,0.09500544938321312,0.02192433447304918,0.007308111491016393,0.014616222982032787,0.02192433447304918,0.058464891928131146
T05538X,90,T05538X,1176.0813837684154,0,0,5,0,0,0,5,5,0.0,0.0,0.004251406466429164,0.0,0.0,0.0,0.004251406466429164,0.004251406466429164
T19562S,91,T19562S,85.81637428383921,2,0,3,0,1,2,5,0,0.023305575616431474,0.0,0.03495836342464721,0.0,0.011652787808215737,0.023305575616431474,0.05826393904107868,0.0
T03360H,92,T03360H,71.27551027684392,17,6,18,22,0,3,0,0,0.23851109496052225,0.08418038645665492,0.25254115936996474,0.3086614170077347,0.0,0.04209019322832746,0.0,0.0
T03707O,93,T03707O,138.37669164003586,18,11,75,25,11,1,9,55,0.13007971058322476,0.07949315646752624,0.5419987940967698,0.18066626469892327,0.07949315646752624,0.007226650587956931,0.06503985529161238,0.3974657823376312
T02977E,94,T02977E,57.30212880245202,4,1,5,2,3,3,1,0,0.06980543452041586,0.017451358630103966,0.08725679315051983,0.03490271726020793,0.052354075890311894,0.052354075890311894,0.017451358630103966,0.0
T13859I,95,T13859I,146.89667050602822,1,0,11,1,0,0,4,10,0.0068075062324776305,0.0,0.07488256855725393,0.0068075062324776305,0.0,0.0,0.027230024929910522,0.06807506232477631
T12035Y,96,T12035Y,45.22758198502799,3,0,4,0,0,0,1,1,0.06633120472797134,0.0,0.08844160630396179,0.0,0.0,0.0,0.022110401575990448,0.022110401575990448
RD0129Y,97,RD0129Y,146.10975564706058,0,0,2,0,0,0,9,2,0.0,0.0,0.013688339913668426,0.0,0.0,0.0,0.06159752961150792,0.013688339913668426
T08313U,98,T08313U,74.35113348172537,9,0,11,8,2,0,4,2,0.12104724674052338,0.0,0.14794663490508414,0.107597552658243,0.02689938816456075,0.0,0.0537987763291215,0.02689938816456075
T02155A,99,T02155A,134.27005531299932,24,2,27,23,9,1,0,0,0.17874424750964146,0.01489535395913679,0.20108727844834665,0.17129657053007308,0.06702909281611555,0.007447676979568395,0.0,0.0
T07338Z,100,T07338Z,28.39101220092394,6,0,9,5,7,2,20,0,0.21133448703899116,0.0,0.31700173055848674,0.17611207253249264,0.24655690154548968,0.07044482901299705,0.7044482901299706,0.0
T20016S,101,T20016S,59.75648295271695,1,2,25,3,9,0,1,23,0.016734585949297956,0.03346917189859591,0.41836464873244894,0.050203757847893875,0.15061127354368162,0.0,0.016734585949297956,0.384895476833853
T01346B,102,T01346B,47.45040905826494,10,5,25,12,6,1,0,14,0.2107463391457991,0.10537316957289955,0.5268658478644977,0.2528956069749589,0.12644780348747944,0.02107463391457991,0.0,0.29504487480411873
T20218A,103,T20218A,74.91351345760134,1,0,1,1,12,1,1,0,0.013348726469303407,0.0,0.013348726469303407,0.013348726469303407,0.16018471763164088,0.013348726469303407,0.013348726469303407,0.0
T09490O,104,T09490O,67.92824286013041,0,0,2,0,3,0,0,2,0.0,0.0,0.029442834317356878,0.0,0.04416425147603532,0.0,0.0,0.029442834317356878
T04836A,105,T04836A,27.26285283574184,8,2,14,8,2,2,1,4,0.29343957685572547,0.07335989421393137,0.5135192594975195,0.29343957685572547,0.07335989421393137,0.07335989421393137,0.036679947106965684,0.14671978842786274
T03700H,106,T03700H,111.33614032289572,5,0,45,3,0,0,2,41,0.044909047372210506,0.0,0.40418142634989457,0.026945428423326305,0.0,0.0,0.0179636189488842,0.36825418845212615
T16869W,107,T16869W,17.57773663633033,0,0,1,0,0,0,2,1,0.0,0.0,0.05689014579574268,0.0,0.0,0.0,0.11378029159148537,0.05689014579574268
T12574U,108,T12574U,28.522230663289072,1,0,2,0,0,0,1,1,0.03506037139258883,0.0,0.07012074278517766,0.0,0.0,0.0,0.03506037139258883,0.03506037139258883
T05832A,109,T05832A,56.39056963559919,6,0,11,2,2,2,3,5,0.10640076946859246,0.0,0.19506807735908618,0.03546692315619749,0.03546692315619749,0.03546692315619749,0.05320038473429623,0.08866730789049372
T04793G,110,T04793G,44.85887900581709,7,4,11,9,2,3,3,2,0.15604491585918304,0.0891685233481046,0.24521343920728764,0.20062917753323534,0.0445842616740523,0.06687639251107845,0.06687639251107845,0.0445842616740523
T06025H,111,T06025H,100.62914871927819,2,0,2,0,2,0,1,0,0.019874956962811382,0.0,0.019874956962811382,0.0,0.019874956962811382,0.0,0.009937478481405691,0.0
T17868Z,112,T17868Z,30.10174176995141,2,0,7,1,0,1,1,5,0.06644133802238875,0.0,0.2325446830783606,0.03322066901119437,0.0,0.03322066901119437,0.03322066901119437,0.16610334505597185
T20171C,113,T20171C,56.634898178653074,28,4,46,28,6,3,6,16,0.4943948148661775,0.07062783069516822,0.8122200529944344,0.4943948148661775,0.10594174604275232,0.05297087302137616,0.10594174604275232,0.28251132278067287
T05043F,114,T05043F,77.38830479993935,7,1,8,4,1,1,5,1,0.09045294399581533,0.012921849142259332,0.10337479313807466,0.05168739656903733,0.012921849142259332,0.012921849142259332,0.06460924571129666,0.012921849142259332
T20906R,115,T20906R,134.5336229110225,2,0,2,2,4,1,2,0,0.01486617216368844,0.0,0.01486617216368844,0.01486617216368844,0.02973234432737688,0.00743308608184422,0.01486617216368844,0.0
T08793W,116,T08793W,99.36817309419925,2,0,8,1,6,3,14,4,0.02012716886828578,0.0,0.08050867547314312,0.01006358443414289,0.060381506604857346,0.030190753302428673,0.14089018207800047,0.04025433773657156
T21272K,117,T21272K,73.13287893415712,2,0,7,0,1,1,2,5,0.027347480765807633,0.0,0.09571618268032671,0.0,0.013673740382903816,0.013673740382903816,0.027347480765807633,0.06836870191451908
T20352F,118,T20352F,149.23704133632245,1,0,3,1,8,2,0,0,0.006700749298201293,0.0,0.020102247894603877,0.006700749298201293,0.053605994385610346,0.013401498596402587,0.0,0.0
T07990V,119,T07990V,16.603502610979703,12,3,17,11,4,1,13,6,0.7227390678437055,0.18068476696092636,1.0238803461119161,0.6625108121900634,0.24091302261456848,0.06022825565364212,0.7829673234973475,0.3613695339218527
T01527E,120,T01527E,52.581343502579976,19,4,20,22,8,1,3,1,0.3613448941080735,0.07607260928591021,0.38036304642955104,0.41839935107250614,0.15214521857182042,0.019018152321477553,0.057054456964432655,0.019018152321477553
T18597Z,121,T18597Z,41.927074075605205,2,1,2,1,1,0,1,0,0.04770187388687057,0.023850936943435284,0.04770187388687057,0.023850936943435284,0.023850936943435284,0.0,0.023850936943435284,0.0
T02171A,122,T02171A,136.01456259459243,19,7,20,26,3,1,7,2,0.13969092454189452,0.051465077462803245,0.14704307846515213,0.19115600200469776,0.022056461769772818,0.007352153923257606,0.051465077462803245,0.014704307846515212
T10206R,123,T10206R,126.6465569497582,9,1,11,9,19,2,2,2,0.07106391375148381,0.007895990416831535,0.08685589458514688,0.07106391375148381,0.15002381791979916,0.01579198083366307,0.01579198083366307,0.01579198083366307
T00885T,124,T00885T,52.913647674962334,24,1,29,20,6,0,2,4,0.45356918403031043,0.018898716001262937,0.5480627640366251,0.3779743200252587,0.11339229600757761,0.0,0.037797432002525874,0.07559486400505175
T20930R,125,T20930R,19.000998089386925,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262881430205256,0.0
T05082M,126,T05082M,221.18431499739154,6,5,9,9,1,5,11,2,0.027126697478845906,0.02260558123237159,0.04069004621826886,0.04069004621826886,0.004521116246474318,0.02260558123237159,0.0497322787112175,0.009042232492948636
T02838U,127,T02838U,94.39899689432195,2,2,3,3,1,1,3,0,0.021186665810008186,0.021186665810008186,0.03177999871501228,0.03177999871501228,0.010593332905004093,0.010593332905004093,0.03177999871501228,0.0
T12098N,128,T12098N,77.41334565922485,8,4,13,9,3,2,1,3,0.10334135454132375,0.05167067727066187,0.16792970112965108,0.11625902385898922,0.0387530079529964,0.025835338635330937,0.012917669317665468,0.0387530079529964
T02407B,129,T02407B,183.58122048731974,8,0,26,7,9,0,6,18,0.043577442064955514,0.0,0.14162668671110543,0.038130261806836076,0.04902462232307495,0.0,0.03268308154871664,0.0980492446461499
T01783S,130,T01783S,128.41810938090137,7,2,11,8,3,1,5,4,0.05450944600996482,0.01557412743141852,0.08565770087280186,0.06229650972567408,0.02336119114712778,0.00778706371570926,0.0389353185785463,0.03114825486283704
T01530Z,131,T01530Z,52.28573720790922,22,9,19,30,4,1,3,1,0.4207648428579884,0.17213107207826797,0.3633878188318991,0.5737702402608933,0.07650269870145243,0.019125674675363108,0.057377024026089324,0.019125674675363108
T10897C,132,T10897C,125.76186875777816,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.007951535786463508,0.0,0.007951535786463508,0.0
T20369O,133,T20369O,65.20031625199276,1,1,4,2,1,0,2,3,0.015337348919215347,0.015337348919215347,0.06134939567686139,0.030674697838430694,0.015337348919215347,0.0,0.030674697838430694,0.046012046757646044
T19184M,134,T19184M,42.25790826860783,4,2,7,4,6,0,0,6,0.09465683853953281,0.04732841926976641,0.16564946744418244,0.09465683853953281,0.14198525780929921,0.0,0.0,0.14198525780929921
T19376S,135,T19376S,69.42916457176305,7,0,9,6,8,2,2,2,0.10082218392192653,0.0,0.1296285221853341,0.08641901479022274,0.11522535305363032,0.02880633826340758,0.02880633826340758,0.02880633826340758
T18622J,136,T18622J,98.96320509850946,3,0,6,1,0,2,1,1,0.03031429708661674,0.0,0.06062859417323348,0.010104765695538913,0.0,0.020209531391077826,0.010104765695538913,0.010104765695538913
