road_id,width,openness,height,betweenness,closeness_global,closeness400,straightness
5772382696_5772382717_0,50.0,1.0,0.0,0.05111804185124363,0.00017674078609003198,8.6508102628878e-05,0.9427499750155144
5772382696_2221700312_0,50.0,1.0,0.0,6.900073140775293e-06,0.0001770187454192608,8.351848026707961e-05,0.9258715057641616
4223738581_11382810685_0,44.94035812224966,0.8333333333333334,0.0,0.06096674624751023,0.0006595031866184219,0.0001453014523577105,0.8230259178057961
11382810685_4223738581_0,44.940358123870624,0.8333333333333334,0.0,0.06096674624751023,0.0006595031866184219,0.0001453014523577105,0.8230259178057961
4223738581_11382810677_0,50.0,1.0,0.0,0.0052164552944261216,0.0006584381116252996,0.00014180996146963387,0.8219043231996601
11382810677_4223738581_0,50.0,1.0,0.0,0.0052164552944261216,0.0006584381116252996,0.00014180996146963387,0.8219043231996601
1187722456_1512110626_0,37.55038005889796,0.5,0.0,0.014122149694786767,0.0006760234911910691,0.0001389752284518656,0.7629560325344714
1512110626_1187722456_0,36.07506246810076,0.5833333333333334,0.0,0.014122149694786767,0.0006760234911910691,0.0001389752284518656,0.7629560325344714
1187722485_1187722456_0,11.79457773159147,0.3333333333333333,0.0,0.10682003229234231,0.0006771637952786436,0.00015165920883589284,0.7789701512664531
243494597_1672512429_0,50.0,1.0,0.0,0.15131860397720218,0.0005278034218990744,0.00016575043727305608,0.932943712322829
245491682_243494597_0,50.0,1.0,0.0,0.12310190488019174,0.0005304286619115235,0.00016752950494582615,0.9365978470588705
12180995970_243494597_0,50.0,1.0,0.0,0.02975541540740332,0.000531290449069283,0.0001693250823537056,0.9351821273379318
1672512429_1672512435_0,50.0,1.0,0.0,0.005030153319625188,0.0005245511285333484,0.00016207019712652712,0.9222405994124838
1672512429_1672512276_0,46.22588890401603,0.85,0.0,0.1447497343471841,0.0005103029040332272,0.00014854795792523361,0.9035275399686202
243495392_243495422_0,39.90519016463668,0.8333333333333334,0.0,0.013613844306749653,0.0005558512126468842,4.723146953393866e-05,0.9248394200664797
243495392_1994627752_0,30.87064862278995,0.3333333333333333,0.0,0.012075127996356762,0.0005373223404979725,4.81725605767632e-05,0.9094304590243658
