street_id,noise_day,noise_evening,noise_night,road_length,road_category,one_way,distance_to_road,fid,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,slope_pct,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,road_width,openness,edge_betweenness
T01946T,55,55,50,135.01115165554555,5,1,0.0,56,0.0,2.3697746710406777,0.0,0.0,0.0,2.288699944187884,3.827868852459016,11.0,4.288,12.0,3,23,1,1,24,0,31,0,24,31,7.791247794960958,0.2,0.0035133847353374
T04856E,60,60,55,78.21371277489895,5,1,0.0,59,0.0,0.0,0.0,0.0,0.0,5.51053952776546,3.44375,8.0,3.42023346303502,8.0,1,4,1,4,2,0,4,0,2,4,6.8420834212502015,0.4444444444444444,0.0021444579624767
T01430W,60,55,55,22.72441736216955,5,1,1.4129290381755304,60,0.0,0.0474585834744535,0.0,0.0,98.305408204281,1.9802479513260192,2.9411764705882355,7.0,3.7664233576642334,10.0,1,2,1,1,0,0,2,0,0,2,39.109955517059085,0.875,0.0
T02561K,70,65,60,127.85719423000208,3,1,1.3508616967093623,62,0.0,0.522871607946838,0.0,0.0,0.0,0.3675955888413927,4.968,11.0,4.546218487394958,11.0,4,15,1,1,20,0,25,0,20,25,21.68126254425953,0.1785714285714285,0.0
T04729Y,70,70,65,17.421033840900964,4,0,0.1056865719379426,63,0.0,0.0,0.0,0.0,0.0,0.3443972334918965,3.886363636363636,9.0,3.229032258064516,9.0,4,1,1,3,1,0,5,0,1,5,50.0,1.0,0.0
T01633F,65,65,60,62.71737687832555,3,1,0.0,64,0.0,15.567190797494575,0.0,0.0,39.87885091764876,0.0956671751370334,4.441860465116279,8.0,3.8669950738916254,9.0,5,4,1,1,6,0,10,0,6,10,29.2240959601869,0.75,0.0286537295330503
T12907V,45,40,0,699.2704549088498,5,0,2.9608814818279967,67,0.0,61.14793512084149,0.0,0.0,0.0,5.754569667670195,1.372093023255814,3.0,1.4583333333333333,4.0,1,1,1,1,0,0,6,0,0,6,38.73201319022522,0.9101123595505618,0.0
T08203P,50,50,45,64.44979767193065,6,1,0.0,69,0.0,0.0,0.0,0.0,0.0,0.4654773915468835,3.35,12.0,3.5574614065180103,12.0,1,4,1,1,8,0,8,0,8,8,16.922724068471993,0.25,0.0004771070238942
T01915M,70,65,60,91.73383077604426,2,1,0.169632570171989,71,0.0,15.183166177596345,0.0,0.0,0.0,1.526154098969423,3.701754385964912,12.0,3.6205357142857135,12.0,4,15,70,1,19,0,31,0,19,31,35.223057466069704,0.5909090909090909,0.0001200865823693
T19295S,65,60,55,127.78679298961686,4,0,0.0,75,0.0,11.661061060585292,0.0,0.0,0.0,1.0251431528610255,3.1153846153846154,7.0,2.625,7.0,2,1,1,5,22,0,44,0,22,44,40.95901767103193,0.8333333333333334,0.0062466429870917
T02656Q,65,65,60,112.50392078928571,3,1,0.0,77,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,1.6266099091191268,4.1909090909090905,11.0,4.5212765957446805,19.0,6,3,33,1,15,0,24,0,15,24,22.878858066139927,0.3461538461538461,0.0196626037236947
T02656Q,65,65,60,112.50392078928571,3,1,0.0,77,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,1.6266099091191268,4.1909090909090905,11.0,4.5212765957446805,19.0,6,3,33,1,15,0,24,0,15,24,22.878858066139927,0.3461538461538461,0.0196626037236947
T02656Q,65,65,60,112.50392078928571,3,1,0.0,77,7.359013857531319,3.779688597336341,0.0,0.0,24.62159529919128,1.6266099091191268,4.1909090909090905,11.0,4.5212765957446805,19.0,6,3,33,1,15,0,24,0,15,24,22.878858066139927,0.3461538461538461,0.0196626037236947
T18074D,60,55,50,42.36042577603358,5,0,0.144157736288879,80,0.0,15.32845962219451,0.0,0.0,0.0,8.309652719431503,1.7017543859649122,12.0,1.820121951219512,13.0,1,1,1,1,4,0,9,0,4,9,32.24464511335367,0.6666666666666666,0.0
T09798F,45,45,40,80.30914338895187,5,1,0.3238510446081258,81,0.0,0.0,0.0,0.0,0.0,0.6599500224295279,3.419354838709677,10.0,3.293103448275862,10.0,1,1,1,1,18,0,30,0,18,30,16.750816083031186,0.25,0.0
T05334N,50,45,40,192.711646388764,5,1,0.0,83,0.0,2.064334085155516,0.0,0.0,0.0,4.2550603982179895,2.5283018867924527,8.0,2.195729537366548,8.0,1,3,1,1,33,0,41,0,33,41,16.098787079683383,0.3333333333333333,0.0004888149791516
T17971X,55,50,45,74.14475362051198,5,1,0.0,85,0.0,10.735917057567532,0.0,0.0,0.0,6.918884173895531,4.461538461538462,6.0,3.841463414634146,13.0,1,1,1,1,3,0,6,0,3,6,22.319508702795385,0.6,0.00102877457572
T17971X,55,50,45,74.14475362051198,5,1,0.0,85,0.0,10.735917057567532,0.0,0.0,0.0,6.918884173895531,4.461538461538462,6.0,3.841463414634146,13.0,1,1,1,1,3,0,6,0,3,6,22.319508702795385,0.6,0.00102877457572
T10276F,50,50,45,49.02990398864569,5,0,0.4987174840214323,87,0.0,0.0,26.52745735153334,0.0,42.31033068332741,0.8158278642008049,1.0,1.0,2.466666666666667,8.0,3,1,4,2,3,0,11,0,3,11,37.5107611404452,0.75,0.0
T09532H,55,50,45,136.8342561863301,5,1,0.6246949174414289,89,0.0,7.550531378506899,0.0,0.0,79.50171186577316,0.1534703691895771,3.5,12.0,3.220338983050848,18.0,4,3,1,1,9,0,35,0,9,35,34.89314667444127,0.5333333333333333,0.0
T05538X,65,65,60,1176.0813837684154,3,1,0.0,90,0.0,91.88840257531274,0.0,0.0,0.0,4.58726602036552,1.4,2.0,1.625,3.0,1,1,1,3,0,0,0,0,0,0,38.77901895863624,0.9891304347826086,0.0033606037663832
T05538X,65,65,60,1176.0813837684154,3,0,0.0,90,0.0,91.88840257531274,0.0,0.0,0.0,4.58726602036552,1.4,2.0,1.625,3.0,1,1,1,3,0,0,0,0,0,0,38.77901895863624,0.9891304347826086,0.0033606037663832
T05538X,65,65,60,1176.0813837684154,3,0,0.0,90,0.0,91.88840257531274,0.0,0.0,0.0,4.58726602036552,1.4,2.0,1.625,3.0,1,1,1,3,0,0,0,0,0,0,38.77901895863624,0.9891304347826086,0.0033606037663832
T05538X,65,65,60,1176.0813837684154,3,1,0.0,90,0.0,91.88840257531274,0.0,0.0,0.0,4.58726602036552,1.4,2.0,1.625,3.0,1,1,1,3,0,0,0,0,0,0,38.77901895863624,0.9891304347826086,0.0033606037663832
T05538X,65,65,60,1176.0813837684154,3,0,0.0,90,0.0,91.88840257531274,0.0,0.0,0.0,4.58726602036552,1.4,2.0,1.625,3.0,1,1,1,3,0,0,0,0,0,0,38.77901895863624,0.9891304347826086,0.0033606037663832
T19562S,55,55,50,85.81637428383921,5,0,0.0,91,0.0,0.0,0.0,0.0,0.0,3.157904429181878,2.1893939393939394,7.0,2.454304635761589,11.0,1,1,1,1,4,0,12,0,4,12,7.748777607791037,0.2,0.0022600810830831
T03360H,55,55,50,71.27551027684392,5,1,0.0,92,0.0,0.0,0.0,0.0,0.0,0.05612154212853,3.672413793103448,10.0,4.086355785837651,11.0,1,8,1,1,13,0,25,0,13,25,15.104809852503054,0.2777777777777778,0.0036709869963225
T03707O,60,60,55,138.37669164003586,3,1,0.0,93,0.0,0.5263362335634871,0.0,0.0,94.11289512984897,0.5998122882590097,4.420168067226891,11.0,4.119700748129676,11.0,1,13,8,3,1,0,6,0,1,6,15.61133850897174,0.3,0.0065037973952467
T02977E,65,65,60,57.30212880245202,5,1,0.3891294942332518,94,0.0,10.59801876940725,0.0,0.0,0.0,0.6980570080701606,3.791139240506329,11.0,3.634743875278396,11.0,4,2,58,1,12,0,15,0,12,15,14.96096025752416,0.5625,0.0003460155913553
T13859I,50,50,45,146.89667050602822,5,0,0.0,95,0.0,42.01985480236024,0.0,0.0,57.98014519763476,8.972298615869203,1.6666666666666667,3.0,1.3258426966292134,3.0,1,1,1,3,0,0,0,0,0,0,39.39072683314672,0.8636363636363636,0.0015390970372909
T13859I,50,50,45,146.89667050602822,5,0,0.0,95,0.0,42.01985480236024,0.0,0.0,57.98014519763476,8.972298615869203,1.6666666666666667,3.0,1.3258426966292134,3.0,1,1,1,3,0,0,0,0,0,0,39.39072683314672,0.8636363636363636,0.0015390970372909
T12035Y,55,55,50,45.22758198502799,5,1,0.0,96,0.0,0.0,0.0,0.0,0.0,7.097436881625212,3.811111111111111,8.0,3.793103448275862,9.0,1,1,1,1,7,0,15,0,7,15,9.832950369599123,0.5,0.0011850271260453
T08313U,55,50,45,74.35113348172537,5,1,0.0,98,0.0,0.0,0.0,0.0,0.0,2.568891364489507,3.3392226148409896,10.0,3.5748407643312103,11.0,1,2,1,1,3,0,7,0,3,7,7.5181009697483745,0.2222222222222222,0.0003306037789387
T20016S,45,45,40,59.75648295271695,5,0,0.4602713456831306,101,0.0,0.0,0.0,0.0,99.99999999999996,3.899158398511666,3.58974358974359,11.0,3.287272727272727,11.0,1,3,1,1,2,0,10,0,2,10,16.4924962477934,0.25,0.0
T01346B,65,65,60,47.45040905826494,5,1,0.0,102,0.0,0.0,0.0,0.0,95.40808663048055,1.559522427318823,4.022857142857143,10.0,3.909943714821764,10.0,1,6,1,1,10,0,15,0,10,15,10.432949091191672,0.3333333333333333,0.0003720995345695
T09490O,65,65,60,67.92824286013041,4,1,1.4334455199687446,104,0.0,0.2644584325620426,21.20314559819567,0.0,0.0,0.7802350672916449,1.4477611940298507,5.0,1.5748502994011977,9.0,2,1,12,1,14,0,23,0,14,23,37.085866928269866,0.6875,0.003840177935809
T05832A,60,60,50,56.39056963559919,5,1,0.0,109,0.0,1.2940003212427067,0.0,0.0,82.54185927707192,1.0817422386286215,4.739130434782608,11.0,4.523809523809524,12.0,1,3,53,2,17,0,23,0,17,23,23.592387748084644,0.4285714285714285,0.0013823611022176
T17868Z,60,60,55,30.10174176995141,5,1,0.0,112,0.0,0.0,0.0,0.0,55.88934487515628,8.471280735998183,4.246913580246914,10.0,4.376404494382022,11.0,1,1,1,1,1,0,4,0,1,4,19.170623123865667,0.6,0.000216336646716
T20171C,55,50,40,56.634898178653074,6,1,3.744753117944985,113,0.0,7.77293281380441,0.0,0.0,100.00000000000004,0.6179941921422034,3.857142857142857,8.0,3.445692883895131,8.0,1,12,1,1,0,0,3,0,0,3,0.0,0.2857142857142857,0.0
T20906R,55,55,45,134.5336229110225,4,1,1.2840531447361798,115,65.27346796783401,16.65126220823055,0.0,0.0,12.494776816080808,0.0743311443681737,3.807692307692308,10.0,3.6779661016949152,10.0,1,1,66,1,8,0,22,0,8,22,27.407228357025737,0.4333333333333333,0.0
T20352F,50,50,45,149.23704133632245,5,1,0.0,118,0.0,13.231866406749646,0.0,0.0,0.0,0.1005097057932178,8.5,13.0,5.708333333333333,13.0,1,1,7,1,4,0,8,0,4,8,31.24402876341612,0.6052631578947368,0.0011405368960672
T07990V,65,60,55,16.603502610979703,5,1,0.0,119,0.0,0.0,0.0,0.0,0.0,4.035282100671038,2.843283582089552,8.0,2.820809248554913,9.0,1,5,24,2,2,0,8,0,2,8,29.52688196812897,0.8333333333333334,0.0025431122695604
T18597Z,55,55,50,41.927074075605205,5,1,0.0,121,0.0,0.0,0.0,0.0,0.0,5.62882257439639,3.661538461538461,12.0,4.2026315789473685,12.0,1,1,1,1,0,0,2,0,0,2,18.483811193549464,0.3333333333333333,7.823927419466218e-05
T00885T,65,60,55,52.913647674962334,3,1,1.9006253792133088,124,0.0,0.0,0.0,0.0,85.96895596399816,0.4346696029144845,5.122448979591836,9.0,3.889724310776942,9.0,9,4,1,3,6,0,11,0,6,11,8.138250725084124,0.5714285714285714,0.0
T05082M,55,50,45,221.1843149973916,5,1,0.0,126,0.0,4.914754942255917,0.0,0.0,0.0,10.841634827416158,3.225806451612903,8.0,3.409321175278622,8.0,5,8,3,3,4,0,5,0,4,5,8.57148254011351,0.1458333333333333,0.0120630484376628
T02838U,50,45,40,94.39899689432195,5,1,0.2902282960815047,127,0.0,0.0,0.0,0.0,0.0,2.0233264232143497,2.3358490566037737,8.0,2.382608695652174,9.0,1,1,2,1,0,0,1,0,0,1,7.870048465401224,0.1818181818181818,0.0
T10897C,60,55,50,125.76186875777816,4,0,0.5340964569769912,132,0.0,0.0,0.0,0.0,0.0,2.6717165095749675,2.660377358490566,7.0,2.3969465648854964,7.0,1,1,1,1,0,0,3,0,0,3,33.7726291077639,0.59375,0.0
T20369O,60,55,50,65.20031625199276,5,1,0.0,133,0.0,13.630779027784651,0.0,0.0,80.3991081755904,0.5981564030736981,4.941176470588236,11.0,4.420634920634921,11.0,2,1,3,1,11,0,20,0,11,20,21.06458721453523,0.5,0.0003520735950139
T19184M,70,70,65,42.25790826860783,3,1,0.0,134,0.0,0.0,0.0,0.0,20.34138189270144,0.2366475126565793,5.773584905660377,16.0,4.767195767195767,16.0,5,3,31,2,0,0,7,0,0,7,49.77351239111401,0.6666666666666666,0.015541416028536
T19376S,65,65,60,69.42916457176305,3,1,0.0,135,0.0,3.8425940461297103,0.0,0.0,16.368833429937965,0.0288063107915426,7.625,17.0,7.3355263157894735,17.0,3,1,27,1,9,0,16,0,9,16,26.153443286565984,0.5,0.0101928642366852
T18622J,60,60,55,98.96320509850946,4,0,0.6336147660154223,136,0.0,0.0,0.0,0.0,0.0,5.234268938662133,3.3711340206185567,8.0,3.402930402930403,10.0,1,3,1,1,22,0,27,0,22,27,21.30156466112588,0.3181818181818182,0.0
T00271V,65,65,60,81.61474493526596,4,1,0.0,137,0.0,0.0,0.0,0.0,26.10931022037748,0.281811845709883,4.956521739130435,9.0,4.428571428571429,10.0,9,3,1,3,0,0,2,0,0,2,50.0,1.0,0.0236943903513893
T08860Q,55,55,50,91.8419785387458,5,1,0.0,140,0.0,0.0,0.0,0.0,11.589391215991371,2.689401244020959,3.1302681992337167,11.0,3.002881844380404,12.0,1,2,1,1,10,0,14,0,10,14,16.95042633383603,0.1818181818181818,0.0009956784147993
T10680N,60,55,50,107.70905365975854,5,1,0.0,142,0.0,0.0,0.0,0.0,0.0,0.5384893946676494,4.752577319587629,13.0,4.3,13.0,2,1,1,3,21,0,27,0,21,27,20.048310744374305,0.3333333333333333,2.11182635313202e-05
T20427H,60,55,50,127.57748834023448,4,0,0.0753192097029095,143,0.0,59.804070546174856,0.0,0.0,0.0,3.7153888454655344,5.228571428571429,9.0,6.796116504854369,15.0,1,1,1,2,3,0,9,0,3,9,29.93218975778224,0.8928571428571429,0.0
T10740I,60,60,55,46.12035854696615,6,1,0.0,145,0.0,0.0,0.0,0.0,0.0,3.620956604759889,2.977272727272727,8.0,2.921511627906977,8.0,1,1,1,2,0,0,0,0,0,0,6.8907367367031,0.25,0.0025238271014367
T07261V,60,60,55,69.45517008172598,2,1,0.0,146,0.0,10.284036960158272,0.0,0.0,0.0,1.338993632988697,3.6769230769230767,18.0,4.116959064327485,18.0,4,4,1,1,3,0,8,0,3,8,30.770239055901,0.75,0.0074173631801443
T12205Y,50,50,40,44.91990138601473,5,1,0.0,148,0.0,0.0,0.0,0.0,0.0,2.8272556674825453,3.107843137254902,9.0,3.535416666666667,9.0,1,1,1,1,2,0,3,0,2,3,15.12575083352828,0.3333333333333333,0.0002034547570709
T00389I,55,55,50,47.34100808852999,5,1,0.0,150,0.0,0.0,0.0,0.0,100.00000000000004,2.74603301954754,4.168776371308017,8.0,3.979362101313321,10.0,1,24,1,1,0,0,0,0,0,0,3.9807605030452673,0.2857142857142857,0.0005839538863505
T00389I,55,55,50,47.34100808852999,5,1,0.0,150,0.0,0.0,0.0,0.0,100.00000000000004,2.74603301954754,4.168776371308017,8.0,3.979362101313321,10.0,1,24,1,1,0,0,0,0,0,0,3.9807605030452673,0.2857142857142857,0.0005839538863505
T07531Y,50,50,45,75.22697873114633,5,0,0.0,151,0.0,3.156820059742263,0.0,0.0,0.0,5.277363636909453,1.8357142857142856,4.0,1.820433436532508,4.0,1,1,1,1,1,0,2,0,1,2,15.696721556393886,0.2727272727272727,0.0004843954614566
T17601A,65,60,55,76.94015762009958,3,1,0.0,153,0.0,24.60788547367999,0.0,0.0,0.0,1.6896247584196222,8.484848484848484,16.0,7.122641509433962,45.0,3,1,34,1,11,0,29,0,11,29,45.9744270557843,0.85,0.0029310002799864
T03795E,60,60,50,109.86149228080502,5,1,0.7926944193894458,157,0.0,0.5263287302047557,0.0,0.0,7.003078584069239,0.4369137985551939,3.257142857142857,9.0,3.747126436781609,11.0,16,1,1,1,21,0,27,0,21,27,35.702100941068736,0.6666666666666666,0.0
T15784O,45,40,0,52.0952419469269,5,1,2.6434721281939133,159,0.0,6.03342006472923,0.0,0.0,0.0,1.8427768997611629,4.779220779220779,11.0,4.803921568627451,12.0,2,2,1,1,0,0,5,0,0,5,0.0,0.1428571428571428,0.0
T17159D,55,50,45,161.6553751016881,5,1,0.0,160,0.0,13.601964268910011,0.0,0.0,60.7214083927447,1.039247442557771,3.2285714285714286,8.0,3.0761904761904764,12.0,1,2,1,1,33,0,53,0,33,53,19.14752307045405,0.45,0.0004290384912369
T17159D,55,50,45,161.6553751016881,5,1,0.0,160,0.0,13.601964268910011,0.0,0.0,60.7214083927447,1.039247442557771,3.2285714285714286,8.0,3.0761904761904764,12.0,1,2,1,1,33,0,53,0,33,53,19.14752307045405,0.45,0.0004290384912369
T21146F,70,65,60,60.38132892834895,3,0,0.0,162,0.0,3.3300917884265737,0.0,0.0,21.919758360293702,3.378529342982987,3.4,6.0,4.706185567010309,13.0,6,1,14,4,3,0,14,0,3,14,50.0,1.0,0.0191759922256666
T06928L,60,55,50,154.18857368885244,5,1,0.0609116487514179,164,0.0,0.0,0.0,0.0,0.0,0.7782658075972235,2.836027713625866,7.0,2.889940828402367,7.0,1,1,1,1,17,0,23,0,17,23,8.935497704989352,0.1176470588235294,0.0
T14863I,50,45,40,77.33932567890282,5,1,0.0,166,0.0,0.0,0.0,0.0,100.00000000000011,1.6291837832617535,3.6484018264840175,8.0,3.7631975867269984,8.0,1,23,1,1,0,0,0,0,0,0,5.995095483598695,0.2,0.0007214109310241
T09663R,65,60,55,53.19729505676373,4,1,0.0,169,0.0,0.0,0.0,0.0,47.07906140489659,0.3195652638213055,4.37037037037037,17.0,4.36986301369863,17.0,6,1,3,1,0,0,11,0,0,11,32.47528496142087,0.7857142857142857,0.0112718668821181
