street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
12916,secondary,11,12,37,4,16,45,47,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12917,living_street,1,6,1,1,1,28,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
12918,tertiary,9,1,1,4,10,3,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12919,residential,1,1,1,2,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12920,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12921,pedestrian,1,18,14,1,1,45,37,1,45 - 50 dB(A),55 - 60 dB(A),60 - 65 dB(A)
12922,secondary,6,3,1,1,7,11,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12923,primary,15,13,64,3,16,36,84,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12924,residential,2,1,1,1,4,1,49,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12925,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12926,living_street,1,3,1,1,1,4,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12927,pedestrian,4,2,49,2,6,4,54,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12928,residential,1,1,1,1,1,2,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12929,residential,9,9,32,1,11,42,56,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12930,living_street,2,12,39,1,4,20,71,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12931,residential,1,1,1,1,1,1,1,2,40 - 45 dB(A),< 40 dB(A),< 40 dB(A)
12932,living_street,1,2,1,1,1,5,2,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12933,residential,4,7,2,3,4,10,2,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12934,secondary,9,5,1,2,11,15,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12935,residential,1,1,1,1,1,8,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12936,living_street,1,2,1,1,1,3,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12937,residential,4,8,28,5,7,23,87,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12938,secondary,3,1,1,1,4,9,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12939,residential,1,1,3,2,1,2,4,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12940,living_street,1,1,10,1,2,5,38,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12941,residential,1,10,1,1,2,31,1,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
12942,tertiary,2,2,4,1,2,6,33,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12943,residential,5,1,1,2,8,1,2,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12944,residential,1,1,1,1,1,4,1,5,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12945,secondary,4,2,1,2,8,20,16,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12946,secondary,10,7,20,7,16,12,43,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12947,residential,1,1,1,1,2,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12948,residential,8,1,53,1,12,4,121,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12949,residential,3,1,69,1,4,3,177,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12950,tertiary,1,1,1,1,1,1,7,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12951,tertiary,3,12,1,5,8,20,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12952,pedestrian,1,2,14,2,7,11,49,5,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12953,tertiary,3,1,14,1,3,1,85,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12954,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12955,tertiary,3,1,1,3,3,1,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12956,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12957,residential,1,2,1,1,4,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12958,residential,2,5,1,2,4,21,5,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12959,residential,1,3,1,1,2,6,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12960,residential,1,1,13,3,1,4,24,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12961,residential,1,1,1,1,1,10,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12962,living_street,3,4,1,1,4,20,1,4,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A)
12963,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12964,residential,7,1,1,1,10,1,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12965,residential,4,1,1,2,5,1,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12966,residential,4,3,16,1,10,4,33,12,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12967,tertiary,7,11,46,2,8,15,94,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12968,living_street,3,2,1,2,3,3,1,2,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
12969,living_street,1,1,3,1,1,4,10,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12970,residential,1,1,1,1,1,3,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12971,tertiary,2,5,1,1,6,20,1,1,70 - 75 dB(A),65 - 70 dB(A),65 - 70 dB(A)
12972,secondary,10,15,3,4,11,33,5,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12973,residential,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
12974,living_street,1,14,1,1,3,26,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
12975,living_street,1,15,1,1,1,30,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
12976,secondary,1,5,1,1,7,30,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12977,residential,1,1,1,1,1,3,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12978,living_street,1,7,1,1,1,20,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12979,residential,1,1,1,2,5,4,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12980,residential,4,3,1,2,5,8,3,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12981,pedestrian,2,2,16,1,7,8,39,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12982,primary,3,1,91,1,6,3,211,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12983,residential,1,1,1,2,1,2,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12984,residential,1,2,1,1,2,8,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
12985,residential,1,1,1,1,3,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12986,secondary,2,2,1,1,6,4,11,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12987,residential,1,2,1,1,8,4,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12988,residential,1,1,1,1,5,3,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12989,living_street,1,1,1,1,7,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12990,residential,1,4,33,1,7,9,130,3,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12991,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12992,tertiary,1,1,13,1,1,4,25,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
12993,tertiary,8,5,23,3,10,13,49,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
12994,living_street,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
12995,pedestrian,2,1,15,1,8,3,67,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
12996,primary,13,10,1,1,13,20,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
12997,pedestrian,1,5,1,1,3,12,1,2,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
12998,residential,3,9,43,2,7,16,82,4,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
12999,residential,1,12,1,1,1,35,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
13000,residential,1,10,1,1,4,21,32,3,55 - 60 dB(A),50 - 55 dB(A),55 - 60 dB(A)
13001,living_street,1,1,1,1,3,1,1,2,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
13002,secondary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13003,tertiary,4,1,1,1,4,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13004,tertiary,1,8,30,1,6,19,72,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13005,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13006,secondary,2,1,1,1,4,2,7,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13007,tertiary,3,5,14,1,3,5,62,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13008,living_street,1,1,17,1,7,4,24,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
13009,tertiary,9,2,34,1,11,3,77,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13010,residential,2,5,54,1,3,6,123,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13011,residential,1,2,8,2,7,2,15,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13012,trunk,7,1,1,1,8,2,1,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13013,secondary,4,5,1,1,6,11,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13014,tertiary,4,1,4,1,7,2,7,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13015,living_street,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13016,tertiary,12,3,17,1,13,12,29,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13017,residential,1,6,1,1,4,26,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13018,residential,1,1,1,1,1,1,1,2,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
13019,tertiary,1,1,7,1,2,1,7,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13020,residential,3,4,1,1,4,6,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13021,residential,1,1,1,1,5,7,4,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13022,pedestrian,1,11,1,1,3,21,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
13023,tertiary,2,9,7,1,5,18,9,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13024,residential,5,14,1,1,6,25,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13025,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13026,primary,7,12,1,1,7,18,17,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13027,living_street,1,1,1,2,1,1,1,4,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13028,residential,1,4,1,1,3,15,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13029,living_street,1,1,1,1,1,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13030,tertiary,3,2,1,2,11,7,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13031,living_street,6,6,1,1,14,14,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13032,residential,1,7,1,1,3,18,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13033,trunk,8,1,27,1,11,1,59,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13034,residential,1,1,1,2,1,1,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13035,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13036,residential,1,1,1,1,6,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13037,residential,1,1,1,1,4,2,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13038,tertiary,2,1,1,1,5,1,5,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13039,primary,9,1,1,1,12,3,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13040,residential,1,3,1,2,3,6,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13041,residential,2,5,1,2,3,18,1,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13042,tertiary,5,4,35,2,7,6,61,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13043,residential,1,11,1,1,1,30,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13044,residential,2,1,1,2,4,2,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13045,living_street,1,4,2,1,1,5,24,1,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A)
13046,residential,1,1,18,1,1,2,45,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13047,tertiary,2,9,1,1,5,18,13,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13048,residential,6,1,1,2,6,1,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13049,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
13050,track,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13051,pedestrian,1,1,1,1,1,1,1,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
13052,residential,6,3,1,4,16,3,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13053,residential,1,1,1,1,1,2,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13054,primary,6,3,1,1,10,7,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13055,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13056,residential,4,1,65,1,6,4,164,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13057,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13058,tertiary,5,1,1,1,6,2,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13059,living_street,1,5,1,1,1,10,3,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13060,residential,8,1,1,1,14,4,1,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13061,secondary,2,3,2,2,5,5,6,6,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13062,residential,4,1,27,1,9,3,61,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13063,residential,7,5,11,1,9,12,17,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13064,pedestrian,1,8,1,1,1,33,25,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
13065,tertiary,3,3,37,3,4,4,65,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13066,residential,1,2,1,1,1,9,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13067,residential,1,1,1,2,1,1,1,2,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
13068,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13069,residential,1,1,1,2,1,1,1,4,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
13070,residential,14,1,1,4,16,4,1,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13071,secondary,4,3,66,1,11,12,165,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13072,residential,1,11,1,1,1,36,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13073,residential,1,1,1,1,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13074,tertiary,3,2,40,1,3,3,84,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13075,tertiary,1,1,1,3,4,1,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13076,residential,1,2,1,1,1,4,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13077,residential,1,4,1,1,4,4,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13078,tertiary,5,2,4,1,10,3,12,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13079,residential,1,1,1,4,1,1,1,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13080,residential,3,14,1,1,5,27,44,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13081,tertiary,2,3,1,1,5,3,1,1,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
13082,residential,1,1,1,1,1,2,8,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13083,residential,6,2,12,1,8,6,35,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13084,living_street,2,3,1,1,6,5,17,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13085,trunk,1,1,1,1,2,1,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13086,secondary,31,3,1,1,31,5,1,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13087,secondary,8,11,1,1,11,19,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13088,primary,9,1,2,7,20,6,16,17,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13089,tertiary,4,2,1,2,7,2,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13090,pedestrian,1,1,1,1,1,9,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13091,residential,1,2,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13092,living_street,1,7,7,1,3,24,65,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13093,residential,2,3,1,1,4,5,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13094,living_street,1,1,1,1,1,1,1,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
13095,tertiary,3,12,1,1,5,32,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13096,residential,2,1,1,1,3,3,1,6,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13097,secondary,7,9,1,1,12,20,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13098,pedestrian,1,6,2,1,1,25,2,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13099,residential,4,4,1,3,5,9,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13100,residential,1,1,1,1,6,1,4,8,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13101,pedestrian,3,16,118,1,3,36,179,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13102,secondary,2,18,49,1,8,31,146,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13103,residential,6,1,172,1,6,3,315,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13104,residential,1,1,1,1,1,1,6,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13105,residential,1,2,1,1,1,3,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13106,pedestrian,1,1,5,1,1,13,23,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
13107,residential,1,1,7,1,4,1,22,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13108,pedestrian,1,1,15,1,1,1,66,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
13109,pedestrian,1,5,51,1,1,9,92,1,45 - 50 dB(A),45 - 50 dB(A),55 - 60 dB(A)
13110,living_street,5,2,1,1,8,9,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13111,living_street,1,1,1,1,1,1,3,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13112,living_street,2,1,34,1,8,4,77,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13113,residential,3,2,15,1,10,7,78,7,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13114,residential,1,1,1,1,5,1,10,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13115,primary,1,1,1,1,1,2,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13116,pedestrian,1,5,1,1,1,14,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13117,residential,1,3,1,1,1,23,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13118,tertiary,6,9,1,1,10,30,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13119,tertiary,7,1,1,2,11,2,1,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
13120,tertiary,1,2,78,1,1,4,105,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13121,trunk,7,1,7,3,10,1,31,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13122,residential,4,1,33,1,5,2,50,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13123,residential,1,7,1,1,1,13,1,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
13124,living_street,4,5,1,1,12,18,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13125,residential,6,1,9,7,13,8,25,8,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13126,living_street,1,5,1,1,1,22,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13127,tertiary,6,5,1,1,6,12,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13128,residential,3,9,74,1,10,28,204,2,60 - 65 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13129,secondary,15,1,1,1,15,1,22,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13130,residential,1,1,1,1,2,1,1,2,65 - 70 dB(A),65 - 70 dB(A),55 - 60 dB(A)
13131,living_street,1,1,1,1,2,1,1,6,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
13132,pedestrian,1,2,1,1,1,6,2,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13133,residential,2,1,7,2,4,11,33,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13134,residential,1,1,17,1,3,4,39,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13135,tertiary,9,5,74,1,9,11,199,3,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13136,secondary,3,10,33,1,3,28,74,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13137,pedestrian,1,1,35,1,4,2,104,1,50 - 55 dB(A),50 - 55 dB(A),50 - 55 dB(A)
13138,pedestrian,1,1,62,1,1,1,157,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
13139,pedestrian,1,12,1,1,1,43,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13140,tertiary,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13141,residential,1,1,1,1,1,1,3,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13142,tertiary,2,3,1,1,8,6,25,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13143,tertiary,1,3,1,1,1,6,1,5,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13144,residential,3,2,1,1,6,3,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13145,residential,1,2,1,2,1,2,1,4,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
13146,tertiary,3,2,1,1,4,5,5,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13147,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13148,pedestrian,1,1,30,1,3,7,80,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
13149,pedestrian,1,1,20,1,1,2,66,1,45 - 50 dB(A),45 - 50 dB(A),< 40 dB(A)
13150,living_street,2,1,92,1,2,2,160,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13151,residential,1,1,1,2,1,1,1,3,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13152,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13153,tertiary,4,1,7,1,7,2,25,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13154,trunk,1,1,11,1,1,1,24,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
13155,pedestrian,1,4,1,1,1,19,1,2,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A)
13156,trunk,1,1,1,1,1,1,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
13157,secondary,1,2,1,1,10,5,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
13158,residential,1,5,1,1,2,16,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
13159,residential,4,2,34,1,7,5,85,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
13160,living_street,1,1,1,1,1,4,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
