road_id,signals_50,transport_100,pois_noisy_100,pois_sensitive_100
5260740738_442540298_0,5,5,5,2
5264363339_30295293_0,2,6,4,1
5264363339_30295298_0,2,3,3,1
5264394426_30254222_0,19,10,14,1
5264614128_30294487_0,6,3,10,1
5264614128_7223680633_0,3,3,5,1
5275865097_4560303034_0,13,3,2,1
5275865097_3683481343_0,11,6,2,1
5275865099_4560303034_0,13,3,2,1
5275865099_974261549_0,13,3,2,1
5275865099_974261545_0,13,3,2,1
5275881875_4538123399_0,15,6,11,1
5275881876_2828177967_0,10,3,12,1
5275881876_5275881875_0,15,5,12,1
5278618160_7866434044_0,12,4,8,1
5278618160_1479161820_0,7,2,8,1
5278618281_797498302_0,17,3,8,1
5286242896_561521683_0,6,5,1,1
5286242897_1622039363_0,5,3,1,1
5286242897_13607758976_0,3,5,1,1
5289700555_11258759969_0,6,3,1,1
5289700555_3880549731_0,2,2,1,1
5306386378_4397169306_0,1,3,13,1
5306386384_30227068_0,1,3,28,4
5306386384_4397169294_0,1,3,30,3
5313720234_363888331_0,7,6,6,1
5313720234_2293731618_0,4,4,5,1
5316471779_5316471787_0,1,2,1,1
5316471787_2408251358_0,1,2,1,1
5316471787_2408251360_0,1,2,1,1
5316471787_5316471779_0,1,2,1,1
5316471788_2408251360_0,1,2,1,1
5329316381_1297790742_0,1,5,1,1
5329316381_1297790734_0,1,6,2,1
5331033627_5331033629_0,2,3,2,1
5331033627_543552988_0,5,4,4,1
5331033627_543552982_0,4,3,2,1
5331033629_8396779114_0,1,4,4,1
5331033629_8396789422_0,1,4,2,1
5331033629_5331033627_0,2,3,2,1
5331033797_8396779114_0,1,4,4,1
5333499784_974261542_0,7,2,1,1
5333499784_8473849076_0,7,2,1,1
5333499784_559604870_0,7,2,1,1
5335313617_5335313618_0,1,3,1,1
5335313618_420553141_0,1,3,1,1
5335313618_2681806809_0,1,3,1,1
5335313618_5335313617_0,1,3,1,1
5352196827_2993804551_0,1,2,1,1
5359800317_3299255723_0,6,2,7,1
5359800317_4541533775_0,4,4,10,1
5387890125_1121909773_0,9,8,3,1
5387890125_3049188188_0,9,8,3,1
5387890125_2891400538_0,17,8,7,1
5389145152_30264418_0,1,5,9,1
5389145153_30686210_0,1,2,1,1
5389145153_5389145152_0,1,5,9,1
5393693518_247636999_0,8,5,4,2
5393693746_4485344000_0,21,5,8,1
5393693746_5393693518_0,9,3,3,1
5402582929_5402582936_0,1,8,9,1
5402582931_30558461_0,2,3,6,1
5402582931_5402582936_0,2,7,9,1
5402582936_5402582929_0,1,8,9,1
5402582936_5402582931_0,2,7,9,1
5402582936_5402582937_0,1,8,9,1
5402582937_30558459_0,4,8,12,1
5402582937_50099103_0,5,10,7,1
5402582937_5402582936_0,1,8,9,1
5405608626_253761942_0,1,3,1,1
5405608628_588014356_0,1,3,1,1
5448516407_1299373045_0,1,3,1,1
5448516407_5448517635_0,2,3,1,1
5448516408_1299373044_0,4,3,1,1
5448517635_5448516408_0,4,3,1,1
5448517635_5448516407_0,2,3,1,1
5451351932_30313010_0,2,2,2,1
5476360970_1840720993_0,1,2,1,1
5476360970_13750214001_0,1,2,1,1
5476467950_1483861162_0,1,6,1,1
5476467950_5476467954_0,1,6,1,1
5476467950_359235509_0,1,6,1,1
5476467951_359235508_0,2,2,1,1
5476467954_5476467951_0,2,3,1,1
5476467960_365288147_0,1,4,1,1
5476467960_5476467954_0,1,3,1,1
5487518335_877366727_0,3,3,5,1
5487518335_5487518357_0,3,3,5,1
5487518357_30294708_0,3,3,8,1
5519535022_1695282631_0,1,7,1,1
5519535022_1695282603_0,1,2,1,1
5643458632_5643458633_0,1,4,3,1
5643458633_561249958_0,1,4,3,1
5643458633_1695219620_0,1,4,3,1
5643458635_1374619186_0,1,6,5,1
5643458635_1695219624_0,1,5,6,1
5643458635_417979580_0,1,6,7,1
5644562417_5644568122_0,5,3,9,1
5644562417_4834501684_0,5,3,9,1
5644568122_30246949_0,13,5,20,1
5678341335_8119755207_0,4,4,1,1
5678341335_1930254000_0,4,4,1,1
5711742102_1044543194_0,3,2,18,3
5726734751_5726734752_0,1,2,3,1
5759228087_243587576_0,11,5,1,1
5764726550_2238485654_0,3,2,5,1
5767458306_5769607634_0,1,6,1,1
5767709820_430764140_0,1,5,1,1
5769607634_5767458306_0,1,6,1,1
5769607634_1292134747_0,1,5,1,2
5769607634_5769607638_0,1,9,1,1
5769607638_5769607634_0,1,9,1,1
5782967886_30253367_0,4,2,1,1
5786711782_11669431345_0,1,3,1,1
5794183354_951467903_0,8,8,23,3
5827147445_430764148_0,1,2,1,1
5827147445_1935831401_0,1,2,2,1
5827147445_430767083_0,1,2,1,1
5836057702_5914119632_0,1,5,1,1
5843978802_5843978802_0,1,2,1,1
5843978802_5843978802_1,1,2,1,1
5843978802_1365781145_0,5,4,3,1
5856759988_5856759989_0,1,3,3,1
5856759989_5856759988_0,1,3,3,1
5856759989_600466300_0,1,3,3,1
5881397049_1695282633_0,4,7,1,2
5881397049_790034785_0,4,7,1,3
5906608846_10712779365_0,4,3,8,2
5908351895_30252078_0,4,2,1,1
5908351895_4549272595_0,5,4,1,1
5914119632_5836057702_0,1,5,1,1
5914119632_1292134749_0,1,5,1,1
5916226396_412370995_0,4,2,6,2
5916226396_30558447_0,1,2,4,1
5916226402_30558293_0,1,2,4,1
5927245626_7305804171_0,1,2,1,1
5929178675_5929178678_0,1,2,1,1
5929178675_629334371_0,1,3,1,1
5929178678_5929178675_0,1,2,1,1
5929180990_1297521195_0,1,2,1,2
5929181002_30295821_0,2,2,1,1
5929181002_5929181003_0,1,2,1,1
5929181003_1303363169_0,1,2,1,1
5929181003_5929181002_0,1,2,1,1
5929181006_30554844_0,1,3,9,1
5929181006_7442324609_0,4,3,5,1
5935527977_5935527978_0,1,2,1,1
5935527978_5935527980_0,1,2,1,1
5935527978_5935527977_0,1,2,1,1
5935527979_5935527980_0,1,2,1,1
5935527980_974261554_0,11,2,1,1
5935527980_5935527979_0,1,2,1,1
5935527982_1374319492_0,1,2,1,1
5935529685_5935529688_0,1,2,1,1
5935529688_1431153170_0,1,2,1,1
5935529688_1431153131_0,1,2,1,1
5935529688_5935529685_0,1,2,1,1
5936863414_1526542622_0,2,8,1,1
5936863414_1483794627_0,5,8,1,1
5937668155_10183406423_0,1,2,1,1
5937668155_2455217846_0,1,2,1,1
5937668155_9425332499_0,1,2,1,1
5937668159_457326771_0,1,2,1,1
5937668159_30315629_0,1,2,1,1
5937668159_9425332500_0,1,2,1,1
5937668160_5937668161_0,1,2,1,1
5937668161_5937668160_0,1,2,1,1
5943146522_30686192_0,1,2,12,1
5943146523_1969416850_0,1,2,12,1
5943146523_5943146522_0,1,2,13,1
5946251197_253790709_0,1,3,1,1
5946251197_253790707_0,5,8,1,1
5946251199_1341455855_0,1,4,1,1
5946251199_2852358816_0,1,4,2,1
5946251199_5946251197_0,1,3,1,1
5948798214_5948798216_0,2,9,4,1
5948798216_1532984315_0,1,7,2,1
5948798216_1310620195_0,3,10,4,1
5948798216_5948798214_0,2,9,4,1
5948798217_1853174684_0,1,3,1,1
5948798217_6815925054_0,1,5,1,1
5948798218_1857472190_0,1,5,1,1
5948798218_5948798217_0,1,3,1,1
5951673145_30960786_0,1,3,4,1
5951673146_412549129_0,3,4,4,1
5951673146_5951673145_0,1,5,4,1
5952574451_627782667_0,4,2,1,1
5952574451_1297521235_0,2,2,1,2
5952574451_5952574455_0,2,2,1,2
5952574455_1297521195_0,1,2,1,2
5952574455_5952574451_0,2,2,1,2
5952574455_1297521235_0,1,2,1,2
5952574456_3951678282_0,1,2,1,1
5983130784_1374801002_0,1,3,1,1
5995662050_1935827804_0,1,2,1,1
5998000217_598224999_0,1,3,1,2
5998091078_598224982_0,1,2,2,1
5998108121_4691418496_0,1,2,2,1
6002052354_1935827763_0,1,2,3,1
6002052354_622350679_0,1,2,3,1
6002052354_1935827759_0,1,2,2,1
6008604431_30617805_0,1,3,1,1
6031323975_1933546307_0,1,2,1,1
6039142037_434423055_0,1,2,1,1
6039142040_598224001_0,1,4,2,1
6039142040_10221732552_0,1,3,3,1
6042820380_409506336_0,1,2,4,3
6042820380_364722162_0,1,3,9,4
6064789701_1551112026_0,1,5,7,1
6064789701_10796996597_0,1,3,3,1
6070339664_30254231_0,3,6,25,1
6070339664_7042373972_0,1,5,29,1
6073196939_415950289_0,4,9,11,1
6073196939_1357271772_0,4,9,10,3
6080661669_168529464_0,1,2,1,1
6080661669_3976600100_0,1,3,5,1
6086753445_1311619424_0,12,10,19,1
6086753445_1126848522_0,6,5,12,1
6091986825_2293731612_0,2,4,1,2
6091986825_30556161_0,5,4,1,1
6093599878_2742735113_0,1,3,1,1
6093599878_1003235873_0,1,2,1,1
6093599878_2742735175_0,1,3,1,1
6096823155_490941485_0,2,2,1,1
6096823155_6096823156_0,2,2,1,1
6096823156_6096823155_0,2,2,1,1
6099715637_269376403_0,5,4,9,1
6099715637_6099715644_0,3,3,1,1
6099715638_667387213_0,3,5,3,1
6099715638_6099715637_0,4,4,1,1
6099715644_1375265206_0,5,3,2,1
6099715644_9794956144_0,3,3,1,1
6100210188_6100210204_0,1,2,1,1
6100210189_6100210188_0,1,2,1,1
6100210189_6100210194_0,1,2,1,1
6100210191_6100210189_0,1,2,1,1
6100210191_6100210206_0,1,2,1,1
6100210193_359236003_0,1,2,1,1
6100210194_6100210191_0,1,2,1,1
6100210194_6100210193_0,1,2,1,1
6100210202_6100210194_0,1,2,1,1
6100210202_6100210193_0,1,2,1,1
6100210204_358505133_0,1,2,1,1
6100210204_6100210202_0,1,2,1,1
6100210206_3196795880_0,1,2,1,1
6100210208_6100210191_0,1,2,1,1
6100210208_6100210206_0,1,2,1,1
6100210214_6100210189_0,1,2,1,1
6100210214_6100210188_0,1,2,1,1
6103772408_7294793970_0,1,4,1,1
6103772408_412452567_0,1,4,1,2
6111325438_1297790770_0,1,3,1,1
6119645895_2510678721_0,1,2,16,1
6119645895_511123404_0,1,2,13,1
6120152819_448700549_0,6,5,7,1
6120152819_448786030_0,4,5,6,1
6120152819_125932462_0,5,6,10,1
6125086059_998592680_0,3,2,8,1
6126749210_243338885_0,5,2,2,1
6126749211_6126749210_0,1,2,1,1
6126749211_2677447194_0,3,2,1,1
6137493687_1857472204_0,1,3,1,1
6137493687_1857472181_0,1,3,1,1
6137493691_1857472181_0,1,3,1,1
6137493691_6137493687_0,1,2,1,1
6143316522_1852768637_0,1,2,1,1
6148206388_6148227547_0,1,2,1,1
6148206388_3761326803_0,1,2,1,1
6148227547_6449314872_0,1,2,1,1
6194641758_30332639_0,6,3,12,1
6194641758_7600262098_0,1,4,4,1
6210812030_269379908_0,3,4,2,1
6210812030_1378073780_0,1,4,6,1
6213879857_4327379292_0,9,5,1,1
6218586069_1314467682_0,9,4,1,1
6218586069_1162558788_0,12,7,1,1
6218672136_387127456_0,1,4,1,1
6218672136_6218672137_0,1,7,1,1
6218672137_387127664_0,1,8,1,1
6218672137_3994528973_0,5,25,2,1
6218672137_6218672136_0,1,7,1,1
6219058269_598224982_0,1,2,2,1
6219058269_2687171808_0,1,2,3,1
6219170978_366062092_0,1,2,1,1
6219224220_478855185_0,3,3,1,1
6219224220_4992914467_0,3,6,1,1
6223865340_6223865358_0,1,2,1,1
6223865340_7487343281_0,1,4,1,1
6223865358_1695282564_0,1,2,1,1
6223865358_1299373042_0,1,2,1,1
6225821935_4385157799_0,3,3,10,1
6225821935_30689544_0,3,3,9,1
6227506599_1748629933_0,6,3,1,1
6227506599_4307026178_0,8,3,2,1
6227506610_6227506611_0,5,2,1,1
6227506610_2059755039_0,6,3,2,1
6227506611_1043834246_0,5,2,3,1
6227506611_6227506610_0,5,2,1,1
6227506611_2059755036_0,5,2,1,2
6238824732_30914312_0,4,7,13,1
6238824734_30558293_0,1,2,8,1
6238824734_30558447_0,1,2,5,1
6256443439_412426589_0,1,4,1,1
6260834970_12961323920_0,3,3,1,1
6260834970_600466257_0,3,5,1,1
6297842341_1012338252_0,1,3,3,1
6301479267_1075648459_0,2,4,1,2
6316502269_30264201_0,1,2,1,1
6326164170_2473393823_0,3,2,18,4
6326164170_2473393788_0,3,2,18,3
6333903842_583323362_0,1,3,1,1
6341713204_1912611119_0,1,2,2,1
6364664850_31286185_0,1,3,1,1
6375615037_2111237734_0,1,4,1,1
6376850715_13845167536_0,1,5,1,1
6376850717_3762069417_0,1,5,1,1
6376850717_6376850715_0,1,5,1,1
6376850717_253790691_0,1,5,1,1
6390497671_903833762_0,1,2,2,1
6390497671_6390497672_0,1,3,2,1
6390497672_6390497671_0,1,3,2,1
6423993160_6423993161_0,1,2,1,1
6423993160_12703479479_0,3,2,1,1
6423993161_6423993160_0,1,2,1,1
6428574628_1001441852_0,1,2,1,1
6428574628_4127392698_0,1,2,1,1
6449314872_1425252279_0,1,3,1,1
6485444305_554241219_0,1,2,1,1
6547829115_5782967886_0,2,2,1,1
6547829115_247637117_0,2,2,1,1
6565856196_178542532_0,6,8,3,1
6565856196_11516978571_0,2,10,5,1
6620325587_6423993160_0,1,2,1,1
6620325587_6620325588_0,1,2,1,1
6620325588_6620325587_0,1,2,1,1
6634825854_5094317308_0,4,4,23,1
6634825854_3213093362_0,4,4,11,1
6691107213_1935831401_0,1,2,2,1
6695182350_430765606_0,1,3,1,1
6695182350_430765521_0,1,4,1,1
6695182350_430764775_0,1,3,1,1
6695182355_6695182355_0,1,3,5,1
6695182355_430764775_0,1,3,4,1
6718358695_430769491_0,1,4,1,1
6742307805_9507066653_0,1,4,2,1
6762254076_11289475293_0,12,5,14,2
6762254076_30243118_0,5,3,14,1
6762254081_6762254076_0,5,3,12,2
6762254081_430535703_0,8,2,13,2
6766631070_5726734752_0,1,2,4,1
6766631070_3044253138_0,1,2,3,1
6780590097_5726734751_0,1,2,3,1
6780590097_12278745938_0,1,2,1,1
6788067150_429742266_0,2,5,1,1
6788605451_1613639964_0,1,2,1,1
6788605451_1613639990_0,1,2,1,1
6788605473_523781576_0,5,2,1,1
6788605473_12955884765_0,9,2,1,1
6802966816_190955805_0,1,4,1,1
6802966816_629756642_0,1,3,1,1
6815925054_1857472197_0,1,5,1,1
6815925054_6815925056_0,1,4,1,1
6815925056_2954961669_0,1,7,1,1
6815925056_1857472197_0,1,5,1,1
6815991619_600112315_0,6,2,1,1
6816047936_13114926555_0,1,4,1,1
6825291522_6825291523_0,1,3,1,1
6825291523_359100661_0,2,2,3,1
6825291523_359100087_0,1,5,1,1
6825291523_6825291522_0,1,3,1,1
6831747698_420060599_0,1,6,1,1
6831747698_2111268461_0,1,7,1,1
6831747707_2111273203_0,6,6,1,1
6831747707_2111498724_0,6,13,1,2
6831747715_2123195985_0,1,2,1,1
6831747715_2123196012_0,1,3,1,1
6833338776_1092685773_0,14,4,31,4
6833338776_3386536280_0,12,4,32,3
6833338778_89148866_0,9,7,33,1
6833338778_4538123419_0,20,10,61,1
6842012554_951467903_0,10,3,22,8
6842012554_30238021_0,4,2,14,7
6852935862_2148896035_0,1,6,1,1
6852935862_940874209_0,2,6,1,1
6853738185_2676998918_0,3,3,2,1
6853738185_1695282547_0,3,3,2,1
6853945872_359099426_0,1,5,5,1
6873411834_1088579987_0,1,2,2,1
6874436707_30253584_0,1,2,9,1
6898609741_6898609745_0,5,5,3,1
6898609741_537827467_0,5,5,3,1
6898609741_8119594962_0,5,5,3,1
6898609742_417978406_0,4,7,4,1
6898609745_6898609742_0,8,5,1,1
6916767944_561521686_0,12,6,1,1
6916767944_8267495882_0,13,6,1,1
6932324368_629306981_0,1,2,1,1
6932324368_627782751_0,1,2,1,1
6932324368_629306966_0,1,3,1,1
6932324474_402875760_0,3,2,1,1
6939468887_1365781145_0,5,6,3,1
6943141604_2126597892_0,1,3,1,1
6943220502_412451338_0,1,2,1,1
6960234560_1375697911_0,1,10,17,1
6960234560_126544770_0,1,10,17,1
6960234560_260723993_0,4,10,22,1
6964634639_191046034_0,5,2,2,1
6978253598_1046612989_0,1,4,1,1
6978253606_2707017770_0,1,2,1,1
6985462291_631831509_0,9,2,3,1
6985462291_6985462317_0,18,3,4,1
6985462292_412437788_0,9,2,3,1
6985462292_6985462306_0,9,2,2,1
6985462306_457361177_0,1,2,1,2
6985462317_6985462322_0,29,5,4,3
6985462317_3857584858_0,9,3,3,1
6985462322_412436523_0,20,5,2,3
6985802967_30253863_0,3,3,8,2
6988326935_3044253138_0,1,2,1,1
6993867323_2293731650_0,5,5,9,2
7020177134_2412830244_0,1,2,17,1
7021902544_30264647_0,3,2,1,1
7021902544_30294457_0,3,2,1,1
7021902544_30237081_0,3,2,1,1
7024426870_634646779_0,1,5,1,1
7024426870_8119594930_0,1,2,1,1
7037105577_178525064_0,1,2,2,1
7037105630_30686214_0,3,2,3,1
7037282909_3049188160_0,19,5,10,1
7037282909_3621509846_0,19,5,10,1
7037843960_243336865_0,5,4,3,1
7037843960_243336646_0,5,4,4,1
7038308651_4309994552_0,1,2,4,1
7038308651_13508611893_0,1,2,5,1
7038308651_30264251_0,1,2,8,1
7038308651_30264245_0,1,2,5,1
7038518576_3376229198_0,4,3,1,2
7039662345_1784743530_0,1,2,2,1
7039662345_1404850802_0,1,4,1,1
7039662348_7039662359_0,1,4,2,1
7039662348_7039662345_0,1,2,1,1
7039662359_4834501688_0,1,4,3,1
7039662359_7039662348_0,1,4,2,1
7040185431_30251873_0,1,2,1,1
7040185431_9429582924_0,1,2,1,1
7040259408_552884543_0,2,3,1,1
7040259408_552884518_0,2,3,1,1
7040379984_30236751_0,1,2,6,1
7040379984_2494513766_0,4,2,6,1
7078045305_420058174_0,3,6,1,1
7078045346_420051108_0,12,8,1,2
7078045346_420058159_0,7,7,1,1
7078045348_2111273207_0,6,8,1,1
7078045348_420058168_0,10,12,1,1
7078045379_2129627791_0,2,9,1,2
7078045379_420058168_0,4,11,1,2
7095387192_30253451_0,1,2,3,1
7096400667_550588156_0,1,2,1,1
7096400667_1298758085_0,4,3,1,1
7096400667_7096403592_0,1,2,1,1
7096403592_7096400667_0,1,2,1,1
7159009688_7159009692_0,1,4,1,1
7159009692_420058215_0,1,3,1,1
7159009692_7159009688_0,1,4,1,1
7159373371_6873720976_0,2,2,1,1
7159373371_30253314_0,2,2,1,1
7159551275_418737420_0,2,10,1,1
7159551275_418737419_0,2,10,2,1
7160352329_30243166_0,4,6,13,1
7160352329_506236259_0,12,7,20,4
7160883598_4880337149_0,18,10,26,1
7166339417_30333308_0,4,2,5,1
7188699482_11009796676_0,10,2,1,1
7188699482_2264456445_0,8,2,2,1
7198084789_1312339723_0,5,3,1,1
7198084790_598220565_0,10,5,2,2
7217119091_568648969_0,1,5,1,1
7217119091_364670896_0,1,6,1,1
7222927910_30689058_0,1,3,1,1
7223673629_323191078_0,7,3,1,1
7223673629_2188840521_0,7,4,1,1
7223673630_7223673629_0,7,3,1,1
7223673630_323191078_0,6,3,1,1
7223675840_841867115_0,1,3,4,1
7223675840_1375317255_0,1,3,3,1
7223680627_511123411_0,7,6,17,2
7223680627_30237542_0,4,3,10,1
7223680633_3109574422_0,3,4,5,1
7223680633_7223680627_0,7,5,14,2
7229009436_387127634_0,2,9,1,1
7229009478_387127774_0,1,3,1,1
7233634023_690679240_0,7,4,1,1
7233634026_356295211_0,7,3,1,1
7233634026_7233634023_0,7,4,1,1
7233634031_690679239_0,7,4,1,1
7233634031_359235499_0,6,4,1,1
7233634040_690679249_0,7,2,1,1
7234707851_390057405_0,6,14,1,1
7234883287_3196795880_0,1,2,1,1
7234883287_4310325432_0,1,3,1,1
7234883287_6100210214_0,1,2,1,1
7234883292_358505141_0,1,2,1,1
7234883292_359240124_0,1,2,1,1
7234883292_7234883287_0,1,2,1,1
7242936371_1695228276_0,1,2,1,1
7242936371_614849044_0,1,6,4,1
7243531434_30315480_0,1,3,1,1
7243531434_3145262115_0,1,3,1,1
7246125622_1912611158_0,1,2,1,1
7252331255_414683100_0,4,4,2,1
7252348260_7252348261_0,5,4,2,1
7252348261_7252348266_0,5,4,2,1
7252348261_1377806835_0,6,4,2,1
7252348266_1377806858_0,4,4,3,1
7252348266_4040070235_0,4,4,2,1
7252348348_2294044041_0,1,2,2,1
7254110670_243346367_0,5,5,15,1
7254110670_3592009292_0,8,6,17,1
7274365949_240936350_0,1,5,27,1
7289937297_629328233_0,7,9,2,1
7294793970_6103772408_0,1,4,1,1
7302027436_7302038099_0,1,2,1,1
7302027436_574969014_0,1,2,1,1
7302027473_2319508646_0,2,7,1,1
7302038099_7302027436_0,1,2,1,1
7302038099_2498390691_0,1,2,1,1
7302038104_7302038099_0,1,2,1,1
7302038104_2498390691_0,1,2,1,1
7305804171_2123195996_0,1,2,1,1
7305804171_2123195997_0,1,2,1,1
7305839386_904490207_0,1,2,1,1
7305839386_2128036087_0,1,2,1,1
7305839412_1297790607_0,2,6,1,1
7340701542_2952200687_0,2,3,17,1
7340701542_21638874_0,6,4,20,1
7376904297_690803404_0,6,10,7,2
7382807803_30248594_0,1,4,16,1
7382807803_30554784_0,1,4,22,1
7391288191_3889234274_0,1,5,1,1
7393702845_4345460188_0,1,10,2,1
7416008674_30556818_0,1,4,23,4
7438745243_260723604_0,1,6,33,1
7438745243_30553756_0,1,2,30,1
7442324609_5929181006_0,4,3,5,1
7455315353_30333330_0,1,3,35,2
7455315353_1368967598_0,1,2,21,2
7487287876_1727171543_0,4,4,1,1
7487287876_2713983941_0,8,3,1,2
7487287878_2713983941_0,8,4,1,3
7487287878_7487287876_0,6,4,1,2
7487343281_6223865340_0,1,4,1,1
7507211481_33098965_0,7,9,26,1
7507211481_1100295145_0,8,10,31,1
7507211787_8148449127_0,10,11,25,2
7507211789_1603753674_0,4,10,18,1
7507211789_7507211787_0,2,9,19,1
7515360144_559787230_0,8,11,15,2
7515360144_7515360155_0,5,8,23,1
7515360148_30243375_0,8,4,20,2
7515360148_30243262_0,14,4,21,1
7515360155_10182235275_0,4,3,28,1
7515360155_30243054_0,4,4,24,1
7515360156_2781080542_0,6,8,11,1
7515360156_7515360144_0,4,7,11,1
7526485262_30558459_0,6,4,10,1
7526485262_11541136046_0,6,2,8,1
7538034841_31286185_0,1,3,1,1
7538034844_387127688_0,1,3,1,1
7540811513_4579762664_0,2,11,1,1
7540811513_9090670821_0,2,2,1,1
7580972991_6842012554_0,2,2,17,5
7580972991_7198688932_0,3,7,28,3
7589389959_30307968_0,1,5,16,1
7589389959_30686179_0,1,5,13,2
7600262098_6194641758_0,1,4,4,1
7634532958_448786031_0,1,4,1,1
7663721759_323168834_0,17,4,1,1
7663721759_323168908_0,9,4,1,1
7679659712_412370062_0,1,3,6,1
7679659712_30558253_0,1,3,5,1
7721493556_556364134_0,1,2,1,3
7862216634_3184350832_0,5,4,12,1
7866434035_5278618281_0,2,3,3,1
7866434035_30243128_0,7,4,10,1
7866434044_5278618281_0,7,4,9,1
7866434044_30243128_0,5,4,7,1
8043162354_1311770051_0,14,15,10,1
8043162354_11282472027_0,15,9,6,1
8086245576_8086245577_0,1,2,1,2
8086245577_1857472213_0,1,2,1,2
8086245577_8086245576_0,1,2,1,2
8086245577_1857472207_0,1,2,1,2
8086245579_1852768626_0,1,3,1,2
8086245580_8086245581_0,1,2,1,2
8086245581_8086245582_0,1,2,1,2
8086245581_8086245580_0,1,2,1,2
8086245581_1852768598_0,1,2,1,2
8086245582_8086245581_0,1,2,1,2
8089462903_863144004_0,1,2,1,1
8119152610_8119152612_0,1,2,1,1
8119152610_1374800911_0,1,2,1,1
8119152612_8119152610_0,1,2,1,1
8119424254_364716619_0,4,4,5,1
8119424266_359237786_0,1,2,1,1
8119424266_359237785_0,1,2,2,1
8119424266_8119424269_0,1,3,4,1
8119424269_364716619_0,1,2,4,1
8119424269_364716480_0,1,2,9,1
8119424269_1377933441_0,5,4,6,1
8119424276_356295215_0,2,3,1,1
8119424276_359236696_0,2,3,1,1
8119424276_8529602573_0,5,3,1,1
8119424282_358505134_0,4,2,1,1
8119424282_13701003956_0,7,3,1,1
8119424282_358505133_0,4,2,1,1
8119424289_359236300_0,5,3,1,1
8119424289_359238242_0,4,3,1,1
8119424292_8119424266_0,1,2,1,1
8119424292_1377933400_0,2,5,1,1
8119594930_637464857_0,1,2,1,1
8119594962_615815427_0,13,16,6,1
8119755195_1930254000_0,4,4,1,1
8119755195_8119755196_0,4,5,1,1
8119755196_1930254000_0,4,5,1,1
8119755196_378208896_0,8,6,1,1
8119755202_418737419_0,1,2,1,1
8119755202_7159551275_0,2,10,2,1
8119755207_1930253996_0,1,2,1,1
8119755207_10778099645_0,1,2,1,1
8119767438_2540149363_0,1,3,1,2
8119767440_8119767442_0,1,3,1,1
8119767440_8119767438_0,1,2,1,2
8119767442_2540121480_0,1,4,1,1
8121373632_253790706_0,3,6,2,1
8121509947_1475044289_0,8,6,6,2
8121510030_540312587_0,1,3,2,1
8121673613_412426589_0,1,2,1,1
8125229465_11949794106_0,1,2,1,1
8127333287_1771982098_0,8,7,1,1
8127333287_4471207535_0,21,12,5,5
8127333287_8529268154_0,8,5,1,1
8132079773_8132079774_0,1,3,1,1
8132079773_543553059_0,1,2,1,1
8132079774_8132079773_0,1,3,1,1
8132079775_8132079773_0,1,2,1,1
8132079775_8132079776_0,1,2,1,1
8132079776_8132079775_0,1,2,1,1
8132079779_8132079781_0,3,2,1,1
8132079779_8132079780_0,1,2,1,1
8132079780_8132079779_0,1,2,1,1
8132079781_347344133_0,3,2,1,1
8132079781_8132079782_0,4,2,1,1
8132079782_8132079781_0,4,2,1,1
8140250869_4431636973_0,6,2,1,1
8140250869_4431636963_0,5,2,1,1
8140250872_4431636962_0,6,2,1,1
8144185801_30264559_0,1,2,1,1
8144185801_30264558_0,1,2,4,1
8144185801_8144185804_0,1,2,1,1
8144185801_8144185802_0,1,2,1,1
8144185802_8144185801_0,1,2,1,1
8144185804_8144185801_0,1,2,1,1
8148449127_1303457189_0,5,4,7,1
8148449127_126753810_0,5,4,6,1
8149137131_253790709_0,1,5,3,1
8149221466_2115356972_0,1,10,3,1
8150119791_3306168424_0,1,3,1,1
8151705401_412452514_0,1,3,1,1
8151705408_412452491_0,1,4,1,3
8162660649_6788067150_0,2,5,1,1
8162667537_8162667553_0,5,4,1,1
8162667553_8162667556_0,4,3,1,1
8162667553_598221306_0,14,5,1,1
8162667555_8162667556_0,4,3,1,1
8162667556_8162667553_0,4,3,1,1
8162667556_1313997603_0,4,3,1,1
8162667556_10135472424_0,13,5,1,1
8166004731_4471971376_0,1,2,1,1
8166004731_8166004745_0,3,2,1,1
8166004745_2496748819_0,8,2,1,1
8166004745_523781529_0,8,2,1,1
8166004745_8166004731_0,3,2,1,1
8172065144_462635526_0,1,2,1,1
8172065144_30296039_0,1,3,1,1
8172065145_462635526_0,1,2,1,1
8172065145_30295854_0,1,2,1,1
8172065150_462635537_0,4,5,1,1
8172065150_8172065145_0,4,3,1,1
8172065151_1853174712_0,4,4,1,1
8172065151_8172065150_0,4,4,1,1
8173071606_26057388_0,10,10,10,1
8173071606_30247093_0,5,8,5,1
8174151452_269382694_0,2,2,3,1
8174151452_724126649_0,2,2,3,1
8175209748_412362700_0,3,2,2,1
8176699632_366062058_0,1,2,1,1
8177465454_60962871_0,1,2,16,2
8184529847_366213478_0,1,4,1,1
8184529847_366213487_0,1,5,1,1
8195467071_947615019_0,6,3,1,1
8195467071_603995064_0,9,3,1,1
8195467081_12945625939_0,7,4,1,1
8195467081_2283215312_0,7,4,1,1
8195951201_31286310_0,4,8,3,4
8195951201_30295341_0,3,7,3,4
8199319784_2020393224_0,1,3,1,1
8201874133_1126640615_0,4,20,28,1
8201874133_71643550_0,2,8,25,1
8210712079_442540276_0,9,4,16,1
8210712079_30243163_0,6,3,14,1
8213336141_1695282673_0,2,6,1,1
