road_id,noise_day,noise_evening,noise_night,road_length,road_category,dist_to_main
1307297617_416885092_0,60,55,50,71.54383208489314,3,0.0
1311619340_1311619500_0,65,60,60,150.90596526935497,3,0.0
1310620195_5948798216_0,55,55,50,64.88079906360558,5,697.6072051379009
1310620195_412451511_0,60,60,55,42.11639485030466,5,724.020555652294
5251907139_959498846_0,55,55,50,233.63172656390614,5,90.69410388225617
5250643030_8529334834_0,70,65,60,53.18052288411583,4,404.32763385434936
5286242897_13607758976_0,55,55,50,133.95966055431688,5,141.75861580384324
5278618160_1479161820_0,65,60,55,10.153539052057699,4,153.57883809753977
5275865099_974261545_0,60,60,55,48.93731023941984,5,143.65054724637506
1310620192_1310620180_0,60,55,50,125.82650763025123,5,621.127183322345
1311619424_1311619392_0,70,65,60,154.3348636116067,5,80.22116977558784
1311619407_3141525071_0,65,65,60,37.37758571067415,4,0.0
1311619407_442540257_0,70,70,65,17.966562045862478,3,0.0
1311619392_9782230121_0,70,70,65,10.446244789295875,5,80.22116977558784
1311619365_30254222_0,70,70,65,21.31554983536897,3,0.0
1311619363_12884439770_0,65,60,55,34.788057454770275,3,0.0
1311619363_442540243_0,70,65,60,11.845145118504956,4,0.0
1311619340_1362899971_0,70,65,60,147.72650416388026,3,0.0
1311619340_442540270_0,70,65,60,16.22569363406794,3,0.0
1311619500_1311619340_0,70,65,65,150.90596526935497,3,0.0
1311619488_1362899971_0,70,70,65,300.7824080568248,3,0.0
1311770053_30243371_0,65,65,60,133.81752081262894,4,0.0
1311770053_30238029_0,60,60,55,18.31884351334528,5,133.42906825018517
1311770051_8043162354_0,70,65,60,93.46832187546624,4,18.146785564595092
1311770050_2495598155_0,65,60,55,38.06567733036719,4,0.0
1311770048_33098957_0,70,70,65,131.89314356969626,4,0.0
1311770048_30243371_0,70,65,60,135.5067346044419,4,0.0
1311619517_1311619514_0,70,70,65,67.62848247007933,3,0.0
1312053315_2767355572_0,65,65,60,12.418466767967342,5,0.0
1312053305_1312053334_0,60,55,55,93.4183209850801,6,154.8526321664108
1311935438_30242968_0,65,60,55,127.59027662704658,5,385.9586311144932
1311833055_250794418_0,65,65,60,25.26336508441775,2,0.0
5163670090_412438222_0,70,65,60,9.949997217485082,5,71.71385784401173
5264614128_30294487_0,65,65,60,114.42162289572933,3,0.0
5260740738_1377225849_0,60,60,55,276.1246478977185,3,0.0
5260740738_1311619445_0,70,65,60,17.89572355633397,3,0.0
5254788638_2869959982_0,60,60,55,73.07048199236038,2,0.0
5254788638_30295271_0,65,65,60,51.910445495540316,5,0.0
1311773901_30237770_0,60,60,55,88.01097029264787,4,40.756131785944916
1312053345_1312053352_0,70,65,60,51.79948418306568,6,294.52242426217913
1312053343_420892537_0,65,65,60,73.6700321840273,3,0.0
1312053341_387130495_0,55,50,45,154.8134085122197,5,0.0
1312053337_1312053363_0,55,55,50,92.51701981189673,6,153.26449973688895
1312053315_420892537_0,65,65,60,82.80032758546537,3,0.0
1312053315_769906822_0,60,60,55,15.804445555199045,3,0.0
1312339722_1017920131_0,60,55,50,4.852269346464175,2,0.0
1312053384_1312053372_0,60,55,50,178.44052753034197,5,0.0
1312053384_448786034_0,65,60,55,137.91395199591852,5,0.0
1312053372_1312053384_0,60,55,50,178.44052753034197,5,0.0
1312053365_363887569_0,65,65,60,23.085222305273035,4,0.0
1312053363_1312053337_0,60,55,55,92.51701981189673,6,153.26449973688895
1312053363_1623835968_0,55,55,50,75.027665415433,6,153.0405712164666
1312053352_1623835963_0,60,60,55,134.7897384819115,6,291.59641466905333
1312339741_2810558866_0,45,40,40,53.616586321965215,6,49.46502978184494
1312339740_30618076_0,55,50,45,86.63867107991193,3,0.0
1312339730_1312339742_0,50,50,45,42.441920308596735,5,224.20225079245483
1312339730_667447467_0,55,50,45,110.18935940164016,5,120.57829529721641
1312339728_1139082290_0,65,65,60,196.1480216854006,2,0.0
1313997587_4436353871_0,55,50,45,246.6411601864638,4,106.44378502772223
1313997587_30618113_0,55,50,45,41.65536008321304,5,353.0766180567322
1313793458_1313793456_0,55,50,45,110.0056282731952,5,726.686160667544
1313793453_1381889414_0,60,60,55,128.91919928724977,5,799.8722935633658
1312339746_481122282_0,55,55,50,71.29843217695976,5,39.85344222850167
4995013510_4995013507_0,55,50,45,15.103915174147556,5,193.7663555480372
4995013510_420061795_0,55,55,50,164.66683062612108,5,193.7663555480372
5225442151_178542900_0,65,65,60,18.72680736231646,5,0.0
5169529371_760332212_0,65,65,60,1.4457224182690684,2,0.0
1312339742_1312339733_0,50,50,45,117.06762391140471,5,202.53926291835532
1312339742_30617900_0,55,50,45,72.28717052078551,6,224.21070137329824
1315972380_356295209_0,60,60,55,24.858641636506835,5,83.46628742416773
1313997605_1313997596_0,55,50,45,183.58294774798586,5,482.0278764932527
1313997603_8162667556_0,55,55,50,53.60814678646203,5,529.6898306408259
1313997602_12194900303_0,60,60,55,106.83825869491112,4,13.490334279324813
1313997596_1313997605_0,55,50,45,183.58294774798586,5,482.0278764932527
1316679293_30296145_0,55,55,50,231.54243988783134,5,102.65703904565335
1316679293_482505222_0,65,60,55,102.76602620128166,5,0.0
1316679287_30296152_0,55,55,50,19.10420122560672,5,223.90868230923581
1316679286_30295892_0,60,60,55,48.34431066485276,6,79.67686971868339
1316679286_1316679282_0,55,55,50,79.84390340887605,5,54.933084552274416
1316077961_30296141_0,60,60,55,142.41631257633532,5,213.04968782363682
1316077961_30295870_0,55,55,45,45.48774354978969,5,277.006675180537
1341408841_1341408849_0,55,55,50,218.81508280094255,5,0.0
1341400294_1341400287_0,60,60,55,18.7043999693448,5,26.196898402309923
1341400287_387127513_0,50,50,45,75.90900724570315,5,17.952610126540996
1337087460_412453202_0,65,65,60,130.65686095416427,3,0.0
1337087460_412453212_0,55,55,50,23.62695943952143,3,0.0
1337087205_2252583126_0,65,60,55,59.68433175961141,4,8.873860891551793
1329812662_1261306780_0,65,65,60,39.596310184659224,2,0.0
1349242026_4471541638_0,65,65,60,3100.6658824787464,3,0.0
1341455855_387127564_0,65,65,60,281.8422509695361,4,281.44258620417617
1341408849_1341408841_0,60,55,50,218.81508280094252,5,0.0
1349534663_1349534848_0,55,50,45,283.424576845427,5,0.0
1349534663_1298758085_0,65,60,60,135.3693209071182,3,0.0
1349534649_1349534767_0,45,45,40,102.02376487530805,5,184.6300572987853
1349534577_1350171072_0,50,50,40,399.2718314404433,5,223.3417087828777
1349534577_1349534767_0,45,45,40,289.0292309450248,5,167.66434062823382
1349242026_430764290_0,65,60,55,62.19981324058981,3,0.0
1350170150_1350169980_0,50,45,40,69.50415960188613,5,285.4054013522443
1350169980_1350170150_0,45,45,40,69.50415960188612,5,285.4054013522443
1349534848_1349534663_0,45,45,40,283.424576845427,5,0.0
1349534848_1350171034_0,45,45,40,308.61360735975796,5,88.85121216751632
4992822662_1017920188_0,70,65,60,104.91477645138227,5,0.0
4992822662_30617934_0,50,50,45,70.42509991706173,5,102.10917975019429
4992822660_420892535_0,55,55,50,101.29657356010775,5,32.241989238731115
5099106008_1774503381_0,45,45,40,37.94519618892322,5,506.69778891290764
5012384660_3951678282_0,55,55,50,230.7472197921371,5,0.0
4995013515_4995013511_0,60,55,50,17.682031106223327,5,179.91977995431566
4995013511_4251794889_0,60,60,55,210.38280057807398,5,134.4541290890513
1349534767_1349534649_0,45,45,40,102.02376487530805,5,184.6300572987853
1349534767_1349534577_0,45,45,40,289.02923094502484,5,167.66434062823382
1350170314_11283263092_0,50,45,40,186.38121024482584,6,203.36809114606402
1350170314_1350171044_0,50,45,40,31.871558220907826,6,203.36809114606402
1350170301_1350171075_0,50,50,45,56.40890713313025,5,10.083260645599768
1350170301_1350170152_0,60,55,50,68.5910761429554,5,26.70509113555866
1350170301_1350171119_0,55,50,45,118.51211206984047,6,26.70509113555866
1350170218_1350171075_0,50,50,45,389.38788888921283,5,10.083260645599768
1350170218_1350171044_0,45,45,40,60.25871778009612,6,214.26129635412855
1350170152_1350170301_0,60,55,50,68.59107614295542,5,26.70509113555866
1350170848_1298740508_0,45,40,40,176.83444642552092,5,190.5350717438211
1350170772_1350170511_0,45,45,40,156.91588255862945,5,213.16562857913993
1350170511_1350170466_0,45,40,40,53.39921976577068,5,163.39905041906403
1350170511_1298740508_0,50,45,40,91.94695293025094,5,190.5350717438211
1350170511_1350170772_0,40,40,40,156.91588255862948,5,213.16562857913993
1350171072_1349534577_0,45,45,40,399.2718314404432,5,223.3417087828777
1350171044_1350170218_0,50,50,45,60.25871778009612,6,214.26129635412855
1350171044_1350170314_0,50,45,40,31.871558220907826,6,203.36809114606402
1350171034_1349534848_0,45,45,40,308.613607359758,5,88.85121216751632
1350170931_1350169980_0,45,45,40,40.62778174746947,5,300.82470753492174
1350170931_1350170218_0,50,50,45,291.3073102772581,5,247.17899582289058
1350170854_1003235963_0,50,50,40,545.292993100096,5,439.8141856898018
1350171186_1350170931_0,55,50,45,157.81200510604123,5,183.1504427866756
1350171172_568648969_0,40,40,40,428.8957133036224,6,205.51426124751123
1350171119_1350170301_0,55,50,45,118.51211206984046,6,26.70509113555866
1350171075_1350170301_0,55,50,45,56.40890713313025,5,10.083260645599768
1350171072_3067636560_0,50,50,40,159.4566632931257,5,187.53449788612716
1350465982_1350466290_0,40,40,40,72.83244223695627,5,181.31800085707164
1350465982_1350465931_0,50,45,40,359.2568424785865,5,147.57824307058937
1350465955_1350466290_0,40,40,40,108.68407089235507,5,233.5992176406073
1350465931_416116777_0,40,40,40,111.60414199147971,5,73.64838860259457
1350465931_1350465982_0,50,45,40,359.2568424785866,5,147.57824307058937
1350465931_1350466712_0,50,45,40,80.26511668803292,5,145.07162363506268
1350465926_1350466776_0,40,40,40,36.2601550928003,5,196.35725817807477
1350466082_1350466480_0,40,40,40,580.4832649383947,5,132.20303864232858
1350466082_1350466885_0,40,40,40,173.6809318932491,6,189.4070163561159
1350466082_1350466016_0,55,55,50,229.6852187758273,6,88.69230998923618
1350466016_1350466082_0,40,40,40,229.6852187758273,6,88.69230998923618
1350466016_1350466688_0,55,55,50,319.88523799816534,6,0.0
1350466016_1350466211_0,45,45,40,326.85321065125595,5,63.45625423676704
1350465990_1350466742_0,55,55,50,25.91456495836527,4,324.7048335982591
1350465987_417329463_0,50,50,40,188.01483933342269,5,138.79707453257464
1350466480_808007297_0,40,40,40,227.99522912615387,5,217.82440308776674
1350466429_1350466857_0,40,40,40,110.42848203371516,5,181.8915493143221
1350466290_1350465955_0,40,40,40,108.68407089235508,5,233.5992176406073
1350466290_1350465982_0,40,40,40,72.83244223695628,5,181.31800085707164
1350466290_1350466812_0,40,40,40,147.46032661313617,5,233.5992176406073
1350466204_1350465987_0,40,40,40,11.752421950622738,5,129.96559060760606
1350466688_1350466016_0,55,55,50,319.8852379981654,6,0.0
1350466674_1071339525_0,50,45,40,94.70565135046688,5,10.157683072995498
1350466674_1071339487_0,50,50,45,63.50782528160243,5,0.0
1350466674_256680641_0,55,55,50,11.720384305458941,5,0.0
1350466509_1350465987_0,40,40,40,108.13756382959542,5,112.81863068875889
1350466480_1350466082_0,40,40,40,580.4832649383944,5,132.20303864232858
1350466480_1350466885_0,40,40,40,73.62221810686563,5,217.82440308776674
1350466742_319774339_0,40,40,40,138.2355372949721,4,319.5030431736509
1350466742_1350466480_0,40,40,40,251.7805843379268,6,217.82440308776674
1350466697_2535159267_0,40,40,40,5.067919221871658,5,32.90894085905262
1350466697_1350466678_0,40,40,40,40.450698899472854,5,15.468321265786027
1350466688_256680583_0,55,55,50,151.8262270203794,3,0.0
1350466688_1071400892_0,45,45,40,1738.4677343189628,3,0.0
1350466885_1350466480_0,40,40,40,73.62221810686565,5,217.82440308776674
1350466885_1350466978_0,40,40,40,151.4805648675215,6,222.98036932665548
1350466885_1350466082_0,40,40,40,173.68093189324912,6,189.4070163561159
1350466857_1350466429_0,40,40,40,110.42848203371516,5,181.8915493143221
1350466857_416116590_0,40,40,40,281.19764608909077,5,50.28367173646874
1350466857_1350466776_0,40,40,40,77.14944678913173,5,201.9554328722917
1350466812_1350466290_0,40,40,40,147.46032661313617,5,233.5992176406073
1350466776_1350465926_0,40,40,40,36.26015509280029,5,196.35725817807477
1350466776_416116584_0,50,50,45,180.4387225227966,5,71.92385498772892
1350466776_1350466857_0,40,40,40,77.14944678913173,5,201.9554328722917
1350686227_1350686077_0,40,40,40,173.58289579268063,5,839.1321902181354
1350685988_1350685765_0,40,40,40,80.52299910410352,5,555.9376912973165
1350685765_568490082_0,40,40,40,504.29013249898753,5,554.6076973872267
1350685765_583321739_0,40,40,40,86.93501410043825,5,555.064463923057
1350685765_1350685988_0,40,40,40,80.52299910410352,5,555.9376912973165
1350478836_9850467919_0,60,60,55,60.87273393738384,3,0.0
1350467003_319774964_0,45,45,40,18.720503679613522,5,80.26822550099777
1350466978_1350465990_0,40,40,40,47.38012467980656,6,282.2161927269606
1350466978_1350466885_0,40,40,40,151.48056486752154,6,222.98036932665548
1357271772_414683104_0,55,55,50,35.78719844604613,3,0.0
1351489479_1365367835_0,50,50,45,65.69782743709894,6,283.4802188587339
1351456765_2123195996_0,50,50,45,52.83821744629719,5,995.5203037494958
1351456765_904485248_0,50,50,45,237.99239962375856,5,783.8132798150615
1350812728_30254057_0,65,65,60,130.2519348491627,2,0.0
1350812728_2292981003_0,70,70,65,36.012308308519906,5,0.0
1350686296_416115210_0,45,45,40,235.65535960423438,5,186.3769651068015
1350686227_1817703603_0,40,40,40,546.620731518607,5,763.6957738311504
1362642915_1016384550_0,60,60,55,192.90673120877784,5,268.32924097526273
1357512253_5794183354_0,65,65,60,24.139367488332876,6,107.55816595671517
1357271853_1357271773_0,45,40,40,27.143465457400886,6,705.6913351090342
1357271829_1357271791_0,50,45,40,159.68742434902475,5,530.5869296671094
1357271796_331355856_0,65,65,60,66.43117022682767,3,0.0
1357271791_2704791825_0,60,60,55,72.39255346237344,5,481.3577860014549
1357271791_1357271829_0,50,45,40,159.68742434902475,5,530.5869296671094
1357271773_1357271853_0,40,40,40,27.143465457400886,6,705.6913351090342
1363598891_429742264_0,50,50,45,45.79520237250704,5,458.9207794005333
1363598881_1363598895_0,50,50,45,69.95795201767487,5,462.4208545721638
1362900013_1311619500_0,70,65,65,204.09713976767412,3,0.0
1362900013_12884134295_0,70,65,60,23.688289558824273,3,0.0
1362899977_1400442248_0,65,65,60,79.41535969155287,6,0.0
1362899971_1311619488_0,70,70,65,300.7824080568248,3,0.0
1365367738_412451014_0,60,60,55,205.92944287430632,6,592.303141748909
1363702653_1363702666_0,55,50,45,58.38380624820076,5,341.64434423318795
1363702653_30295215_0,60,60,55,74.91879060772048,6,266.9467487719754
1363606986_600466245_0,55,55,50,351.1603783862952,5,159.91020617234236
1363598895_6788067150_0,50,50,45,108.34396561986686,5,385.72764670079914
1365781116_1297521227_0,60,55,50,138.34620884736472,6,497.56133575704894
1365367852_1075648439_0,60,60,55,154.97124446476568,5,629.7565122947601
1365367852_30617626_0,60,60,55,52.21141947856933,5,629.7565122947601
1365367835_1351489479_0,50,50,45,65.69782743709894,6,283.4802188587339
1365367835_13117186604_0,50,50,45,14.498589927299522,6,269.1286805781188
1365367835_1365367844_0,50,50,45,178.39533975638994,6,283.4802188587339
1368519137_60969461_0,60,60,50,51.51739355356619,5,253.92541620558328
1368518996_82760174_0,55,60,65,110.08775592768649,6,355.8415878121085
1365781180_8463439353_0,55,50,45,4.757987377585205,5,133.82570741867136
1365781145_6939468887_0,60,60,55,74.47217991727152,5,411.8186891399734
4931851569_30295385_0,55,55,50,115.71182159391154,5,243.28694055248988
4931851569_31286314_0,65,60,55,57.0214524950116,5,227.74769646671638
4995013507_4995013505_0,55,50,45,8.079401880975817,5,191.80361336885136
4995013503_4995013505_0,55,50,45,20.836843534453113,5,191.80361336885136
4995013503_30296600_0,55,50,45,48.46035881862529,5,167.035310291278
4992914467_478855185_0,60,60,55,72.64331675911171,5,90.03119998814135
1365781145_392351451_0,60,55,50,17.54558452989473,5,398.84481643285574
1369500099_331356237_0,70,70,65,196.40714161531457,4,86.56721205177574
1368967605_30333341_0,65,65,60,48.4743665090174,5,105.4066208361854
1368967605_30554609_0,60,55,55,248.71571636564502,6,109.58043556426868
1368967605_30554613_0,60,55,50,110.01946268782969,6,0.0
1368967593_1303465752_0,60,55,50,5.418577721014707,5,52.34452200312282
1368967593_1303465773_0,60,55,50,68.08964670565295,6,50.571617469203886
1374317026_420553137_0,50,45,40,72.63617529870544,5,405.6632197962879
1374317019_1374317034_0,45,45,40,93.32711310049166,5,436.8975898459173
1369500099_30294708_0,70,65,60,116.36678219325466,4,202.3538635386493
1369500099_30294757_0,70,65,60,91.25109958256135,5,202.3538635386493
1374319492_5935527982_0,45,40,40,183.866107289001,6,208.54945725885668
1374317043_359238607_0,55,50,45,216.45851624927823,5,359.69089206314715
1374317043_420553137_0,50,50,45,151.87441266686852,5,386.9706686854854
1374317043_1374317034_0,45,40,40,61.777374002031394,6,386.9706686854854
1374317034_1374317043_0,45,40,40,61.777374002031394,6,386.9706686854854
1374317034_1374317019_0,45,45,40,93.32711310049164,5,436.8975898459173
1374317034_1374317026_0,45,40,40,154.86625728116277,5,448.3837226011931
1374317026_1374319495_0,45,45,40,81.07763444788691,5,476.28171222262273
1374319507_359238618_0,45,45,40,100.15413033443949,5,431.3022429028695
1374319503_1374319495_0,50,45,40,207.557480623819,5,503.60285184204656
1374319503_1374317025_0,50,50,45,340.84786794082675,5,496.1304095793908
1374319503_11535341853_0,50,50,45,71.51879539278242,5,486.37436612688964
1374319498_420553182_0,40,40,40,112.58750202401235,5,314.12975063332385
1374319495_1374319503_0,45,40,40,207.557480623819,5,503.60285184204656
1374370026_583321777_0,70,60,55,383.4315573527221,5,0.0
1374370024_1374370379_0,45,45,40,212.41180723768838,4,251.25773834151155
1374370024_566450878_0,60,55,50,764.7637106303728,4,0.0
1374370024_1374370319_0,40,40,40,133.84509625889984,5,251.25773834151155
1374369999_1374370398_0,45,40,40,86.74662716336067,5,577.4019029808123
1374369999_1374370616_0,40,40,40,56.225389720583905,5,607.8830451896922
1374369999_979755128_0,45,40,40,190.983703372232,5,607.8830451896922
1374370100_1818028655_0,55,55,50,124.86713146952836,5,71.40397515113698
1374370100_1374370448_0,50,50,45,333.27127595472047,5,60.80468941129901
1374370100_1374370838_0,55,55,50,295.06725004126463,5,63.02799328528057
1374370061_1374370842_0,45,45,40,109.40547863183839,5,618.7806060183673
1374370061_1374370839_0,45,45,40,241.3635202522808,5,488.0415701007901
1374370026_1374370416_0,65,65,60,185.28975554686656,3,0.0
1374370026_256680777_0,65,60,55,419.2323972779977,3,0.0
1374370319_1374370348_0,40,40,40,155.48066390141213,5,381.7189666986417
1374370319_1374370839_0,40,40,40,595.3725124999864,5,163.71290780141265
1374370319_1374370024_0,40,40,40,133.84509625889982,5,251.25773834151155
1374370258_1374370845_0,40,40,40,78.48544258062851,5,688.1884548524226
1374370258_534684915_0,45,45,40,376.52292327412755,5,724.0080666858966
1374370379_1374370348_0,45,45,40,25.209010592579972,5,445.1011181543441
1374370366_534684808_0,40,40,40,88.39351158600168,5,725.6708202663913
1374370362_1374370416_0,60,60,55,362.99654918532804,5,0.0
1374370362_1374370838_0,65,60,55,69.56317539703004,5,51.246998506976304
1374370362_1374370827_0,60,60,55,319.87733949277634,5,54.93412796149406
1374370348_1374370319_0,40,40,40,155.4806639014121,5,381.7189666986417
1374370348_1374370619_0,45,45,40,108.44132940974005,5,463.0411448824681
1374370348_1374370379_0,45,45,40,25.209010592579972,5,445.1011181543441
1374370416_566450878_0,60,60,55,509.7666293963192,3,0.0
1374370416_1374370026_0,65,65,60,185.2897555468666,3,0.0
1374370398_1374369999_0,40,40,40,86.74662716336069,5,577.4019029808123
1374370398_1374370616_0,45,40,40,50.26053298083519,5,577.4019029808123
1374370379_1374370024_0,45,45,40,212.4118072376884,4,251.25773834151155
1374370616_1374370398_0,45,40,40,50.26053298083519,5,577.4019029808123
1374370574_1374370918_0,40,40,40,108.71911752649052,5,453.0798436845893
1374370574_979754866_0,40,40,40,66.10156292239328,5,449.0305462031558
1374370568_1374370258_0,40,40,40,197.6296995041085,5,579.4290383082902
1374370568_1374370845_0,40,40,40,127.48081854852107,5,579.4290383082902
1374370568_534683861_0,40,40,40,127.1563180107875,5,457.8083138591557
1374370794_1374370616_0,40,40,40,219.7854926750502,5,622.1123363911926
1374370789_1374370255_0,40,40,40,165.87943883474247,5,344.752521738252
1374370789_3343734111_0,40,40,40,59.87498272390008,5,503.14724184930253
1374370789_1374370839_0,40,40,40,31.538686230647986,5,488.0415701007901
1374370619_1809063155_0,45,40,40,144.3053579053278,5,436.37758489227707
1374370619_1374370348_0,45,45,40,108.44132940974004,5,463.0411448824681
4880337149_262250645_0,65,60,55,34.80072389230393,3,0.0
4992822660_4992822662_0,60,60,55,147.58691303808354,5,32.241989238731115
4990469757_4990469756_0,60,55,50,41.64249260279292,5,419.2956771677185
4990469757_4758438067_0,60,60,55,9.191721507883265,6,410.6461749114073
4990469756_598221965_0,60,60,55,9.931264848574171,4,410.2201463492411
4965780374_1857472204_0,65,60,55,138.48372972546377,5,83.58192522437224
1374370616_1374370794_0,40,40,40,219.7854926750502,5,622.1123363911926
1374370838_1374370100_0,60,55,55,295.0672500412646,5,63.02799328528057
1374370827_1374370362_0,55,55,50,319.87733949277623,5,54.93412796149406
1374370827_1374371016_0,50,50,45,761.5966829910228,4,145.40749436516518
1374370817_1374371016_0,50,45,40,345.5749778570497,5,290.6937566075171
1374370817_1374370842_0,45,45,40,412.33142620434495,5,291.1365077309649
1374370817_1374370121_0,45,45,40,66.1790992388181,5,230.46953695353244
1374370839_1374370319_0,40,40,40,595.3725124999868,5,163.71290780141265
1374370839_1374370061_0,45,45,40,241.36352025228075,5,488.0415701007901
1374370839_1374370789_0,45,40,40,31.53868623064799,5,488.0415701007901
1374370838_1374371014_0,60,55,55,558.1138655421165,5,63.53633458812788
1374370918_1374370574_0,40,40,40,108.71911752649052,5,453.0798436845893
1374370918_534684948_0,45,40,40,274.96392848399984,5,555.7666142909567
1374370845_1374370568_0,40,40,40,127.48081854852104,5,579.4290383082902
1374370845_534685040_0,40,40,40,417.66474398875573,5,688.1884548524226
1374370845_1374370258_0,40,40,40,78.4854425806285,5,688.1884548524226
1374370842_1374370061_0,45,40,40,109.40547863183839,5,618.7806060183673
1374370842_1374370817_0,45,45,40,412.3314262043449,5,291.1365077309649
1374371016_1374370827_0,55,55,50,761.596682991023,4,145.40749436516518
1374371014_1374370838_0,60,55,55,558.1138655421164,5,63.53633458812788
1374371014_979755215_0,40,40,40,166.2974384616059,5,286.9018202691752
1374371014_1374370975_0,45,45,40,280.99305317613204,5,286.0466320125423
1374370975_1374371014_0,45,45,40,280.99305317613204,5,286.0466320125423
1374370918_979755738_0,40,40,40,88.46960745893904,5,540.9080457852214
1374757788_359234311_0,65,65,60,154.29052989585261,4,375.96543158821885
1374636541_30237706_0,60,60,55,116.87464860633072,4,0.0
1374636407_30238011_0,70,65,60,133.34453195636235,5,131.77424828756028
1374619186_412451710_0,55,55,50,38.10901856526574,5,465.3804665631046
1374371016_1374370817_0,50,45,40,345.57497785704953,5,290.6937566075171
1374800911_1374800974_0,50,50,45,12.585194027495447,6,115.70522947007845
1374800911_8119152610_0,50,50,45,7.726436587151966,6,115.70522947007845
1374800911_359236628_0,55,55,50,227.5281325265999,5,66.88327872087481
1374800910_1374801002_0,40,40,40,56.918743366827584,5,231.9672010676975
1374757842_359236956_0,55,50,45,58.37316319055918,5,462.0156444270063
1374757842_359236960_0,55,55,50,104.98420440576076,5,358.4294922378197
1374757842_1374757788_0,55,55,50,176.44733931322978,5,462.0156444270063
1374801002_5983130784_0,50,50,45,38.29566141531195,5,231.9672010676975
1374801002_4174394697_0,50,50,45,75.32643364887863,5,198.13755248075353
1374801002_1374800910_0,45,45,40,56.918743366827584,5,231.9672010676975
1374800974_1374800911_0,55,55,50,12.585194027495445,6,115.70522947007845
1374800974_1374801052_0,50,50,45,68.71848759516133,5,125.44500812590152
1374800951_4174370011_0,40,40,40,16.647589682184506,6,217.84859160155057
1374800915_4174384541_0,45,45,40,13.598066942882198,5,177.71125966950817
1375265160_1002675881_0,70,70,65,450.8121484772894,2,0.0
1375265147_1000063825_0,60,60,55,502.2976373038264,2,0.0
1375061083_1375061033_0,65,60,55,82.58778653909951,5,0.0
1375061083_1378987648_0,60,55,50,14.71785627237897,5,75.03608015413285
1375061083_1840721018_0,60,55,50,71.2722976932681,5,79.35707214075832
1374801052_1374800915_0,45,45,40,18.24976128936174,5,165.10474595037923
1375272376_31285435_0,60,60,55,130.72481065773104,5,160.82467254420405
1375272376_2087204997_0,65,65,55,95.91082195434231,5,182.8885097996926
1375272355_692263342_0,60,55,50,85.50521024376722,4,27.801577208514058
1375272355_1375272349_0,65,60,55,8.125809815231909,5,83.79961127554591
1375272349_269375412_0,60,60,55,105.05862622825633,4,83.79961127554591
1375265206_269377740_0,65,65,60,54.2558961571359,5,0.0
1375265179_1377842726_0,55,55,50,47.33002395201953,5,121.67738810522215
1375697911_30553756_0,60,60,60,142.9545330028638,6,277.2156264003959
1375697911_260723604_0,60,60,55,92.87825478566927,4,277.2156264003959
1375697892_30295105_0,65,60,55,38.381131270256155,6,165.65336075077948
1375291089_2466611020_0,60,55,50,121.03928174091484,3,0.0
1376141879_1375265216_0,55,55,50,100.95219206341784,5,10.47209017530457
1376141876_364718898_0,55,55,50,48.8062284892024,5,100.40822055387149
1376141876_1376141830_0,60,55,50,86.95261784485331,5,100.40822055387149
1376141876_1376141879_0,55,55,50,15.65045308737908,5,91.68667751723466
1376141830_1376141876_0,60,55,50,86.9526178448533,5,100.40822055387149
1375812340_30556625_0,60,55,50,32.946027379151346,4,240.8810977848164
1377806858_126781137_0,65,65,60,8.787219563510481,5,0.0
1377806827_364718311_0,65,65,60,38.08132194629198,3,0.0
1377806812_1551112035_0,65,65,60,196.9137542431855,4,18.443683994599745
1377225849_5260740738_0,60,60,55,276.12464789771843,3,0.0
1377225849_11282472012_0,70,65,60,31.294190426494993,3,0.0
1377842726_1375265206_0,55,55,50,127.43543920993662,5,27.719683059266984
1377806906_1377806863_0,65,65,60,28.158216160202954,3,0.0
1377806900_1375265160_0,65,65,60,552.7192413523987,2,0.0
4834502021_4834502023_0,65,60,55,121.50949864706249,5,0.0
4834501720_30252078_0,60,60,55,72.55271448224362,5,0.0
4931851569_2869959974_0,55,55,50,111.44520150564516,5,148.37821436299592
4931844351_4931844351_0,50,50,45,35.18916316983214,5,629.0022222113521
4931844351_13175411896_0,60,55,55,147.7125608991768,5,637.4036373085331
4922624387_363888331_0,65,65,60,103.51378980223629,5,0.0
4922624387_6091986825_0,70,70,65,18.828809874408115,2,0.0
4922624387_5313720234_0,70,70,65,146.1920279114377,2,0.0
1377806858_693196406_0,65,65,60,339.0982148644132,4,0.0
1378060284_1378060301_0,70,65,60,99.21967383766716,5,27.494482309805445
1378060258_1378060301_0,60,60,55,57.85384787662953,5,99.2619630810279
1377933441_1377933378_0,65,60,55,29.67918677980916,5,326.8887441026362
1377933441_1377933417_0,65,60,55,28.34788263310249,4,326.8887441026362
1377933400_356295242_0,70,65,60,41.40283547868857,4,50.53441690370566
1377842738_269380178_0,55,55,50,35.156901915908016,5,0.0
1378894231_442540269_0,65,65,60,50.859249733376224,4,14.166357953732637
1378087192_2087204994_0,70,65,60,77.8233333053514,5,0.0
1378087178_269383990_0,65,60,55,10.327296875744109,5,52.0600274027156
1378073789_998637904_0,70,70,65,152.34885878622657,5,38.89692581377881
1378073780_1378073789_0,65,60,60,39.48944148212288,6,65.9957751597871
1378060301_2087204997_0,55,55,50,111.02347704868822,5,117.99965553567506
1378060301_31285435_0,65,65,60,102.26484350290048,5,117.99965553567506
